frequency_Hz,frequency_GHz,y_raw,y_norm,y_smooth,baseline_raw,y_fit,y_model,residual
2790000000.0,2.79,1.484976285714286,0.851405076111413,0.8425636193537565,1.4861312185976698,0.9985866252708238,0.9999478966319298,-0.0013612713611060867
2790500000.0,2.7905,1.4847644285714283,0.8401962118119536,0.8694224988383558,1.486133113041739,0.9984428871279132,0.9999459149802454,-0.0015030278523322504
2791000000.0,2.791,1.486140142857143,0.9129820265142532,0.886098029254754,1.4861349875753869,0.9993667377372196,0.9999438005308415,-0.0005770627936219075
2791500000.0,2.7915,1.485863,0.8983190482668456,0.894773548371975,1.4861368421986132,0.999179123896352,0.9999415399767139,-0.0007624160803618718
2792000000.0,2.792,1.4856335714285716,0.8861805209135994,0.8976323939590406,1.486138676911418,0.9990236096782422,0.9999391181877514,-0.0009155085095091664
2792500000.0,2.7925,1.4858442857142855,0.8973289193233284,0.8999186458938345,1.4861404917138017,0.9991640856887938,0.9999365178880844,-0.0007724321992905736
2793000000.0,2.793,1.4856945714285714,0.8894078877752614,0.8892159871026504,1.4861422866057636,0.9990622028803698,0.9999337192624835,-0.0008715163821136906
2793500000.0,2.7935,1.485947857142857,0.9028086405755824,0.8909408355011179,1.4861440615873043,0.9992313325962981,0.9999306994729574,-0.0006993668766592798
2794000000.0,2.794,1.4857258571428569,0.8910631415052372,0.9042589712173292,1.4861458166584236,0.9990808679745128,0.9999274320607636,-0.0008465640862508339
2794500000.0,2.7945,1.4858042857142857,0.8952126131845387,0.9100002205303017,1.4861475518191214,0.9991324409611487,0.9999238862009361,-0.0007914452397873584
2795000000.0,2.795,1.4864554285714284,0.9296630538297018,0.9221874347038181,1.4861492670693979,0.999569149781592,0.9999200257652249,-0.0003508759836329256
2795500000.0,2.7955,1.4869478571428572,0.955716294045572,0.9280943435403011,1.4861509624092526,0.9998991434571187,0.9999158081336604,-1.666467654171111e-05
2796000000.0,2.796,1.4860375714285714,0.9075552129154648,0.9290309431572331,1.4861526378386862,0.9992858946250346,0.999911182672758,-0.0006252880477234379
2796500000.0,2.7965,1.4866352857142855,0.9391788732180848,0.9248927597528018,1.4861542933576983,0.9996867139542092,0.999906088766484,-0.0002193748122748529
2797000000.0,2.797,1.486013,0.9062551962873482,0.915793919421821,1.486155928966289,0.9992671586632966,0.9999004532396653,-0.000633294576368626
2797500000.0,2.7975,1.4859415714285713,0.9024760781823413,0.9135855729433735,1.4861575446644584,0.9992180403143242,0.9998941869447374,-0.0006761466304132657
2798000000.0,2.798,1.4862728571428572,0.920003627953334,0.9160752755827319,1.486159140452206,0.9994397394757389,0.9998871801791713,-0.00044744070343238906
2798500000.0,2.7985,1.4862300000000002,0.9177361570903416,0.9090704265979298,1.4861607163295325,0.99940986057475,0.9998792964419223,-0.00046943586717229646
2799000000.0,2.799,1.4863,0.9214396928332296,0.9084366472239571,1.4861622722964376,0.9994558854144185,0.9998703637882156,-0.0004144783737970448
2799500000.0,2.7995,1.485788,0.894350974256606,0.9087823301917439,1.486163808352921,0.9991105606173984,0.9998601626428507,-0.0007496020254522673
2800000000.0,2.8,1.485849,0.897578341118268,0.9155590251458448,1.4861653244989832,0.9991505604485142,0.999848408276558,-0.0006978478280437184
2800500000.0,2.8005,1.4861614285714286,0.9141082037095375,0.9148839208699961,1.486166820734624,0.9993596451017921,0.999834725042669,-0.0004750799408769213
2801000000.0,2.801,1.4865745714285714,0.9359666228288466,0.9042788320371611,1.486168297059843,0.9996364673285093,0.9998186075433446,-0.0001821402148353135
2801500000.0,2.8015,1.4864694285714286,0.9304037609782911,0.905592918109305,1.486169753474641,0.9995647852109492,0.9997993604205313,-0.00023457520958214406
2802000000.0,2.802,1.485186,0.8625005668676645,0.906802857576011,1.4861711899790175,0.9987007883422712,0.9997760019616383,-0.0010752136193671324
2802500000.0,2.8025,1.4855111428571426,0.8797031124816105,0.9080180321846818,1.4861726065729726,0.9989184757591532,0.9997471039892488,-0.0008286282300956627
2803000000.0,2.803,1.486945,0.9555651293213694,0.9242219090297996,1.486174003256506,0.9998817202973755,0.9997105143760557,0.00017120592131980583
2803500000.0,2.8035,1.4868311428571428,0.9495412150620001,0.9495429164831353,1.4861753800296182,0.999804231961523,0.9996628517769502,0.00014138018457277024
2804000000.0,2.804,1.487041,0.9606442640544929,0.9746742481992066,1.486176736892309,0.9999444352889615,0.99959853084833,0.00034590444063153925
2804500000.0,2.8045,1.4877848571428571,0.9999999999999472,0.9774318919481915,1.4861780738445782,1.0004437338875212,0.9995077499552635,0.0009359839322576891
2805000000.0,2.805,1.4870065714285714,0.9588227291278789,0.9656105814782895,1.4861793908864263,0.9999194985305623,0.9993719984341846,0.0005475000963777177
2805500000.0,2.8055,1.4863648571428574,0.9248711320725832,0.9365502757185142,1.4861806880178525,0.9994871132090316,0.9991531248940462,0.0003339883149854339
2806000000.0,2.806,1.4856392857142855,0.8864828503619812,0.8520420620098168,1.4861819652388577,0.9989983534076434,0.9987647141741667,0.00023363923347674564
