pair_id,left_dip_id_sorted,right_dip_id_sorted,left_center_x1_GHz,right_center_x1_GHz,left_center_x1_err_MHz,right_center_x1_err_MHz,pair_center_GHz,pair_center_minus_D_eff_MHz,splitting_GHz,splitting_MHz,zeeman_half_MHz,left_contrast,right_contrast,D_eff_GHz
1,1,8,2.8110795202871643,2.9282493353723766,0.09381423049983617,0.12607735472087153,2.8696644278297705,-1.5226800601562118,0.11716981508521229,117.16981508521229,58.584907542606146,0.014050482047883468,0.011019211682363545,2.8711871078899267
2,2,7,2.8191011722706807,2.9231885025766493,0.04342880442360724,0.09225684384247937,2.8711448374236648,-0.042270466261928874,0.10408733030596862,104.08733030596862,52.04366515298431,0.030711671479675965,0.01496514007148681,2.8711871078899267
3,3,6,2.8355034572638393,2.908082300981982,0.08896816138611406,0.08253237896330709,2.8717928791229106,0.6057712329838871,0.0725788437181425,72.5788437181425,36.28942185907125,0.014813888206472453,0.016049699859726815,2.8711871078899267
4,4,5,2.843311139690267,2.9009814346764546,0.05324398886814351,0.05621738999175321,2.8721462871833605,0.9591792934338095,0.05767029498618781,57.67029498618781,28.835147493093906,0.0251278836873983,0.023664664709528174,2.8711871078899267
