Frequency	Pixel(95-95)
2720000000.000000	1.477996
2720500000.000000	1.478218
2721000000.000000	1.478046
2721500000.000000	1.477774
2722000000.000000	1.477796
2722500000.000000	1.478084
2723000000.000000	1.478660
2723500000.000000	1.478624
2724000000.000000	1.478036
2724500000.000000	1.476865
2725000000.000000	1.477166
2725500000.000000	1.477653
2726000000.000000	1.479194
2726500000.000000	1.477884
2727000000.000000	1.478356
2727500000.000000	1.477914
2728000000.000000	1.475916
2728500000.000000	1.478269
2729000000.000000	1.478602
2729500000.000000	1.478649
2730000000.000000	1.477625
2730500000.000000	1.477914
2731000000.000000	1.477268
2731500000.000000	1.477829
2732000000.000000	1.477824
2732500000.000000	1.478325
2733000000.000000	1.477618
2733500000.000000	1.477100
2734000000.000000	1.477018
2734500000.000000	1.477978
2735000000.000000	1.477984
2735500000.000000	1.476313
2736000000.000000	1.476595
2736500000.000000	1.476697
2737000000.000000	1.476911
2737500000.000000	1.477432
2738000000.000000	1.477889
2738500000.000000	1.477443
2739000000.000000	1.477761
2739500000.000000	1.477919
2740000000.000000	1.476579
2740500000.000000	1.477419
2741000000.000000	1.477249
2741500000.000000	1.476685
2742000000.000000	1.478462
2742500000.000000	1.478461
2743000000.000000	1.477550
2743500000.000000	1.477809
2744000000.000000	1.478577
2744500000.000000	1.478009
2745000000.000000	1.478004
2745500000.000000	1.479215
2746000000.000000	1.479286
2746500000.000000	1.478935
2747000000.000000	1.478326
2747500000.000000	1.478727
2748000000.000000	1.478006
2748500000.000000	1.477677
2749000000.000000	1.477371
2749500000.000000	1.478214
2750000000.000000	1.479048
2750500000.000000	1.478528
2751000000.000000	1.477776
2751500000.000000	1.479429
2752000000.000000	1.479484
2752500000.000000	1.479037
2753000000.000000	1.477927
2753500000.000000	1.477972
2754000000.000000	1.477500
2754500000.000000	1.477925
2755000000.000000	1.478114
2755500000.000000	1.477520
2756000000.000000	1.478412
2756500000.000000	1.478261
2757000000.000000	1.477330
2757500000.000000	1.477592
2758000000.000000	1.477867
2758500000.000000	1.477372
2759000000.000000	1.476619
2759500000.000000	1.478239
2760000000.000000	1.479216
2760500000.000000	1.478479
2761000000.000000	1.477473
2761500000.000000	1.476829
2762000000.000000	1.479345
2762500000.000000	1.478706
2763000000.000000	1.479771
2763500000.000000	1.479054
2764000000.000000	1.478866
2764500000.000000	1.479196
2765000000.000000	1.478732
2765500000.000000	1.478547
2766000000.000000	1.478928
2766500000.000000	1.478638
2767000000.000000	1.477379
2767500000.000000	1.479194
2768000000.000000	1.478940
2768500000.000000	1.478627
2769000000.000000	1.478048
2769500000.000000	1.478812
2770000000.000000	1.478935
2770500000.000000	1.478794
2771000000.000000	1.479279
2771500000.000000	1.479158
2772000000.000000	1.478612
2772500000.000000	1.478777
2773000000.000000	1.478606
2773500000.000000	1.477553
2774000000.000000	1.476980
2774500000.000000	1.477275
2775000000.000000	1.476974
2775500000.000000	1.477925
2776000000.000000	1.477614
2776500000.000000	1.477598
2777000000.000000	1.477520
2777500000.000000	1.478017
2778000000.000000	1.478162
2778500000.000000	1.478062
2779000000.000000	1.477745
2779500000.000000	1.478865
2780000000.000000	1.478139
2780500000.000000	1.478012
2781000000.000000	1.478685
2781500000.000000	1.478737
2782000000.000000	1.477593
2782500000.000000	1.477982
2783000000.000000	1.478495
2783500000.000000	1.478029
2784000000.000000	1.478517
2784500000.000000	1.478589
2785000000.000000	1.478808
2785500000.000000	1.478653
2786000000.000000	1.478152
2786500000.000000	1.476377
2787000000.000000	1.476364
2787500000.000000	1.478583
2788000000.000000	1.478811
2788500000.000000	1.478126
2789000000.000000	1.477674
2789500000.000000	1.478112
2790000000.000000	1.478304
2790500000.000000	1.477924
2791000000.000000	1.477424
2791500000.000000	1.477570
2792000000.000000	1.478299
2792500000.000000	1.478825
2793000000.000000	1.479123
2793500000.000000	1.478820
2794000000.000000	1.478806
2794500000.000000	1.478770
2795000000.000000	1.478649
2795500000.000000	1.478638
2796000000.000000	1.479034
2796500000.000000	1.477834
2797000000.000000	1.478487
2797500000.000000	1.478313
2798000000.000000	1.478069
2798500000.000000	1.477601
2799000000.000000	1.476272
2799500000.000000	1.477765
2800000000.000000	1.476630
2800500000.000000	1.479029
2801000000.000000	1.479287
2801500000.000000	1.477092
2802000000.000000	1.478146
2802500000.000000	1.477562
2803000000.000000	1.477512
2803500000.000000	1.477435
2804000000.000000	1.477810
2804500000.000000	1.477921
2805000000.000000	1.477320
2805500000.000000	1.475960
2806000000.000000	1.473288
2806500000.000000	1.473343
2807000000.000000	1.475396
2807500000.000000	1.476099
2808000000.000000	1.474311
2808500000.000000	1.472236
2809000000.000000	1.474626
2809500000.000000	1.475543
2810000000.000000	1.474019
2810500000.000000	1.470969
2811000000.000000	1.472408
2811500000.000000	1.474295
2812000000.000000	1.475205
2812500000.000000	1.476338
2813000000.000000	1.477305
2813500000.000000	1.476812
2814000000.000000	1.476797
2814500000.000000	1.475212
2815000000.000000	1.475882
2815500000.000000	1.475263
2816000000.000000	1.473931
2816500000.000000	1.471130
2817000000.000000	1.463651
2817500000.000000	1.463702
2818000000.000000	1.469670
2818500000.000000	1.469523
2819000000.000000	1.464162
2819500000.000000	1.460958
2820000000.000000	1.465675
2820500000.000000	1.467575
2821000000.000000	1.465136
2821500000.000000	1.460323
2822000000.000000	1.464665
2822500000.000000	1.469419
2823000000.000000	1.473232
2823500000.000000	1.475479
2824000000.000000	1.474095
2824500000.000000	1.474325
2825000000.000000	1.475830
2825500000.000000	1.475142
2826000000.000000	1.476152
2826500000.000000	1.477494
2827000000.000000	1.477520
2827500000.000000	1.476293
2828000000.000000	1.476290
2828500000.000000	1.476577
2829000000.000000	1.476444
2829500000.000000	1.477593
2830000000.000000	1.476149
2830500000.000000	1.476195
2831000000.000000	1.476766
2831500000.000000	1.476282
2832000000.000000	1.475584
2832500000.000000	1.472495
2833000000.000000	1.470620
2833500000.000000	1.472847
2834000000.000000	1.473118
2834500000.000000	1.471634
2835000000.000000	1.468853
2835500000.000000	1.470550
2836000000.000000	1.473109
2836500000.000000	1.471801
2837000000.000000	1.470512
2837500000.000000	1.470913
2838000000.000000	1.473077
2838500000.000000	1.472948
2839000000.000000	1.474936
2839500000.000000	1.476316
2840000000.000000	1.476242
2840500000.000000	1.476978
2841000000.000000	1.477254
2841500000.000000	1.475840
2842000000.000000	1.475089
2842500000.000000	1.473504
2843000000.000000	1.468831
2843500000.000000	1.465273
2844000000.000000	1.467912
2844500000.000000	1.470326
