,x0_MHz,x1_MHz,x2_MHz,gamma_MHz,A
Pair1_left,2846.703442227814,2843.421671153476,2898.3530397743116,4.974554000451241,0.5052343940100257
Pair1_right,2901.9117896776934,2901.913914634779,2901.9112334757756,15.359995876216152,0.17277406087756972
Pair2_left,2844.8971201666923,2820.528193980683,2803.7569868804358,8.763271779303516,0.6931022442117393
Pair2_right,2900.7441283158028,2922.8133763854444,2977.0599183724125,9.375372463820954,0.5482118865749848
Pair3_left,2820.239684822841,2820.2391186038744,2844.868721509537,11.716551108554802,0.38907720448013977
Pair3_right,2901.420878519274,2901.4185621829847,2924.302284798083,12.815002374808783,0.2953501767275781
Pair4_left,2820.161478378362,2820.16146325635,2844.8413067919696,12.179375077050645,0.3815533576200526
Pair4_right,2901.4786461056838,2901.478224164864,2924.9605134665103,14.581222148132944,0.27791396065396123
