,x0_MHz,x1_MHz,x2_MHz,gamma_MHz,A
Pair1_left,2843.9608026933106,2843.960705396627,2843.959676539541,19.885075187442887,0.1694984533074704
Pair1_right,2848.558935818865,2901.3669491242385,2901.366133576333,14.506567605820289,0.25343920777216505
Pair2_left,2799.6513477990047,2819.667530695153,2845.7049077631905,9.266907725160657,0.666649720978454
Pair2_right,2899.697920877304,2899.698523843033,2909.7836245543963,8.997207404387911,0.26885150274673403
Pair3_left,2819.601440560109,2819.598678754279,2845.7160250335605,11.059578288817859,0.3924658345216939
Pair3_right,2923.80669131333,2900.557224003005,3007.1799743103147,10.904413589698722,0.4994089143686934
Pair4_left,2819.428999364564,2845.7515415516514,2905.8928413610506,10.765768087701575,0.6410796990667326
Pair4_right,2924.2254871051755,2908.3161549542438,2899.038041350272,7.6027896171830935,0.4509969514962927
