,x0_MHz,x1_MHz,x2_MHz,gamma_MHz,A
Pair1_left,2842.785190638641,2842.785825346837,2842.785860295633,24.47688295347831,0.17044010549942726
Pair1_right,2844.696894636245,2946.0860060734794,2900.831910657006,12.283387445917318,0.567100671464093
Pair2_left,2821.0668216531276,2844.485098454994,2790.848057301177,10.644608773076259,0.6489197052629226
Pair2_right,2904.6936769295016,2904.693103064833,2904.694135296937,32.01242028348836,0.14587077135916532
Pair3_left,2820.7548624784795,2844.771030403041,2820.755125964636,14.431819062237109,0.35474998571241023
Pair3_right,2899.5420304412655,2923.1299325564714,2909.4425697388147,8.53171023319782,0.44718281512897295
Pair4_left,2844.337154246448,2820.451215681548,2933.9487750460344,12.48483303419652,0.6127418777459013
Pair4_right,2899.506341546955,2909.5354661637507,2924.132053219491,10.516910639839454,0.3910963432827725
