record_type,phase,component,pixel,row,col,x_um,y_um,value_nT,unit
B,pos-off,Bx,860,23,3,-80.0,53.33333333333334,970.0203023594984,nT
B,pos-off,By,860,23,3,-80.0,53.33333333333334,1820.618351886056,nT
B,pos-off,Bz,860,23,3,-80.0,53.33333333333334,2291.0483781159637,nT
B,neg-off,Bx,860,23,3,-80.0,53.33333333333334,-640.3001779713971,nT
B,neg-off,By,860,23,3,-80.0,53.33333333333334,-2176.962120312806,nT
B,neg-off,Bz,860,23,3,-80.0,53.33333333333334,-1979.9935196053355,nT
B,pos-off,Bx,813,23,4,-73.33333333333333,53.33333333333334,813.8956075228563,nT
B,pos-off,By,813,23,4,-73.33333333333333,53.33333333333334,876.8783388030257,nT
B,pos-off,Bz,813,23,4,-73.33333333333333,53.33333333333334,1242.8048086476372,nT
B,neg-off,Bx,813,23,4,-73.33333333333333,53.33333333333334,-359.0014942127452,nT
B,neg-off,By,813,23,4,-73.33333333333333,53.33333333333334,-853.6924508469205,nT
B,neg-off,Bz,813,23,4,-73.33333333333333,53.33333333333334,-1231.7843155721011,nT
B,pos-off,Bx,798,23,5,-66.66666666666666,53.33333333333334,958.398964318238,nT
B,pos-off,By,798,23,5,-66.66666666666666,53.33333333333334,1656.0737238912134,nT
B,pos-off,Bz,798,23,5,-66.66666666666666,53.33333333333334,2003.7223962179212,nT
B,neg-off,Bx,798,23,5,-66.66666666666666,53.33333333333334,-546.1973252679257,nT
B,neg-off,By,798,23,5,-66.66666666666666,53.33333333333334,-1967.1243373909324,nT
B,neg-off,Bz,798,23,5,-66.66666666666666,53.33333333333334,-2234.6572967797597,nT
B,pos-off,Bx,751,23,6,-60.0,53.33333333333334,600.9488396619279,nT
B,pos-off,By,751,23,6,-60.0,53.33333333333334,956.7854297192522,nT
B,pos-off,Bz,751,23,6,-60.0,53.33333333333334,1226.5744474503326,nT
B,neg-off,Bx,751,23,6,-60.0,53.33333333333334,-246.60123031566997,nT
B,neg-off,By,751,23,6,-60.0,53.33333333333334,-979.5737740146508,nT
B,neg-off,Bz,751,23,6,-60.0,53.33333333333334,-1231.811684625817,nT
B,pos-off,Bx,736,23,7,-53.33333333333333,53.33333333333334,1031.603176195449,nT
B,pos-off,By,736,23,7,-53.33333333333333,53.33333333333334,1710.064807537838,nT
B,pos-off,Bz,736,23,7,-53.33333333333333,53.33333333333334,2045.4472204919036,nT
B,neg-off,Bx,736,23,7,-53.33333333333333,53.33333333333334,-741.7367393903783,nT
B,neg-off,By,736,23,7,-53.33333333333333,53.33333333333334,-1926.7448797946868,nT
B,neg-off,Bz,736,23,7,-53.33333333333333,53.33333333333334,-2257.9367694876078,nT
B,pos-off,Bx,689,23,8,-46.666666666666664,53.33333333333334,645.9398441708814,nT
B,pos-off,By,689,23,8,-46.666666666666664,53.33333333333334,712.4493524166546,nT
B,pos-off,Bz,689,23,8,-46.666666666666664,53.33333333333334,987.2020532322856,nT
B,neg-off,Bx,689,23,8,-46.666666666666664,53.33333333333334,-322.862822319876,nT
B,neg-off,By,689,23,8,-46.666666666666664,53.33333333333334,-910.2297733554935,nT
B,neg-off,Bz,689,23,8,-46.666666666666664,53.33333333333334,-1262.5786762014864,nT
B,pos-off,Bx,674,23,9,-40.0,53.33333333333334,584.7830023710721,nT
B,pos-off,By,674,23,9,-40.0,53.33333333333334,1149.4944284820608,nT
B,pos-off,Bz,674,23,9,-40.0,53.33333333333334,1637.9044285005562,nT
B,neg-off,Bx,674,23,9,-40.0,53.33333333333334,-670.4963959602657,nT
B,neg-off,By,674,23,9,-40.0,53.33333333333334,-1608.2787527740284,nT
B,neg-off,Bz,674,23,9,-40.0,53.33333333333334,-1932.2859294131283,nT
B,pos-off,Bx,627,23,10,-33.33333333333333,53.33333333333334,1113.788230240029,nT
B,pos-off,By,627,23,10,-33.33333333333333,53.33333333333334,1142.965870208252,nT
B,pos-off,Bz,627,23,10,-33.33333333333333,53.33333333333334,1557.629370217125,nT
B,neg-off,Bx,627,23,10,-33.33333333333333,53.33333333333334,-1211.3674064803174,nT
B,neg-off,By,627,23,10,-33.33333333333333,53.33333333333334,-2056.3583546418827,nT
B,neg-off,Bz,627,23,10,-33.33333333333333,53.33333333333334,-2309.811674808117,nT
B,pos-off,Bx,612,23,11,-26.666666666666657,53.33333333333334,568.6386871083189,nT
B,pos-off,By,612,23,11,-26.666666666666657,53.33333333333334,1246.2631684978949,nT
B,pos-off,Bz,612,23,11,-26.666666666666657,53.33333333333334,1641.1227013685234,nT
B,neg-off,Bx,612,23,11,-26.666666666666657,53.33333333333334,-891.4357020269426,nT
B,neg-off,By,612,23,11,-26.666666666666657,53.33333333333334,-1713.3837056430575,nT
B,neg-off,Bz,612,23,11,-26.666666666666657,53.33333333333334,-2039.7705634876177,nT
B,pos-off,Bx,565,23,12,-20.0,53.33333333333334,2337.083657214906,nT
B,pos-off,By,565,23,12,-20.0,53.33333333333334,2730.912117903507,nT
B,pos-off,Bz,565,23,12,-20.0,53.33333333333334,3461.629727679003,nT
B,neg-off,Bx,565,23,12,-20.0,53.33333333333334,-2711.8314497956585,nT
B,neg-off,By,565,23,12,-20.0,53.33333333333334,-5327.263551441206,nT
B,neg-off,Bz,565,23,12,-20.0,53.33333333333334,-5116.300511603501,nT
B,pos-off,Bx,550,23,13,-13.333333333333329,53.33333333333334,1630.6952785749165,nT
B,pos-off,By,550,23,13,-13.333333333333329,53.33333333333334,2944.7792424714407,nT
B,pos-off,Bz,550,23,13,-13.333333333333329,53.33333333333334,2719.251427024103,nT
B,neg-off,Bx,550,23,13,-13.333333333333329,53.33333333333334,-1851.849509871609,nT
B,neg-off,By,550,23,13,-13.333333333333329,53.33333333333334,-2686.7446756808677,nT
B,neg-off,Bz,550,23,13,-13.333333333333329,53.33333333333334,-2443.7979714713415,nT
B,pos-off,Bx,503,23,14,-6.666666666666657,53.33333333333334,3372.667743110807,nT
B,pos-off,By,503,23,14,-6.666666666666657,53.33333333333334,6131.274479030082,nT
B,pos-off,Bz,503,23,14,-6.666666666666657,53.33333333333334,5508.9527011971595,nT
B,neg-off,Bx,503,23,14,-6.666666666666657,53.33333333333334,-3913.350045747894,nT
B,neg-off,By,503,23,14,-6.666666666666657,53.33333333333334,-9527.91472146894,nT
B,neg-off,Bz,503,23,14,-6.666666666666657,53.33333333333334,-7410.0694694103895,nT
B,pos-off,Bx,488,23,15,0.0,53.33333333333334,2728.7285287034547,nT
B,pos-off,By,488,23,15,0.0,53.33333333333334,8074.114647548371,nT
B,pos-off,Bz,488,23,15,0.0,53.33333333333334,5333.831407703309,nT
B,neg-off,Bx,488,23,15,0.0,53.33333333333334,-2828.153766965931,nT
B,neg-off,By,488,23,15,0.0,53.33333333333334,-4658.899685015365,nT
B,neg-off,Bz,488,23,15,0.0,53.33333333333334,-1425.0638292294925,nT
B,pos-off,Bx,441,23,16,6.666666666666671,53.33333333333334,3413.249162283473,nT
B,pos-off,By,441,23,16,6.666666666666671,53.33333333333334,11690.431798195725,nT
B,pos-off,Bz,441,23,16,6.666666666666671,53.33333333333334,7666.777175890435,nT
B,neg-off,Bx,441,23,16,6.666666666666671,53.33333333333334,-3872.190352144695,nT
B,neg-off,By,441,23,16,6.666666666666671,53.33333333333334,-15742.272430770683,nT
B,neg-off,Bz,441,23,16,6.666666666666671,53.33333333333334,-8781.287955402378,nT
B,pos-off,Bx,426,23,17,13.333333333333343,53.33333333333334,2825.6977637028403,nT
B,pos-off,By,426,23,17,13.333333333333343,53.33333333333334,16299.84681715498,nT
B,pos-off,Bz,426,23,17,13.333333333333343,53.33333333333334,8586.510034968634,nT
B,neg-off,Bx,426,23,17,13.333333333333343,53.33333333333334,-2335.3309369252365,nT
B,neg-off,By,426,23,17,13.333333333333343,53.33333333333334,-9664.346343620316,nT
B,neg-off,Bz,426,23,17,13.333333333333343,53.33333333333334,-568.335815168068,nT
B,pos-off,Bx,379,23,18,20.0,53.33333333333334,1921.4548511604164,nT
B,pos-off,By,379,23,18,20.0,53.33333333333334,15248.52577934534,nT
B,pos-off,Bz,379,23,18,20.0,53.33333333333334,7519.896535039358,nT
B,neg-off,Bx,379,23,18,20.0,53.33333333333334,-2924.94839346841,nT
B,neg-off,By,379,23,18,20.0,53.33333333333334,-18728.480150946307,nT
B,neg-off,Bz,379,23,18,20.0,53.33333333333334,-7168.8184525927645,nT
B,pos-off,Bx,364,23,19,26.66666666666667,53.33333333333334,876.8850321130238,nT
B,pos-off,By,364,23,19,26.66666666666667,53.33333333333334,18139.875151894445,nT
B,pos-off,Bz,364,23,19,26.66666666666667,53.33333333333334,7327.63581534425,nT
B,neg-off,Bx,364,23,19,26.66666666666667,53.33333333333334,-996.9547214770928,nT
B,neg-off,By,364,23,19,26.66666666666667,53.33333333333334,-12098.970434789762,nT
B,neg-off,Bz,364,23,19,26.66666666666667,53.33333333333334,1359.965378469599,nT
B,pos-off,Bx,317,23,20,33.33333333333334,53.33333333333334,-437.26276310885885,nT
B,pos-off,By,317,23,20,33.33333333333334,53.33333333333334,11225.55954857665,nT
B,pos-off,Bz,317,23,20,33.33333333333334,53.33333333333334,2844.271579474268,nT
B,neg-off,Bx,317,23,20,33.33333333333334,53.33333333333334,-5.9758253682114235,nT
B,neg-off,By,317,23,20,33.33333333333334,53.33333333333334,-12709.957103104516,nT
B,neg-off,Bz,317,23,20,33.33333333333334,53.33333333333334,-922.1406197296916,nT
B,pos-off,Bx,302,23,21,40.0,53.33333333333334,-1934.555802589991,nT
B,pos-off,By,302,23,21,40.0,53.33333333333334,10517.462793749424,nT
B,pos-off,Bz,302,23,21,40.0,53.33333333333334,1107.2300242171675,nT
B,neg-off,Bx,302,23,21,40.0,53.33333333333334,1216.5843783028542,nT
B,neg-off,By,302,23,21,40.0,53.33333333333334,-11588.768243454837,nT
B,neg-off,Bz,302,23,21,40.0,53.33333333333334,1712.1908120516248,nT
B,pos-off,Bx,255,23,22,46.666666666666686,53.33333333333334,-1630.9295348531657,nT
B,pos-off,By,255,23,22,46.666666666666686,53.33333333333334,4918.1215654868665,nT
B,pos-off,Bz,255,23,22,46.666666666666686,53.33333333333334,-2211.6146374865884,nT
B,neg-off,Bx,255,23,22,46.666666666666686,53.33333333333334,1089.8073408775208,nT
B,neg-off,By,255,23,22,46.666666666666686,53.33333333333334,-7374.063115131025,nT
B,neg-off,Bz,255,23,22,46.666666666666686,53.33333333333334,3380.0046133848377,nT
B,pos-off,Bx,240,23,23,53.33333333333334,53.33333333333334,-3223.7522755150476,nT
B,pos-off,By,240,23,23,53.33333333333334,53.33333333333334,3902.985361842932,nT
B,pos-off,Bz,240,23,23,53.33333333333334,53.33333333333334,-3666.4896678500045,nT
B,neg-off,Bx,240,23,23,53.33333333333334,53.33333333333334,2104.061879628876,nT
B,neg-off,By,240,23,23,53.33333333333334,53.33333333333334,-6929.236156753276,nT
B,neg-off,Bz,240,23,23,53.33333333333334,53.33333333333334,4707.89821924042,nT
B,pos-off,Bx,193,23,24,60.0,53.33333333333334,-1748.1401071121904,nT
B,pos-off,By,193,23,24,60.0,53.33333333333334,2410.269465811191,nT
B,pos-off,Bz,193,23,24,60.0,53.33333333333334,-4113.4779328744125,nT
B,neg-off,Bx,193,23,24,60.0,53.33333333333334,1461.7845765227369,nT
B,neg-off,By,193,23,24,60.0,53.33333333333334,-4321.205631568392,nT
B,neg-off,Bz,193,23,24,60.0,53.33333333333334,4900.027858566653,nT
B,pos-off,Bx,178,23,25,66.66666666666669,53.33333333333334,-2615.4798300909174,nT
B,pos-off,By,178,23,25,66.66666666666669,53.33333333333334,1786.2276356649277,nT
B,pos-off,Bz,178,23,25,66.66666666666669,53.33333333333334,-4525.186249578727,nT
B,neg-off,Bx,178,23,25,66.66666666666669,53.33333333333334,2261.0485303553596,nT
B,neg-off,By,178,23,25,66.66666666666669,53.33333333333334,-3881.2959093770337,nT
B,neg-off,Bz,178,23,25,66.66666666666669,53.33333333333334,5613.299497709798,nT
B,pos-off,Bx,131,23,26,73.33333333333334,53.33333333333334,-1274.1601041113831,nT
B,pos-off,By,131,23,26,73.33333333333334,53.33333333333334,1479.4998943560756,nT
B,pos-off,Bz,131,23,26,73.33333333333334,53.33333333333334,-4020.396940043046,nT
B,neg-off,Bx,131,23,26,73.33333333333334,53.33333333333334,1589.0172928737536,nT
B,neg-off,By,131,23,26,73.33333333333334,53.33333333333334,-3152.3696643549074,nT
B,neg-off,Bz,131,23,26,73.33333333333334,53.33333333333334,4963.247512125017,nT
B,pos-off,Bx,116,23,27,80.0,53.33333333333334,-1922.1389771987995,nT
B,pos-off,By,116,23,27,80.0,53.33333333333334,1185.811235098066,nT
B,pos-off,Bz,116,23,27,80.0,53.33333333333334,-4024.949544875579,nT
B,neg-off,Bx,116,23,27,80.0,53.33333333333334,2024.399722857967,nT
B,neg-off,By,116,23,27,80.0,53.33333333333334,-2568.784368636646,nT
B,neg-off,Bz,116,23,27,80.0,53.33333333333334,4969.495522242972,nT
B,pos-off,Bx,69,23,28,86.66666666666669,53.33333333333334,-644.6856034710676,nT
B,pos-off,By,69,23,28,86.66666666666669,53.33333333333334,1128.2777104432973,nT
B,pos-off,Bz,69,23,28,86.66666666666669,53.33333333333334,-3441.2347688230775,nT
B,neg-off,Bx,69,23,28,86.66666666666669,53.33333333333334,1073.0615451947613,nT
B,neg-off,By,69,23,28,86.66666666666669,53.33333333333334,-2401.314071902709,nT
B,neg-off,Bz,69,23,28,86.66666666666669,53.33333333333334,4007.1615918677053,nT
B,pos-off,Bx,54,23,29,93.33333333333334,53.33333333333334,-1051.7799480204712,nT
B,pos-off,By,54,23,29,93.33333333333334,53.33333333333334,850.8981602005917,nT
B,pos-off,Bz,54,23,29,93.33333333333334,53.33333333333334,-3364.590904068294,nT
B,neg-off,Bx,54,23,29,93.33333333333334,53.33333333333334,1649.4530875430721,nT
B,neg-off,By,54,23,29,93.33333333333334,53.33333333333334,-1837.9182628738404,nT
B,neg-off,Bz,54,23,29,93.33333333333334,53.33333333333334,4048.0304737851175,nT
B,pos-off,Bx,7,23,30,100.0,53.33333333333334,388.1513998440512,nT
B,pos-off,By,7,23,30,100.0,53.33333333333334,1170.8496399479106,nT
B,pos-off,Bz,7,23,30,100.0,53.33333333333334,-3400.1337029476804,nT
B,neg-off,Bx,7,23,30,100.0,53.33333333333334,840.7535403948932,nT
B,neg-off,By,7,23,30,100.0,53.33333333333334,-2622.5892193461746,nT
B,neg-off,Bz,7,23,30,100.0,53.33333333333334,4812.931441927116,nT
B,pos-off,Bx,936,24,0,-100.0,60.0,1023.2155187865026,nT
B,pos-off,By,936,24,0,-100.0,60.0,1412.255775965241,nT
B,pos-off,Bz,936,24,0,-100.0,60.0,2048.2141862144736,nT
B,neg-off,Bx,936,24,0,-100.0,60.0,-562.8369286961056,nT
B,neg-off,By,936,24,0,-100.0,60.0,-1757.775279951484,nT
B,neg-off,Bz,936,24,0,-100.0,60.0,-1746.7837715205517,nT
B,pos-off,Bx,923,24,1,-93.33333333333333,60.0,1045.4419554053936,nT
B,pos-off,By,923,24,1,-93.33333333333333,60.0,1831.9553426583386,nT
B,pos-off,Bz,923,24,1,-93.33333333333333,60.0,2352.3729799715593,nT
B,neg-off,Bx,923,24,1,-93.33333333333333,60.0,-826.565404805688,nT
B,neg-off,By,923,24,1,-93.33333333333333,60.0,-2069.4694333694392,nT
B,neg-off,Bz,923,24,1,-93.33333333333333,60.0,-1889.0947819029282,nT
B,pos-off,Bx,874,24,2,-86.66666666666667,60.0,887.7839861789001,nT
B,pos-off,By,874,24,2,-86.66666666666667,60.0,1315.5305941004274,nT
B,pos-off,Bz,874,24,2,-86.66666666666667,60.0,1801.0341024368136,nT
B,neg-off,Bx,874,24,2,-86.66666666666667,60.0,-328.1189119090754,nT
B,neg-off,By,874,24,2,-86.66666666666667,60.0,-992.2999114230702,nT
B,neg-off,Bz,874,24,2,-86.66666666666667,60.0,-1279.7756298284396,nT
B,pos-off,Bx,861,24,3,-80.0,60.0,937.3396742094369,nT
B,pos-off,By,861,24,3,-80.0,60.0,1707.6180816533986,nT
B,pos-off,Bz,861,24,3,-80.0,60.0,2364.861121380216,nT
B,neg-off,Bx,861,24,3,-80.0,60.0,-666.9647668699998,nT
B,neg-off,By,861,24,3,-80.0,60.0,-2192.3890371807925,nT
B,neg-off,Bz,861,24,3,-80.0,60.0,-2060.0249785061924,nT
B,pos-off,Bx,812,24,4,-73.33333333333333,60.0,777.6638644940061,nT
B,pos-off,By,812,24,4,-73.33333333333333,60.0,1165.0757176339782,nT
B,pos-off,Bz,812,24,4,-73.33333333333333,60.0,1460.8194329657836,nT
B,neg-off,Bx,812,24,4,-73.33333333333333,60.0,-272.12826892172666,nT
B,neg-off,By,812,24,4,-73.33333333333333,60.0,-1159.1387581961505,nT
B,neg-off,Bz,812,24,4,-73.33333333333333,60.0,-1346.986901638503,nT
B,pos-off,Bx,799,24,5,-66.66666666666666,60.0,1081.2881563748297,nT
B,pos-off,By,799,24,5,-66.66666666666666,60.0,1843.6265627921168,nT
B,pos-off,Bz,799,24,5,-66.66666666666666,60.0,2388.7945415296667,nT
B,neg-off,Bx,799,24,5,-66.66666666666666,60.0,-648.3195261407569,nT
B,neg-off,By,799,24,5,-66.66666666666666,60.0,-2169.684905234303,nT
B,neg-off,Bz,799,24,5,-66.66666666666666,60.0,-2429.0361284390474,nT
B,pos-off,Bx,750,24,6,-60.0,60.0,726.3361006603305,nT
B,pos-off,By,750,24,6,-60.0,60.0,1057.354020626266,nT
B,pos-off,Bz,750,24,6,-60.0,60.0,1280.8472706423306,nT
B,neg-off,Bx,750,24,6,-60.0,60.0,-324.1583019085169,nT
B,neg-off,By,750,24,6,-60.0,60.0,-1105.5604136997467,nT
B,neg-off,Bz,750,24,6,-60.0,60.0,-1412.1958442501268,nT
B,pos-off,Bx,737,24,7,-53.33333333333333,60.0,990.346320614108,nT
B,pos-off,By,737,24,7,-53.33333333333333,60.0,1754.6395368016201,nT
B,pos-off,Bz,737,24,7,-53.33333333333333,60.0,2380.044818039987,nT
B,neg-off,Bx,737,24,7,-53.33333333333333,60.0,-1076.4468223192268,nT
B,neg-off,By,737,24,7,-53.33333333333333,60.0,-2212.5532798497607,nT
B,neg-off,Bz,737,24,7,-53.33333333333333,60.0,-2489.0960901899866,nT
B,pos-off,Bx,688,24,8,-46.666666666666664,60.0,544.8184730904732,nT
B,pos-off,By,688,24,8,-46.666666666666664,60.0,756.4052916087353,nT
B,pos-off,Bz,688,24,8,-46.666666666666664,60.0,865.8811973843013,nT
B,neg-off,Bx,688,24,8,-46.666666666666664,60.0,-341.6946573581224,nT
B,neg-off,By,688,24,8,-46.666666666666664,60.0,-943.9992422565034,nT
B,neg-off,Bz,688,24,8,-46.666666666666664,60.0,-1194.3925678718917,nT
B,pos-off,Bx,675,24,9,-40.0,60.0,654.6436303802619,nT
B,pos-off,By,675,24,9,-40.0,60.0,1423.20225672789,nT
B,pos-off,Bz,675,24,9,-40.0,60.0,1846.726375446021,nT
B,neg-off,Bx,675,24,9,-40.0,60.0,-841.3341022045953,nT
B,neg-off,By,675,24,9,-40.0,60.0,-1877.9456534124747,nT
B,neg-off,Bz,675,24,9,-40.0,60.0,-2257.4919792732517,nT
B,pos-off,Bx,626,24,10,-33.33333333333333,60.0,528.6529441619035,nT
B,pos-off,By,626,24,10,-33.33333333333333,60.0,925.1585272307956,nT
B,pos-off,Bz,626,24,10,-33.33333333333333,60.0,1095.6164459590875,nT
B,neg-off,Bx,626,24,10,-33.33333333333333,60.0,-746.4068183359676,nT
B,neg-off,By,626,24,10,-33.33333333333333,60.0,-1327.6585987191736,nT
B,neg-off,Bz,626,24,10,-33.33333333333333,60.0,-1559.914780234614,nT
B,pos-off,Bx,613,24,11,-26.666666666666657,60.0,676.9866417668444,nT
B,pos-off,By,613,24,11,-26.666666666666657,60.0,1351.2638757785073,nT
B,pos-off,Bz,613,24,11,-26.666666666666657,60.0,1617.653620741794,nT
B,neg-off,Bx,613,24,11,-26.666666666666657,60.0,-762.3097334055407,nT
B,neg-off,By,613,24,11,-26.666666666666657,60.0,-1669.5848920538633,nT
B,neg-off,Bz,613,24,11,-26.666666666666657,60.0,-2075.1547154348,nT
B,pos-off,Bx,564,24,12,-20.0,60.0,1543.050861921758,nT
B,pos-off,By,564,24,12,-20.0,60.0,2179.4742937833635,nT
B,pos-off,Bz,564,24,12,-20.0,60.0,2354.7035175368146,nT
B,neg-off,Bx,564,24,12,-20.0,60.0,-1718.129299768548,nT
B,neg-off,By,564,24,12,-20.0,60.0,-3678.0788431837386,nT
B,neg-off,Bz,564,24,12,-20.0,60.0,-3483.268747955961,nT
B,pos-off,Bx,551,24,13,-13.333333333333329,60.0,896.4644912899026,nT
B,pos-off,By,551,24,13,-13.333333333333329,60.0,2255.5019563246524,nT
B,pos-off,Bz,551,24,13,-13.333333333333329,60.0,2253.557570560591,nT
B,neg-off,Bx,551,24,13,-13.333333333333329,60.0,-1491.8126947925787,nT
B,neg-off,By,551,24,13,-13.333333333333329,60.0,-2196.0154735618935,nT
B,neg-off,Bz,551,24,13,-13.333333333333329,60.0,-2127.8710760484514,nT
B,pos-off,Bx,502,24,14,-6.666666666666657,60.0,3125.9506008699127,nT
B,pos-off,By,502,24,14,-6.666666666666657,60.0,6739.14891140023,nT
B,pos-off,Bz,502,24,14,-6.666666666666657,60.0,5271.753877729578,nT
B,neg-off,Bx,502,24,14,-6.666666666666657,60.0,-3529.521827565304,nT
B,neg-off,By,502,24,14,-6.666666666666657,60.0,-7451.334837387653,nT
B,neg-off,Bz,502,24,14,-6.666666666666657,60.0,-5365.019048623568,nT
B,pos-off,Bx,489,24,15,0.0,60.0,2123.867181398565,nT
B,pos-off,By,489,24,15,0.0,60.0,7271.005736986634,nT
B,pos-off,Bz,489,24,15,0.0,60.0,4551.914779828237,nT
B,neg-off,Bx,489,24,15,0.0,60.0,-2340.9355267089386,nT
B,neg-off,By,489,24,15,0.0,60.0,-3840.190874824474,nT
B,neg-off,Bz,489,24,15,0.0,60.0,-718.2040018448663,nT
B,pos-off,Bx,440,24,16,6.666666666666671,60.0,3370.764645865376,nT
B,pos-off,By,440,24,16,6.666666666666671,60.0,12296.487194757245,nT
B,pos-off,Bz,440,24,16,6.666666666666671,60.0,7821.507455385269,nT
B,neg-off,Bx,440,24,16,6.666666666666671,60.0,-3746.939611362206,nT
B,neg-off,By,440,24,16,6.666666666666671,60.0,-12204.547867894114,nT
B,neg-off,Bz,440,24,16,6.666666666666671,60.0,-5961.647769523864,nT
B,pos-off,Bx,427,24,17,13.333333333333343,60.0,2626.3162703907,nT
B,pos-off,By,427,24,17,13.333333333333343,60.0,15467.38166673746,nT
B,pos-off,Bz,427,24,17,13.333333333333343,60.0,7824.829090115901,nT
B,neg-off,Bx,427,24,17,13.333333333333343,60.0,-2295.580168461612,nT
B,neg-off,By,427,24,17,13.333333333333343,60.0,-7273.465045622158,nT
B,neg-off,Bz,427,24,17,13.333333333333343,60.0,1243.4996169283586,nT
B,pos-off,Bx,378,24,18,20.0,60.0,2178.755820234547,nT
B,pos-off,By,378,24,18,20.0,60.0,16093.741605238147,nT
B,pos-off,Bz,378,24,18,20.0,60.0,8009.265579720201,nT
B,neg-off,Bx,378,24,18,20.0,60.0,-2554.445871166487,nT
B,neg-off,By,378,24,18,20.0,60.0,-15993.531325094971,nT
B,neg-off,Bz,378,24,18,20.0,60.0,-5134.682016656616,nT
B,pos-off,Bx,365,24,19,26.66666666666667,60.0,686.9590261367616,nT
B,pos-off,By,365,24,19,26.66666666666667,60.0,17365.917965983896,nT
B,pos-off,Bz,365,24,19,26.66666666666667,60.0,7057.778788243817,nT
B,neg-off,Bx,365,24,19,26.66666666666667,60.0,-1156.31742644381,nT
B,neg-off,By,365,24,19,26.66666666666667,60.0,-11318.155633245295,nT
B,neg-off,Bz,365,24,19,26.66666666666667,60.0,1357.5520376095933,nT
B,pos-off,Bx,316,24,20,33.33333333333334,60.0,-420.0308493272245,nT
B,pos-off,By,316,24,20,33.33333333333334,60.0,11908.995480525567,nT
B,pos-off,Bz,316,24,20,33.33333333333334,60.0,3374.6345328964326,nT
B,neg-off,Bx,316,24,20,33.33333333333334,60.0,-142.36043093242552,nT
B,neg-off,By,316,24,20,33.33333333333334,60.0,-12367.822638450103,nT
B,neg-off,Bz,316,24,20,33.33333333333334,60.0,-529.5799566477168,nT
B,pos-off,Bx,303,24,21,40.0,60.0,-2059.438801616133,nT
B,pos-off,By,303,24,21,40.0,60.0,10516.900863020985,nT
B,pos-off,Bz,303,24,21,40.0,60.0,1359.0551621652303,nT
B,neg-off,Bx,303,24,21,40.0,60.0,1240.1144067233008,nT
B,neg-off,By,303,24,21,40.0,60.0,-11092.915744487176,nT
B,neg-off,Bz,303,24,21,40.0,60.0,2008.234718598399,nT
B,pos-off,Bx,254,24,22,46.666666666666686,60.0,-2255.8272071391266,nT
B,pos-off,By,254,24,22,46.666666666666686,60.0,5115.79188201985,nT
B,pos-off,Bz,254,24,22,46.666666666666686,60.0,-2236.2167644214855,nT
B,neg-off,Bx,254,24,22,46.666666666666686,60.0,1321.0135432807542,nT
B,neg-off,By,254,24,22,46.666666666666686,60.0,-7761.293865869976,nT
B,neg-off,Bz,254,24,22,46.666666666666686,60.0,3084.330752911572,nT
B,pos-off,Bx,241,24,23,53.33333333333334,60.0,-3097.6347088282932,nT
B,pos-off,By,241,24,23,53.33333333333334,60.0,4007.703215437059,nT
B,pos-off,Bz,241,24,23,53.33333333333334,60.0,-3558.9741002927412,nT
B,neg-off,Bx,241,24,23,53.33333333333334,60.0,2052.122584742617,nT
B,neg-off,By,241,24,23,53.33333333333334,60.0,-6892.152195129669,nT
B,neg-off,Bz,241,24,23,53.33333333333334,60.0,4418.427850194106,nT
B,pos-off,Bx,192,24,24,60.0,60.0,-2195.947436889521,nT
B,pos-off,By,192,24,24,60.0,60.0,2375.4321521385737,nT
B,pos-off,Bz,192,24,24,60.0,60.0,-4091.0633928771904,nT
B,neg-off,Bx,192,24,24,60.0,60.0,1586.2276481466804,nT
B,neg-off,By,192,24,24,60.0,60.0,-4270.491769200039,nT
B,neg-off,Bz,192,24,24,60.0,60.0,4708.19058273078,nT
B,pos-off,Bx,179,24,25,66.66666666666669,60.0,-2703.3397707241497,nT
B,pos-off,By,179,24,25,66.66666666666669,60.0,1775.778322832322,nT
B,pos-off,Bz,179,24,25,66.66666666666669,60.0,-4333.281664244408,nT
B,neg-off,Bx,179,24,25,66.66666666666669,60.0,1894.997879435209,nT
B,neg-off,By,179,24,25,66.66666666666669,60.0,-3842.1884290376147,nT
B,neg-off,Bz,179,24,25,66.66666666666669,60.0,5586.502923472086,nT
B,pos-off,Bx,130,24,26,73.33333333333334,60.0,-1898.999454180035,nT
B,pos-off,By,130,24,26,73.33333333333334,60.0,1341.3822379869252,nT
B,pos-off,Bz,130,24,26,73.33333333333334,60.0,-4075.1689443227897,nT
B,neg-off,Bx,130,24,26,73.33333333333334,60.0,1447.2424948905716,nT
B,neg-off,By,130,24,26,73.33333333333334,60.0,-2912.6041801068372,nT
B,neg-off,Bz,130,24,26,73.33333333333334,60.0,4987.3050466976165,nT
B,pos-off,Bx,117,24,27,80.0,60.0,-1942.9835624270524,nT
B,pos-off,By,117,24,27,80.0,60.0,1039.9569693066994,nT
B,pos-off,Bz,117,24,27,80.0,60.0,-4058.4687201418915,nT
B,neg-off,Bx,117,24,27,80.0,60.0,1915.0472319866756,nT
B,neg-off,By,117,24,27,80.0,60.0,-2422.629888774753,nT
B,neg-off,Bz,117,24,27,80.0,60.0,4957.231952940259,nT
B,pos-off,Bx,68,24,28,86.66666666666669,60.0,-816.3973910061229,nT
B,pos-off,By,68,24,28,86.66666666666669,60.0,990.7229843155555,nT
