record_type,phase,component,pixel,row,col,x_um,y_um,value_nT,unit
B,pos-off,By,655,4,9,-40.0,-73.33333333333333,4428.253326438868,nT
B,pos-off,Bz,655,4,9,-40.0,-73.33333333333333,5445.978433532345,nT
B,neg-off,Bx,655,4,9,-40.0,-73.33333333333333,-4253.724336812263,nT
B,neg-off,By,655,4,9,-40.0,-73.33333333333333,-12283.333521878878,nT
B,neg-off,Bz,655,4,9,-40.0,-73.33333333333333,-11175.321742654975,nT
B,pos-off,Bx,646,4,10,-33.33333333333333,-73.33333333333333,1950.3790819146466,nT
B,pos-off,By,646,4,10,-33.33333333333333,-73.33333333333333,5192.470425365884,nT
B,pos-off,Bz,646,4,10,-33.33333333333333,-73.33333333333333,5864.862300213411,nT
B,neg-off,Bx,646,4,10,-33.33333333333333,-73.33333333333333,-3366.743598240174,nT
B,neg-off,By,646,4,10,-33.33333333333333,-73.33333333333333,-14936.746813327967,nT
B,neg-off,Bz,646,4,10,-33.33333333333333,-73.33333333333333,-12079.689157218734,nT
B,pos-off,Bx,593,4,11,-26.666666666666657,-73.33333333333333,2822.9743470377257,nT
B,pos-off,By,593,4,11,-26.666666666666657,-73.33333333333333,5813.376553301167,nT
B,pos-off,Bz,593,4,11,-26.666666666666657,-73.33333333333333,6182.697416304098,nT
B,neg-off,Bx,593,4,11,-26.666666666666657,-73.33333333333333,-5021.365746816004,nT
B,neg-off,By,593,4,11,-26.666666666666657,-73.33333333333333,-17710.911318150414,nT
B,neg-off,Bz,593,4,11,-26.666666666666657,-73.33333333333333,-14460.020491772166,nT
B,pos-off,Bx,584,4,12,-20.0,-73.33333333333333,2593.1395651810603,nT
B,pos-off,By,584,4,12,-20.0,-73.33333333333333,8062.273583362861,nT
B,pos-off,Bz,584,4,12,-20.0,-73.33333333333333,6595.4625143107605,nT
B,neg-off,Bx,584,4,12,-20.0,-73.33333333333333,-3793.7659756703965,nT
B,neg-off,By,584,4,12,-20.0,-73.33333333333333,-21072.884333023485,nT
B,neg-off,Bz,584,4,12,-20.0,-73.33333333333333,-13043.946573843128,nT
B,pos-off,Bx,531,4,13,-13.333333333333329,-73.33333333333333,3276.1645992254535,nT
B,pos-off,By,531,4,13,-13.333333333333329,-73.33333333333333,9614.570091417932,nT
B,pos-off,Bz,531,4,13,-13.333333333333329,-73.33333333333333,7000.255314308156,nT
B,neg-off,Bx,531,4,13,-13.333333333333329,-73.33333333333333,-5413.299618238029,nT
B,neg-off,By,531,4,13,-13.333333333333329,-73.33333333333333,-25238.960675944483,nT
B,neg-off,Bz,531,4,13,-13.333333333333329,-73.33333333333333,-15871.337386448584,nT
B,pos-off,Bx,522,4,14,-6.666666666666657,-73.33333333333333,3052.112903542049,nT
B,pos-off,By,522,4,14,-6.666666666666657,-73.33333333333333,11681.1586084353,nT
B,pos-off,Bz,522,4,14,-6.666666666666657,-73.33333333333333,6394.895671381952,nT
B,neg-off,Bx,522,4,14,-6.666666666666657,-73.33333333333333,-4325.985696681308,nT
B,neg-off,By,522,4,14,-6.666666666666657,-73.33333333333333,-25572.751154687463,nT
B,neg-off,Bz,522,4,14,-6.666666666666657,-73.33333333333333,-11579.293461044579,nT
B,pos-off,Bx,469,4,15,0.0,-73.33333333333333,3566.485750265119,nT
B,pos-off,By,469,4,15,0.0,-73.33333333333333,13332.886806700277,nT
B,pos-off,Bz,469,4,15,0.0,-73.33333333333333,6874.467621653289,nT
B,neg-off,Bx,469,4,15,0.0,-73.33333333333333,-5157.378990472517,nT
B,neg-off,By,469,4,15,0.0,-73.33333333333333,-29333.62150835274,nT
B,neg-off,Bz,469,4,15,0.0,-73.33333333333333,-14141.471640207657,nT
B,pos-off,Bx,460,4,16,6.666666666666671,-73.33333333333333,1653.1466147164786,nT
B,pos-off,By,460,4,16,6.666666666666671,-73.33333333333333,11629.768453656765,nT
B,pos-off,Bz,460,4,16,6.666666666666671,-73.33333333333333,4008.1086912298483,nT
B,neg-off,Bx,460,4,16,6.666666666666671,-73.33333333333333,-3025.3700213950724,nT
B,neg-off,By,460,4,16,6.666666666666671,-73.33333333333333,-21345.818422972625,nT
B,neg-off,Bz,460,4,16,6.666666666666671,-73.33333333333333,-5683.224987823324,nT
B,pos-off,Bx,407,4,17,13.333333333333343,-73.33333333333333,1496.276779474375,nT
B,pos-off,By,407,4,17,13.333333333333343,-73.33333333333333,12325.026715819347,nT
B,pos-off,Bz,407,4,17,13.333333333333343,-73.33333333333333,4035.2072802076627,nT
B,neg-off,Bx,407,4,17,13.333333333333343,-73.33333333333333,-2999.6958229759807,nT
B,neg-off,By,407,4,17,13.333333333333343,-73.33333333333333,-22363.97116776432,nT
B,neg-off,Bz,407,4,17,13.333333333333343,-73.33333333333333,-6533.793835611532,nT
B,pos-off,Bx,398,4,18,20.0,-73.33333333333333,540.4298844314487,nT
B,pos-off,By,398,4,18,20.0,-73.33333333333333,6960.339441583651,nT
B,pos-off,Bz,398,4,18,20.0,-73.33333333333333,-10.193859958126467,nT
B,neg-off,Bx,398,4,18,20.0,-73.33333333333333,-1850.9553303333234,nT
B,neg-off,By,398,4,18,20.0,-73.33333333333333,-11641.129072122767,nT
B,neg-off,Bz,398,4,18,20.0,-73.33333333333333,656.7928514452803,nT
B,pos-off,Bx,345,4,19,26.66666666666667,-73.33333333333333,140.48457368077632,nT
B,pos-off,By,345,4,19,26.66666666666667,-73.33333333333333,7185.0188735260035,nT
B,pos-off,Bz,345,4,19,26.66666666666667,-73.33333333333333,-666.8009495941644,nT
B,neg-off,Bx,345,4,19,26.66666666666667,-73.33333333333333,-1430.666523829475,nT
B,neg-off,By,345,4,19,26.66666666666667,-73.33333333333333,-10892.569605041987,nT
B,neg-off,Bz,345,4,19,26.66666666666667,-73.33333333333333,1716.0464730538629,nT
B,pos-off,Bx,336,4,20,33.33333333333334,-73.33333333333333,410.8720503963604,nT
B,pos-off,By,336,4,20,33.33333333333334,-73.33333333333333,3385.9543030211785,nT
B,pos-off,Bz,336,4,20,33.33333333333334,-73.33333333333333,-2021.2472169223263,nT
B,neg-off,Bx,336,4,20,33.33333333333334,-73.33333333333333,-1231.7858113897128,nT
B,neg-off,By,336,4,20,33.33333333333334,-73.33333333333333,-5868.581948542303,nT
B,neg-off,Bz,336,4,20,33.33333333333334,-73.33333333333333,3009.3019026964093,nT
B,pos-off,Bx,283,4,21,40.0,-73.33333333333333,-325.1405683746249,nT
B,pos-off,By,283,4,21,40.0,-73.33333333333333,3428.9873252775033,nT
B,pos-off,Bz,283,4,21,40.0,-73.33333333333333,-3221.1089060322533,nT
B,neg-off,Bx,283,4,21,40.0,-73.33333333333333,-778.1470051043823,nT
B,neg-off,By,283,4,21,40.0,-73.33333333333333,-6327.072551050584,nT
B,neg-off,Bz,283,4,21,40.0,-73.33333333333333,4555.778946089896,nT
B,pos-off,Bx,274,4,22,46.666666666666686,-73.33333333333333,273.64473155268973,nT
B,pos-off,By,274,4,22,46.666666666666686,-73.33333333333333,1720.9784320412625,nT
B,pos-off,Bz,274,4,22,46.666666666666686,-73.33333333333333,-1067.0004572826408,nT
B,neg-off,Bx,274,4,22,46.666666666666686,-73.33333333333333,-797.4511256207427,nT
B,neg-off,By,274,4,22,46.666666666666686,-73.33333333333333,-3080.156669281366,nT
B,neg-off,Bz,274,4,22,46.666666666666686,-73.33333333333333,1451.5944144532782,nT
B,pos-off,Bx,221,4,23,53.33333333333334,-73.33333333333333,-140.86946095097423,nT
B,pos-off,By,221,4,23,53.33333333333334,-73.33333333333333,2030.8177659381497,nT
B,pos-off,Bz,221,4,23,53.33333333333334,-73.33333333333333,-3167.634145850597,nT
B,neg-off,Bx,221,4,23,53.33333333333334,-73.33333333333333,-513.3301147417333,nT
B,neg-off,By,221,4,23,53.33333333333334,-73.33333333333333,-3948.2080875550178,nT
B,neg-off,Bz,221,4,23,53.33333333333334,-73.33333333333333,4108.514839625282,nT
B,pos-off,Bx,212,4,24,60.0,-73.33333333333333,443.4429444069424,nT
B,pos-off,By,212,4,24,60.0,-73.33333333333333,917.7915711893016,nT
B,pos-off,Bz,212,4,24,60.0,-73.33333333333333,-819.5405249304781,nT
B,neg-off,Bx,212,4,24,60.0,-73.33333333333333,-663.7169366199147,nT
B,neg-off,By,212,4,24,60.0,-73.33333333333333,-1644.491866742457,nT
B,neg-off,Bz,212,4,24,60.0,-73.33333333333333,922.4419067574934,nT
B,pos-off,Bx,159,4,25,66.66666666666669,-73.33333333333333,399.99992285355694,nT
B,pos-off,By,159,4,25,66.66666666666669,-73.33333333333333,1193.4905158005356,nT
B,pos-off,Bz,159,4,25,66.66666666666669,-73.33333333333333,-1876.1174519256515,nT
B,neg-off,Bx,159,4,25,66.66666666666669,-73.33333333333333,-602.8369313357794,nT
B,neg-off,By,159,4,25,66.66666666666669,-73.33333333333333,-2133.942084980111,nT
B,neg-off,Bz,159,4,25,66.66666666666669,-73.33333333333333,2265.5398470173036,nT
B,pos-off,Bx,150,4,26,73.33333333333334,-73.33333333333333,153.93304986729012,nT
B,pos-off,By,150,4,26,73.33333333333334,-73.33333333333333,572.8955584562895,nT
B,pos-off,Bz,150,4,26,73.33333333333334,-73.33333333333333,-1094.1454517939303,nT
B,neg-off,Bx,150,4,26,73.33333333333334,-73.33333333333333,-264.878788542067,nT
B,neg-off,By,150,4,26,73.33333333333334,-73.33333333333333,-1300.2073790603736,nT
B,neg-off,Bz,150,4,26,73.33333333333334,-73.33333333333333,1281.4542439875363,nT
B,pos-off,Bx,97,4,27,80.0,-73.33333333333333,418.89343117371016,nT
B,pos-off,By,97,4,27,80.0,-73.33333333333333,693.2724178361262,nT
B,pos-off,Bz,97,4,27,80.0,-73.33333333333333,-1061.9660482011295,nT
B,neg-off,Bx,97,4,27,80.0,-73.33333333333333,-74.0498877142049,nT
B,neg-off,By,97,4,27,80.0,-73.33333333333333,-1286.5095570116803,nT
B,neg-off,Bz,97,4,27,80.0,-73.33333333333333,1301.0396433755234,nT
B,pos-off,Bx,88,4,28,86.66666666666669,-73.33333333333333,44.03675279574538,nT
B,pos-off,By,88,4,28,86.66666666666669,-73.33333333333333,281.2358910455238,nT
B,pos-off,Bz,88,4,28,86.66666666666669,-73.33333333333333,-1405.2849396523395,nT
B,neg-off,Bx,88,4,28,86.66666666666669,-73.33333333333333,-95.40796598015518,nT
B,neg-off,By,88,4,28,86.66666666666669,-73.33333333333333,-1051.4208618253774,nT
B,neg-off,Bz,88,4,28,86.66666666666669,-73.33333333333333,1747.6528633507644,nT
B,pos-off,Bx,35,4,29,93.33333333333334,-73.33333333333333,555.0542096108451,nT
B,pos-off,By,35,4,29,93.33333333333334,-73.33333333333333,291.92893772447474,nT
B,pos-off,Bz,35,4,29,93.33333333333334,-73.33333333333333,-1055.3892278992366,nT
B,neg-off,Bx,35,4,29,93.33333333333334,-73.33333333333333,194.38228714107717,nT
B,neg-off,By,35,4,29,93.33333333333334,-73.33333333333333,-897.8710981331554,nT
B,neg-off,Bz,35,4,29,93.33333333333334,-73.33333333333333,1170.6980042928672,nT
B,pos-off,Bx,26,4,30,100.0,-73.33333333333333,31.041444343467944,nT
B,pos-off,By,26,4,30,100.0,-73.33333333333333,-44.4356317200255,nT
B,pos-off,Bz,26,4,30,100.0,-73.33333333333333,-1338.716416162137,nT
B,neg-off,Bx,26,4,30,100.0,-73.33333333333333,217.93533489888563,nT
B,neg-off,By,26,4,30,100.0,-73.33333333333333,-712.0877423850458,nT
B,neg-off,Bz,26,4,30,100.0,-73.33333333333333,1565.9392347391358,nT
B,pos-off,Bx,955,5,0,-100.0,-66.66666666666666,1542.2663379582812,nT
B,pos-off,By,955,5,0,-100.0,-66.66666666666666,2958.0046206842976,nT
B,pos-off,Bz,955,5,0,-100.0,-66.66666666666666,3313.418973418211,nT
B,neg-off,Bx,955,5,0,-100.0,-66.66666666666666,-1797.9803676445304,nT
B,neg-off,By,955,5,0,-100.0,-66.66666666666666,-4650.804040630423,nT
B,neg-off,Bz,955,5,0,-100.0,-66.66666666666666,-4601.501520871692,nT
B,pos-off,Bx,904,5,1,-93.33333333333333,-66.66666666666666,1466.8496329423128,nT
B,pos-off,By,904,5,1,-93.33333333333333,-66.66666666666666,4043.952620661969,nT
B,pos-off,Bz,904,5,1,-93.33333333333333,-66.66666666666666,3963.4817561415302,nT
B,neg-off,Bx,904,5,1,-93.33333333333333,-66.66666666666666,-1969.263018990833,nT
B,neg-off,By,904,5,1,-93.33333333333333,-66.66666666666666,-6017.21880617823,nT
B,neg-off,Bz,904,5,1,-93.33333333333333,-66.66666666666666,-5239.384521025535,nT
B,pos-off,Bx,893,5,2,-86.66666666666667,-66.66666666666666,1214.031203930208,nT
B,pos-off,By,893,5,2,-86.66666666666667,-66.66666666666666,2747.2671447459275,nT
B,pos-off,Bz,893,5,2,-86.66666666666667,-66.66666666666666,3167.79770374857,nT
B,neg-off,Bx,893,5,2,-86.66666666666667,-66.66666666666666,-1756.7457702069164,nT
B,neg-off,By,893,5,2,-86.66666666666667,-66.66666666666666,-5027.581956507962,nT
B,neg-off,Bz,893,5,2,-86.66666666666667,-66.66666666666666,-4701.442566407159,nT
B,pos-off,Bx,842,5,3,-80.0,-66.66666666666666,1296.6924359050113,nT
B,pos-off,By,842,5,3,-80.0,-66.66666666666666,3257.4269765070453,nT
B,pos-off,Bz,842,5,3,-80.0,-66.66666666666666,3282.2769277380094,nT
B,neg-off,Bx,842,5,3,-80.0,-66.66666666666666,-1635.5458264996028,nT
B,neg-off,By,842,5,3,-80.0,-66.66666666666666,-5482.223742951,nT
B,neg-off,Bz,842,5,3,-80.0,-66.66666666666666,-4854.669154481108,nT
B,pos-off,Bx,831,5,4,-73.33333333333333,-66.66666666666666,1217.413039622503,nT
B,pos-off,By,831,5,4,-73.33333333333333,-66.66666666666666,2883.289433345376,nT
B,pos-off,Bz,831,5,4,-73.33333333333333,-66.66666666666666,3531.4742781866516,nT
B,neg-off,Bx,831,5,4,-73.33333333333333,-66.66666666666666,-2116.217937733562,nT
B,neg-off,By,831,5,4,-73.33333333333333,-66.66666666666666,-5336.486448823188,nT
B,neg-off,Bz,831,5,4,-73.33333333333333,-66.66666666666666,-5390.2465327386235,nT
B,pos-off,Bx,780,5,5,-66.66666666666666,-66.66666666666666,1851.2554325841347,nT
B,pos-off,By,780,5,5,-66.66666666666666,-66.66666666666666,3772.269522398812,nT
B,pos-off,Bz,780,5,5,-66.66666666666666,-66.66666666666666,4430.882850720379,nT
B,neg-off,Bx,780,5,5,-66.66666666666666,-66.66666666666666,-2457.8114165074926,nT
B,neg-off,By,780,5,5,-66.66666666666666,-66.66666666666666,-7207.853860064287,nT
B,neg-off,Bz,780,5,5,-66.66666666666666,-66.66666666666666,-6899.060273402781,nT
B,pos-off,Bx,769,5,6,-60.0,-66.66666666666666,1565.8703999052639,nT
B,pos-off,By,769,5,6,-60.0,-66.66666666666666,3584.527121994765,nT
B,pos-off,Bz,769,5,6,-60.0,-66.66666666666666,4511.5417581928,nT
B,neg-off,Bx,769,5,6,-60.0,-66.66666666666666,-2913.6667822386153,nT
B,neg-off,By,769,5,6,-60.0,-66.66666666666666,-7742.090116768337,nT
B,neg-off,Bz,769,5,6,-60.0,-66.66666666666666,-7786.397976006278,nT
B,pos-off,Bx,718,5,7,-53.33333333333333,-66.66666666666666,2014.9087849900063,nT
B,pos-off,By,718,5,7,-53.33333333333333,-66.66666666666666,3859.7216335950707,nT
B,pos-off,Bz,718,5,7,-53.33333333333333,-66.66666666666666,4826.272529737648,nT
B,neg-off,Bx,718,5,7,-53.33333333333333,-66.66666666666666,-3240.550306681714,nT
B,neg-off,By,718,5,7,-53.33333333333333,-66.66666666666666,-8802.717769605206,nT
B,neg-off,Bz,718,5,7,-53.33333333333333,-66.66666666666666,-8616.15060908729,nT
B,pos-off,Bx,707,5,8,-46.666666666666664,-66.66666666666666,1634.4283103864052,nT
B,pos-off,By,707,5,8,-46.666666666666664,-66.66666666666666,4019.002181203199,nT
B,pos-off,Bz,707,5,8,-46.666666666666664,-66.66666666666666,4992.481919417881,nT
B,neg-off,Bx,707,5,8,-46.666666666666664,-66.66666666666666,-3097.11770801966,nT
B,neg-off,By,707,5,8,-46.666666666666664,-66.66666666666666,-10344.578528040402,nT
B,neg-off,Bz,707,5,8,-46.666666666666664,-66.66666666666666,-9753.1364302819,nT
B,pos-off,Bx,656,5,9,-40.0,-66.66666666666666,2469.300935964661,nT
B,pos-off,By,656,5,9,-40.0,-66.66666666666666,4564.6635843705135,nT
B,pos-off,Bz,656,5,9,-40.0,-66.66666666666666,5769.4361086764775,nT
B,neg-off,Bx,656,5,9,-40.0,-66.66666666666666,-4590.459307490404,nT
B,neg-off,By,656,5,9,-40.0,-66.66666666666666,-11944.999630796416,nT
B,neg-off,Bz,656,5,9,-40.0,-66.66666666666666,-11393.938221961873,nT
B,pos-off,Bx,645,5,10,-33.33333333333333,-66.66666666666666,1928.053579511386,nT
B,pos-off,By,645,5,10,-33.33333333333333,-66.66666666666666,5106.01439317802,nT
B,pos-off,Bz,645,5,10,-33.33333333333333,-66.66666666666666,5741.81659604944,nT
B,neg-off,Bx,645,5,10,-33.33333333333333,-66.66666666666666,-3356.7909964045966,nT
B,neg-off,By,645,5,10,-33.33333333333333,-66.66666666666666,-14610.175694685562,nT
B,neg-off,Bz,645,5,10,-33.33333333333333,-66.66666666666666,-12068.870592857202,nT
B,pos-off,Bx,594,5,11,-26.666666666666657,-66.66666666666666,2973.6366019928882,nT
B,pos-off,By,594,5,11,-26.666666666666657,-66.66666666666666,5795.482242440069,nT
B,pos-off,Bz,594,5,11,-26.666666666666657,-66.66666666666666,6370.854135343539,nT
B,neg-off,Bx,594,5,11,-26.666666666666657,-66.66666666666666,-5487.196911512275,nT
B,neg-off,By,594,5,11,-26.666666666666657,-66.66666666666666,-16637.59449135178,nT
B,neg-off,Bz,594,5,11,-26.666666666666657,-66.66666666666666,-14070.362773604473,nT
B,pos-off,Bx,583,5,12,-20.0,-66.66666666666666,2754.6438976726513,nT
B,pos-off,By,583,5,12,-20.0,-66.66666666666666,8053.637161797989,nT
B,pos-off,Bz,583,5,12,-20.0,-66.66666666666666,6671.688824639462,nT
B,neg-off,Bx,583,5,12,-20.0,-66.66666666666666,-3988.4980326609225,nT
B,neg-off,By,583,5,12,-20.0,-66.66666666666666,-21764.23189450044,nT
B,neg-off,Bz,583,5,12,-20.0,-66.66666666666666,-13867.258698310352,nT
B,pos-off,Bx,532,5,13,-13.333333333333329,-66.66666666666666,3194.9129461331695,nT
B,pos-off,By,532,5,13,-13.333333333333329,-66.66666666666666,9258.639655866746,nT
B,pos-off,Bz,532,5,13,-13.333333333333329,-66.66666666666666,7137.998181668757,nT
B,neg-off,Bx,532,5,13,-13.333333333333329,-66.66666666666666,-5394.742065484593,nT
B,neg-off,By,532,5,13,-13.333333333333329,-66.66666666666666,-24199.039110595997,nT
B,neg-off,Bz,532,5,13,-13.333333333333329,-66.66666666666666,-15698.164050097874,nT
B,pos-off,Bx,521,5,14,-6.666666666666657,-66.66666666666666,3149.7128256285737,nT
B,pos-off,By,521,5,14,-6.666666666666657,-66.66666666666666,11682.715314885978,nT
B,pos-off,Bz,521,5,14,-6.666666666666657,-66.66666666666666,6709.153318494523,nT
B,neg-off,Bx,521,5,14,-6.666666666666657,-66.66666666666666,-4395.902596795689,nT
B,neg-off,By,521,5,14,-6.666666666666657,-66.66666666666666,-25669.2752808364,nT
B,neg-off,Bz,521,5,14,-6.666666666666657,-66.66666666666666,-12266.225857546191,nT
B,pos-off,Bx,470,5,15,0.0,-66.66666666666666,4414.275143226642,nT
B,pos-off,By,470,5,15,0.0,-66.66666666666666,13433.715457780392,nT
B,pos-off,Bz,470,5,15,0.0,-66.66666666666666,7031.308350841703,nT
B,neg-off,Bx,470,5,15,0.0,-66.66666666666666,-5811.85041251144,nT
B,neg-off,By,470,5,15,0.0,-66.66666666666666,-29468.22075942515,nT
B,neg-off,Bz,470,5,15,0.0,-66.66666666666666,-14417.17834577475,nT
B,pos-off,Bx,459,5,16,6.666666666666671,-66.66666666666666,1603.2648843333347,nT
B,pos-off,By,459,5,16,6.666666666666671,-66.66666666666666,11789.62544740855,nT
B,pos-off,Bz,459,5,16,6.666666666666671,-66.66666666666666,4268.1877585016255,nT
B,neg-off,Bx,459,5,16,6.666666666666671,-66.66666666666666,-2628.414185317586,nT
B,neg-off,By,459,5,16,6.666666666666671,-66.66666666666666,-21578.230040297763,nT
B,neg-off,Bz,459,5,16,6.666666666666671,-66.66666666666666,-6420.571578826432,nT
B,pos-off,Bx,408,5,17,13.333333333333343,-66.66666666666666,1584.777892266357,nT
B,pos-off,By,408,5,17,13.333333333333343,-66.66666666666666,13083.019751449028,nT
B,pos-off,Bz,408,5,17,13.333333333333343,-66.66666666666666,4696.725697687944,nT
B,neg-off,Bx,408,5,17,13.333333333333343,-66.66666666666666,-2959.8194571488966,nT
B,neg-off,By,408,5,17,13.333333333333343,-66.66666666666666,-23390.4197621119,nT
B,neg-off,Bz,408,5,17,13.333333333333343,-66.66666666666666,-7277.563505722847,nT
B,pos-off,Bx,397,5,18,20.0,-66.66666666666666,471.2257394568598,nT
B,pos-off,By,397,5,18,20.0,-66.66666666666666,7597.745297990038,nT
B,pos-off,Bz,397,5,18,20.0,-66.66666666666666,66.47304414215913,nT
B,neg-off,Bx,397,5,18,20.0,-66.66666666666666,-1907.31693146743,nT
B,neg-off,By,397,5,18,20.0,-66.66666666666666,-12495.97310409661,nT
B,neg-off,Bz,397,5,18,20.0,-66.66666666666666,662.4179169407353,nT
B,pos-off,Bx,346,5,19,26.66666666666667,-66.66666666666666,241.92737283185247,nT
B,pos-off,By,346,5,19,26.66666666666667,-66.66666666666666,7773.67607548647,nT
B,pos-off,Bz,346,5,19,26.66666666666667,-66.66666666666666,-117.28200221711143,nT
B,neg-off,Bx,346,5,19,26.66666666666667,-66.66666666666666,-1597.54927793609,nT
B,neg-off,By,346,5,19,26.66666666666667,-66.66666666666666,-11536.1907378651,nT
B,neg-off,Bz,346,5,19,26.66666666666667,-66.66666666666666,1385.5626816579188,nT
B,pos-off,Bx,335,5,20,33.33333333333334,-66.66666666666666,99.88268718407012,nT
B,pos-off,By,335,5,20,33.33333333333334,-66.66666666666666,3956.5651699086866,nT
B,pos-off,Bz,335,5,20,33.33333333333334,-66.66666666666666,-2570.435778802932,nT
B,neg-off,Bx,335,5,20,33.33333333333334,-66.66666666666666,-1183.7610833359745,nT
B,neg-off,By,335,5,20,33.33333333333334,-66.66666666666666,-6895.135618358721,nT
B,neg-off,Bz,335,5,20,33.33333333333334,-66.66666666666666,3605.8505882146433,nT
B,pos-off,Bx,284,5,21,40.0,-66.66666666666666,-327.51513314271625,nT
B,pos-off,By,284,5,21,40.0,-66.66666666666666,3714.1410855974177,nT
B,pos-off,Bz,284,5,21,40.0,-66.66666666666666,-3275.1856383266945,nT
B,neg-off,Bx,284,5,21,40.0,-66.66666666666666,-680.0399786761941,nT
B,neg-off,By,284,5,21,40.0,-66.66666666666666,-6696.036686058315,nT
B,neg-off,Bz,284,5,21,40.0,-66.66666666666666,4758.800158913287,nT
B,pos-off,Bx,273,5,22,46.666666666666686,-66.66666666666666,186.11826889980205,nT
B,pos-off,By,273,5,22,46.666666666666686,-66.66666666666666,2132.995971001341,nT
B,pos-off,Bz,273,5,22,46.666666666666686,-66.66666666666666,-1799.6436818929808,nT
B,neg-off,Bx,273,5,22,46.666666666666686,-66.66666666666666,-855.5571076351113,nT
B,neg-off,By,273,5,22,46.666666666666686,-66.66666666666666,-3735.240807244418,nT
B,neg-off,Bz,273,5,22,46.666666666666686,-66.66666666666666,2464.7629175674306,nT
B,pos-off,Bx,222,5,23,53.33333333333334,-66.66666666666666,-163.5389448780273,nT
B,pos-off,By,222,5,23,53.33333333333334,-66.66666666666666,2203.2542865826676,nT
B,pos-off,Bz,222,5,23,53.33333333333334,-66.66666666666666,-3583.9362430277474,nT
B,neg-off,Bx,222,5,23,53.33333333333334,-66.66666666666666,-316.1507787988183,nT
B,neg-off,By,222,5,23,53.33333333333334,-66.66666666666666,-4199.567730649646,nT
B,neg-off,Bz,222,5,23,53.33333333333334,-66.66666666666666,4709.770587511325,nT
B,pos-off,Bx,211,5,24,60.0,-66.66666666666666,381.7081668133798,nT
B,pos-off,By,211,5,24,60.0,-66.66666666666666,1164.1396827454973,nT
B,pos-off,Bz,211,5,24,60.0,-66.66666666666666,-861.2116364329562,nT
B,neg-off,Bx,211,5,24,60.0,-66.66666666666666,-449.5079220075295,nT
B,neg-off,By,211,5,24,60.0,-66.66666666666666,-1925.2637391807957,nT
B,neg-off,Bz,211,5,24,60.0,-66.66666666666666,998.7212108051041,nT
B,pos-off,Bx,160,5,25,66.66666666666669,-66.66666666666666,169.38348082183717,nT
B,pos-off,By,160,5,25,66.66666666666669,-66.66666666666666,1324.5613708936662,nT
B,pos-off,Bz,160,5,25,66.66666666666669,-66.66666666666666,-2199.9265876348422,nT
B,neg-off,Bx,160,5,25,66.66666666666669,-66.66666666666666,-326.44823907883136,nT
B,neg-off,By,160,5,25,66.66666666666669,-66.66666666666666,-2360.2826979409724,nT
B,neg-off,Bz,160,5,25,66.66666666666669,-66.66666666666666,2722.4991492912745,nT
B,pos-off,Bx,149,5,26,73.33333333333334,-66.66666666666666,221.29929967623053,nT
B,pos-off,By,149,5,26,73.33333333333334,-66.66666666666666,673.5911152472122,nT
B,pos-off,Bz,149,5,26,73.33333333333334,-66.66666666666666,-774.9176655461974,nT
B,neg-off,Bx,149,5,26,73.33333333333334,-66.66666666666666,-280.6893658475167,nT
B,neg-off,By,149,5,26,73.33333333333334,-66.66666666666666,-1308.2065854125128,nT
B,neg-off,Bz,149,5,26,73.33333333333334,-66.66666666666666,1072.788106082025,nT
B,pos-off,Bx,98,5,27,80.0,-66.66666666666666,447.686678490385,nT
B,pos-off,By,98,5,27,80.0,-66.66666666666666,800.3817245542602,nT
B,pos-off,Bz,98,5,27,80.0,-66.66666666666666,-1306.2893499463926,nT
B,neg-off,Bx,98,5,27,80.0,-66.66666666666666,-120.18685207749948,nT
B,neg-off,By,98,5,27,80.0,-66.66666666666666,-1494.2975218783788,nT
B,neg-off,Bz,98,5,27,80.0,-66.66666666666666,1633.7315920412348,nT
B,pos-off,Bx,87,5,28,86.66666666666669,-66.66666666666666,58.75960245775853,nT
B,pos-off,By,87,5,28,86.66666666666669,-66.66666666666666,364.27889827127876,nT
B,pos-off,Bz,87,5,28,86.66666666666669,-66.66666666666666,-1126.8617667158137,nT
B,neg-off,Bx,87,5,28,86.66666666666669,-66.66666666666666,-203.04000539415932,nT
B,neg-off,By,87,5,28,86.66666666666669,-66.66666666666666,-1076.8155311409685,nT
B,neg-off,Bz,87,5,28,86.66666666666669,-66.66666666666666,1451.0119471790658,nT
B,pos-off,Bx,36,5,29,93.33333333333334,-66.66666666666666,547.7552346936446,nT
B,pos-off,By,36,5,29,93.33333333333334,-66.66666666666666,288.33685745946053,nT
B,pos-off,Bz,36,5,29,93.33333333333334,-66.66666666666666,-956.8936783442404,nT
B,neg-off,Bx,36,5,29,93.33333333333334,-66.66666666666666,-12.25482504741932,nT
B,neg-off,By,36,5,29,93.33333333333334,-66.66666666666666,-966.9667943366733,nT
B,neg-off,Bz,36,5,29,93.33333333333334,-66.66666666666666,1234.1655298775938,nT
B,pos-off,Bx,25,5,30,100.0,-66.66666666666666,132.3267290243452,nT
B,pos-off,By,25,5,30,100.0,-66.66666666666666,46.205646382843106,nT
B,pos-off,Bz,25,5,30,100.0,-66.66666666666666,-1285.548167613041,nT
B,neg-off,Bx,25,5,30,100.0,-66.66666666666666,236.22746293350266,nT
B,neg-off,By,25,5,30,100.0,-66.66666666666666,-804.5224384993741,nT
