pair_id,left_dip_id_sorted,right_dip_id_sorted,left_center_x1_GHz,right_center_x1_GHz,left_center_x1_err_MHz,right_center_x1_err_MHz,pair_center_GHz,pair_center_minus_D_eff_MHz,splitting_GHz,splitting_MHz,zeeman_half_MHz,left_contrast,right_contrast,D_eff_GHz
1,1,8,2.810847040944955,2.9303543344474416,0.07514180571779139,0.07932636673385969,2.8706006876961982,-0.8446095803957832,0.11950729350248679,119.50729350248679,59.753646751243394,0.012258085387352539,0.011636479995956791,2.871445297276594
2,2,7,2.819997975037823,2.9224616132614027,0.0318177033715895,0.043175791573016445,2.8712297941496128,-0.21550312698126461,0.10246363822357996,102.46363822357995,51.231819111789974,0.02899249999905831,0.021292260139344377,2.871445297276594
3,3,6,2.834999217750475,2.908595385927802,0.060978980444767523,0.06722022957136442,2.8717973018391385,0.3520045625444723,0.07359616817732739,73.5961681773274,36.7980840886637,0.014991524433769545,0.013671676787811827,2.871445297276594
4,4,5,2.843830662895532,2.9004761479473204,0.035305319374787626,0.04321958909480738,2.872153405421426,0.7081081448321314,0.05664548505178857,56.64548505178857,28.322742525894284,0.026298018077923944,0.021308018380510375,2.871445297276594
