Frequency	Pixel(95-95)
2720000000.0	1.481264857142857
2720500000.0	1.4812425714285715
2721000000.0	1.4808444285714286
2721500000.0	1.4791658571428574
2722000000.0	1.4792742857142858
2722500000.0	1.4791224285714286
2723000000.0	1.4797075714285715
2723500000.0	1.4791552857142858
2724000000.0	1.4796057142857144
2724500000.0	1.4798807142857144
2725000000.0	1.4800159999999998
2725500000.0	1.4802488571428574
2726000000.0	1.4797501428571427
2726500000.0	1.4800515714285714
2727000000.0	1.4802201428571427
2727500000.0	1.4797904285714285
2728000000.0	1.4792794285714286
2728500000.0	1.4791414285714286
2729000000.0	1.4805172857142854
2729500000.0	1.479763
2730000000.0	1.4806178571428572
2730500000.0	1.4789211428571427
2731000000.0	1.4792602857142858
2731500000.0	1.479995285714286
2732000000.0	1.4812025714285715
2732500000.0	1.478981857142857
2733000000.0	1.4789170000000003
2733500000.0	1.4792552857142856
2734000000.0	1.4807644285714285
2734500000.0	1.480883142857143
2735000000.0	1.4797394285714287
2735500000.0	1.480790142857143
2736000000.0	1.4800771428571429
2736500000.0	1.4799755714285714
2737000000.0	1.4790378571428573
2737500000.0	1.4795864285714286
2738000000.0	1.4802961428571426
2738500000.0	1.479906
2739000000.0	1.479687714285714
2739500000.0	1.4802084285714285
2740000000.0	1.479773142857143
2740500000.0	1.4795497142857141
2741000000.0	1.4794361428571428
2741500000.0	1.4795488571428572
2742000000.0	1.480243714285714
2742500000.0	1.4801600000000001
2743000000.0	1.4803012857142857
2743500000.0	1.4802114285714285
2744000000.0	1.4796305714285716
2744500000.0	1.4806234285714286
2745000000.0	1.479689857142857
2745500000.0	1.4797064285714285
2746000000.0	1.4790844285714289
2746500000.0	1.4788894285714285
2747000000.0	1.4790514285714285
2747500000.0	1.4791598571428572
2748000000.0	1.4800582857142857
2748500000.0	1.4805962857142858
2749000000.0	1.4803158571428572
2749500000.0	1.4806832857142855
2750000000.0	1.4805674285714285
2750500000.0	1.481120142857143
2751000000.0	1.4796732857142858
2751500000.0	1.4799395714285715
2752000000.0	1.479650142857143
2752500000.0	1.4810459999999999
2753000000.0	1.479804
2753500000.0	1.4807295714285715
2754000000.0	1.4806975714285715
2754500000.0	1.4799178571428573
2755000000.0	1.4802575714285717
2755500000.0	1.4806701428571427
2756000000.0	1.4806855714285714
2756500000.0	1.4812750000000001
2757000000.0	1.4805641428571428
2757500000.0	1.4801372857142858
2758000000.0	1.4796072857142857
2758500000.0	1.4799112857142855
2759000000.0	1.479696142857143
2759500000.0	1.4796035714285714
2760000000.0	1.4801000000000002
2760500000.0	1.480567857142857
2761000000.0	1.480843285714286
2761500000.0	1.4809362857142858
2762000000.0	1.4803362857142857
2762500000.0	1.480599
2763000000.0	1.4802608571428573
2763500000.0	1.4804917142857141
2764000000.0	1.4795922857142856
2764500000.0	1.4794562857142857
2765000000.0	1.4794678571428572
2765500000.0	1.479677142857143
2766000000.0	1.480173857142857
2766500000.0	1.481578
2767000000.0	1.480584285714286
2767500000.0	1.4806571428571427
2768000000.0	1.4807914285714285
2768500000.0	1.4803201428571426
2769000000.0	1.4802125714285717
2769500000.0	1.4808151428571428
2770000000.0	1.4808375714285713
2770500000.0	1.4804138571428571
2771000000.0	1.4792411428571428
2771500000.0	1.4791832857142857
2772000000.0	1.4794029999999998
2772500000.0	1.478673285714286
2773000000.0	1.479212714285714
