pixel,row,col,x_um,y_um,OFF_start_s,OFF_end_s,OFF_first_frame,OFF_last_frame,POS_time_requested_s,NEG_time_requested_s,POS_time_actual_s,NEG_time_actual_s,POS_frame,NEG_frame,dV_pos_d1_V,dV_neg_d1_V,deltaNu_pos_d1_MHz,deltaNu_neg_d1_MHz,dV_pos_d2_V,dV_neg_d2_V,deltaNu_pos_d2_MHz,deltaNu_neg_d2_MHz,dV_pos_d3_V,dV_neg_d3_V,deltaNu_pos_d3_MHz,deltaNu_neg_d3_MHz,dV_pos_d4_V,dV_neg_d4_V,deltaNu_pos_d4_MHz,deltaNu_neg_d4_MHz,Bx_pos_nT,Bx_neg_nT,Bx_odd_nT,Bx_even_nT,By_pos_nT,By_neg_nT,By_odd_nT,By_even_nT,Bz_pos_nT,Bz_neg_nT,Bz_odd_nT,Bz_even_nT
498,2,14,-6.666666666666657,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0008451924606455818,-0.000610062346580449,-0.14091238090103336,0.10171096141707145,0.00012562981688757816,-0.0002309478823925026,-0.018320060792947398,0.03367814544551372,0.00010416408242127362,-0.00015297474207971306,-0.0392162952157644,0.05759281420721502,-2.0209170328342867e-05,3.5498536598337314e-06,0.01047107270898106,-0.0018393024144207648,3659.8972078274255,-3116.3545288542073,3388.1258683408164,271.7713394866091,993.4995073255229,-1574.8171985957065,1284.1583529606146,-290.6588456350918,2610.2422258072443,-1882.9673188761788,2246.6047723417114,363.63745346553276
493,2,15,0.0,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00101011156874558,-0.0006955349013019727,-0.16840806414540938,0.11596113726258729,0.0002989955928662061,-0.00047406511945086133,-0.04360125306107847,0.0691308960191152,0.000165690014769124,-0.00016855419012458184,-0.06237993349004227,0.06345825476622924,-4.4540026222816565e-05,4.795244257895076e-05,0.023077733794194713,-0.02484582517042922,4866.011070405519,-4237.195912283959,4551.603491344738,314.4075790607799,1369.1968487062625,-1325.7656347626087,1347.4812417344356,21.7156069718269,3147.918392811718,-1966.7658955105856,2557.3421441611517,590.5762486505663
436,2,16,6.666666666666671,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0024691706691912724,0.00047199852619453164,-0.4116656667535536,-0.07869265191628386,0.000491680492395606,-0.0011431927220036824,-0.07169967078320605,0.16670692264006065,9.090394968370256e-05,-0.0001366757805710785,-0.034224043875866784,0.051456487064736864,1.0267521266339627e-05,-2.3685836946403086e-05,-0.005319959205354839,0.012272454376368933,11080.539992817365,-1974.569271577555,6527.55463219746,4552.985360619905,1921.820433823615,-1784.5490407788109,1853.1847373012129,68.6356965224021,5694.698756890494,3328.0215398471482,1183.338608521673,4511.360148368822
431,2,17,13.333333333333343,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.002081620034416109,-0.001156730396031846,-0.3470523565210393,0.1928526835662264,0.0005461888629895626,-0.0010191339686214584,-0.0796483941654856,0.14861596334260793,0.0001063054856787682,-0.00012751124698604088,-0.04002250307906869,0.04800617054265495,1.4625009716384103e-05,1.7487829362488663e-05,-0.007577725241646261,-0.009061051483150522,9779.571565863713,-7791.798126027173,8785.684845945443,993.88671991827,2001.0808441076163,-1709.5674309378053,1855.3241375227108,145.7567065849055,4607.057581206961,-1466.0515020391808,3036.5545416230707,1570.50303958389
374,2,18,20.0,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0036334897156337937,-0.00018112718770516223,-0.605783547120491,0.030197930594349543,0.0006192617561280851,-0.0014838956792245744,-0.09030430275295284,0.21639018289832546,-1.4359886614008247e-05,1.5366218495657094e-06,0.005406293029513976,-0.0005785162667093743,4.7223210493835766e-05,-6.143903464701577e-05,-0.024467984711820594,0.03183369670828348,15945.549893678977,-5578.5454807643855,10762.047687221682,5183.502206457296,1880.4633934678484,-1391.9251937538293,1636.194293610839,244.26909985700956,7601.11364212781,3421.539183895759,2089.7872291160256,5511.326413011784
369,2,19,26.66666666666667,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.002723255818003432,-0.0013230570363253645,-0.45402731210397096,0.2205830337318292,0.0007239250544741526,-0.0013184870795089339,-0.10556690550120165,0.19226935173307313,-8.27876413566446e-05,6.884328921130756e-05,0.031168369251587016,-0.025918519038223727,7.700838443438835e-05,-2.799999878972208e-05,-0.039900717323498675,0.014507771393631618,12800.453078185004,-9389.321070919652,11094.887074552327,1705.5660036326763,1382.677004615046,-728.61590810504,1055.646456360043,327.03054825500294,4404.783056195391,162.71389656616563,2121.0345798146127,2283.748476380778
312,2,20,33.33333333333334,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.002714276303950331,-0.0010679919091744947,-0.45253022740022164,0.1780580041968988,0.0006131184935269387,-0.0015347949015260033,-0.08940845694892086,0.22381259956641916,-0.00026274970027692195,0.00020824074436109777,0.0989215243335064,-0.07839967786388805,9.869325197259706e-05,-8.907520279377422e-05,-0.051136399985777736,0.04615295481540553,12378.040837812978,-9112.683928654602,10745.36238323379,1632.678454579188,34.28578142528283,-245.2133419466071,139.74956168594497,-105.46378026066213,3531.108029777918,2519.5378357561817,505.7850970108682,3025.3229327670497
307,2,21,40.0,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.001820690955147345,-0.001511628818420201,-0.3035496757493823,0.25202214378427545,0.0004108942059645696,-0.0009702997917063691,-0.05991895092450038,0.14149468344248223,-0.00035046739729640246,0.00029105546285801377,0.13194598940823904,-0.10957824127359367,0.00010849555742120526,-6.968126199346325e-05,-0.05621531472598688,0.03610428082561179,8282.079120627228,-8939.872637103832,8610.97587886553,-328.896758238302,-986.8520619830267,788.141639246558,-887.4968506147924,-99.35521136823434,1136.5628870863009,348.9880462440825,393.7874204211092,742.7754666651917
250,2,22,46.666666666666686,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0010820089022196666,-0.0009540212761607362,-0.18039494868592051,0.1590565648815272,0.0004527321415248118,-0.0012012744526855483,-0.06601999876413023,0.17517673389516716,-0.00044868124883870754,0.0003673557730567341,0.1689221073447772,-0.13830422263160072,9.237632116473162e-05,-8.444244322391165e-05,-0.04786337884180754,0.04375256125589237,5574.8583400717735,-7555.548869100807,6565.20360458629,-990.3452645145167,-2244.0514579026144,1358.373535964107,-1801.2124969333609,-442.83896096925366,-1272.968997898888,2843.97207914708,-2058.470538522984,785.501540624096
245,2,23,53.33333333333334,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0007025947722859921,-0.0006562252916878984,-0.11713817477242548,0.10940735106485151,0.0004921905141267324,-0.0011154156375923503,-0.07177404507866746,0.16265630879954368,-0.000455028740047091,0.00039485236284681483,0.17131184748668812,-0.1486562975269905,0.00010581463022086554,-8.008823362654055e-05,-0.054826233275034296,0.04149649410699648,4253.760432374199,-6128.854817633254,5191.307625003727,-937.5471926295277,-2250.5054246504783,1779.9943773104708,-2015.2499009804746,-235.25552367000375,-2487.7511845158774,3532.1484922218515,-3009.949838368864,522.198653852987
188,2,24,60.0,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0001658961722019598,-0.0002037875640877751,-0.02765858156080818,0.03397591932102196,0.0004884614878620678,-0.0011019811141517052,-0.0712302570706957,0.1606972095008705,-0.00045310015607910673,0.0003635997282762329,0.170585763058363,-0.13689012520442767,8.256713775074625e-05,-6.121024698277732e-05,-0.042780900388967744,0.031715153877071904,2183.990080623157,-4354.890319229148,3269.4401999261527,-1085.4501193029955,-2681.2131965973604,1884.0063751423547,-2282.6097858698577,-398.6034107275028,-3689.063244083331,4371.99414384457,-4030.528693963951,341.46544988061964
183,2,25,66.66666666666669,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,4.446341522293832e-05,-3.49058225715457e-05,-0.007413040217218414,0.005819576954234214,0.0006866822970857838,-0.0014000273526540475,-0.10013595291084276,0.20416002226098445,-0.0003930372918772698,0.0003635203957717482,0.14797294912776623,-0.13686025764505633,8.484903620593189e-05,-5.103775144206586e-05,-0.043963231194762864,0.02644443079898552,2380.123012051088,-4686.131139474327,3533.1270757627076,-1153.0040637116194,-2092.807223018005,1929.5460946848325,-2011.1766588514188,-81.63056416658628,-4165.417885617504,5419.638847360207,-4792.528366488856,627.1104808713517
126,2,26,73.33333333333334,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-8.380589831061588e-05,9.795924231144538e-05,0.013972307154134462,-0.016331984380011367,0.0004676747749029777,-0.0009310879777652966,-0.06819901930779379,0.13577659172668335,-0.0003381281100404777,0.0002957634508055048,0.12730042329243138,-0.11135073176099955,6.1781316365198e-05,-4.756293013178903e-05,-0.03201104474879233,0.02464400524962013,1174.2614694719593,-2646.771358134268,1910.5164138031137,-736.2549443311544,-2023.0543454256153,1630.0688090603912,-1826.5615772430033,-196.49276818261205,-3532.342181020469,4305.969599175727,-3919.155890098098,386.813709077629
121,2,27,80.0,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.00012748567085687498,0.0001614597986939927,0.02125469670835219,-0.026918939428770685,0.000624469724829741,-0.0012368363475377228,-0.09106375863361756,0.18036257346530077,-0.00030024918349035913,0.00029111251239987747,0.1130395463037783,-0.10959971961453084,6.356499696922997e-05,-3.247824052102529e-05,-0.03293523159025924,0.01682810389689645,1528.3611339725019,-3406.4900727533673,2467.4256033629345,-939.0644693904327,-1623.6185838714482,1655.3510015480006,-1639.4847927097244,15.86620883827618,-3822.8689191595213,5035.483334096436,-4429.176126627979,606.3072074684574
64,2,28,86.66666666666669,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.00010335892560703183,0.00016719793084810804,0.01723223167837397,-0.027875613679205383,0.00040966107138692634,-0.0007381080587512412,-0.05973912816436274,0.10763515257040986,-0.0002305874613405021,0.00023978735931177406,0.08681289890704175,-0.09027652961745473,5.545088888469854e-05,-1.9712004760140135e-05,-0.0287310305101931,0.010213473968979763,924.2716171831814,-1751.6975237615711,1337.9845704723762,-413.71295328919484,-1201.602259394245,1576.1306476356247,-1388.8664535149348,187.2641941206898,-2839.881672397307,3536.93457620117,-3188.4081242992384,348.5264519019315
59,2,29,93.33333333333334,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.0001359844241569922,0.00017189497400204088,0.022671627902100994,-0.028658715238712926,0.0005908312468999633,-0.0009989813644043107,-0.0861584027561413,0.14567719495512604,-0.00024118378956062512,0.00022063020051761215,0.09080226574083061,-0.0830641318570757,4.4279090551899164e-05,-2.9051915729365065e-05,-0.022942533964703894,0.015052806077384207,1391.1595293034402,-2595.3226708379016,1993.2411000706709,-602.0815707672307,-1355.8226538602864,1193.0727321695958,-1274.4476930149413,-81.3749608453453,-3311.7629205950325,4121.011267133959,-3716.387093864496,404.6241732694634
2,2,30,100.0,-86.66666666666667,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.00015747544096746813,0.0002756055287656151,0.026254658380668153,-0.045949571317977514,0.0005326860393643786,-0.0010023617457562838,-0.0776793349419799,0.14617014156131994,-0.0001916218857809689,0.0002811499064791683,0.07214291402477925,-0.10584894021127408,5.631037529858726e-05,-4.171938939762205e-05,-0.02917636025832176,0.021616263936581656,1127.4909452787922,-2202.360404870676,1664.925675074734,-537.434729795942,-821.3616144872695,1599.8808887809832,-1210.6212516341263,389.25963714685685,-3067.120405837291,4811.6862054890835,-3939.403305663187,872.2828998258963
933,3,0,-100.0,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0004632226113177685,-0.0005720043574939494,-0.07722951172342776,0.09536584819825746,-5.640025385353911e-05,-2.215137430782954e-06,0.008224608655277495,0.00032302405115333394,0.00014343756374732392,-6.097550448946198e-05,-0.05400220223891933,0.022956410015863037,-2.9577035422921745e-05,1.0879126418094375e-05,0.015324888820159562,-0.005636853066367514,1604.5080868367475,-2203.8640683824756,1904.1860776096114,-299.67799077286406,1020.0397987953336,-587.5146817703529,803.7772402828432,216.26255851249033,2311.1424262183646,-1886.0520848710175,2098.597255544691,212.5451706736735
926,3,1,-93.33333333333333,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00040899169008747413,-0.0003820028111116229,-0.06818801101815627,0.06368836464006133,-6.90936452117726e-05,-1.3796432513091958e-05,0.010075631820897534,0.00201187495633954,0.0001392173980278364,-6.340670347809963e-05,-0.05241336988070263,0.023871721849370916,-3.0206803893440458e-05,2.6318023620486326e-05,0.015651193727163924,-0.013636281668639406,1354.5107141059186,-1512.5782069035013,1433.54446050471,-79.03374639879132,953.1856259072996,-371.9878424201364,662.586734163718,290.5988917435816,2181.9105402086443,-1495.3091151368012,1838.6098276727228,343.30071253592155
871,3,2,-86.66666666666667,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005672445478622085,-0.0005831100059516836,-0.09457228207092598,0.09721740679407584,-6.001725143443366e-05,1.229858352934335e-05,0.008752059997734112,-0.0017934500225080699,0.00013672884473298774,-7.155777838439706e-05,-0.051476464966816335,0.02694048559615246,-3.547572188391698e-05,1.0559369655256615e-05,0.018381203048653073,-0.005471175987177042,1988.6995235995714,-2200.357262325694,2094.528392962633,-105.82886936306136,926.444366069866,-679.7992998919319,803.121832980899,123.32253308896702,2600.435891359984,-2001.1843211192206,2300.810106239602,299.6257851203817
864,3,3,-80.0,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0004377060621479457,-0.00041721950768035975,-0.07297533546971202,0.06955977120369713,-5.9184430563315295e-05,-1.7001672352541896e-05,0.008630613279379206,0.002479281422172779,0.00014561225664913637,-7.585390075711472e-05,-0.05482094317973797,0.028557914553767293,-3.0094743384387217e-05,2.012553670944658e-05,0.015593131287239992,-0.010427739227687667,1497.9566603006122,-1660.826390330615,1579.3915253156135,-81.43486501500138,1023.2016061014074,-563.9154759634704,793.5585410324388,229.6430650689685,2266.4112715955644,-1597.2876434101224,1931.8494575028435,334.56181409272097
809,3,4,-73.33333333333333,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00047772678968329937,-0.0005157921526718679,-0.07964768084071862,0.08599402345300859,-5.4948044500101015e-05,2.9887746676422285e-05,0.008012839154229187,-0.004358402723505101,0.000117601470793125,-6.472380122246644e-05,-0.044275280780368007,0.024367590413375634,-1.7014103778284154e-05,2.6796553105120087e-05,0.008815597812578351,-0.013884224406791499,1662.9200299394984,-1881.1842179565401,1772.0521239480192,-109.13209400852088,948.6477154723499,-403.03806136930604,675.842888420828,272.8048270515219,2114.6421816501083,-1954.8119818246603,2034.7270817373842,79.91509991272403
802,3,5,-66.66666666666666,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005971815747031983,-0.0006855239240609668,-0.09956345026714938,0.11429208470490275,-5.226993556525164e-05,2.6220718414048763e-06,0.007622301941709956,-0.00038236556199870215,0.0001810890188757495,-0.00014027584461322786,-0.06817743947326456,0.05281185996286891,-2.869955344552103e-05,4.640981102310893e-05,0.014870234945858886,-0.02404653420885352,2136.659667412939,-2628.6426926116187,2382.651180012279,-245.99151259933979,1400.1527487976816,-893.4715240761816,1146.8121364369317,253.34061236075001,2840.3609877981776,-2878.4653552066234,2859.4131715024005,-19.052183704222898
747,3,6,-60.0,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0006018134670038046,-0.0006943182736929078,-0.10033568973040377,0.11575829838144973,-5.163032094566984e-05,4.2661246279082445e-05,0.0075290296676185095,-0.006221107733007999,0.00013575705671817206,-0.00011044834674886608,-0.05111060060368563,0.04158223133650952,-1.7762032948878506e-05,3.196260662450687e-05,0.00920312588024364,-0.016560936074866302,2151.35802020718,-2528.585148388587,2339.9715842978835,-188.61356409070368,1138.4424039661878,-789.9860169815672,964.2142104738775,174.2281934923103,2530.6625440790194,-2727.3531473487405,2629.0078457138798,-98.34530163486056
740,3,7,-53.33333333333333,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005999040237633295,-0.0007809668774845532,-0.10001734307477314,0.1302045477631643,-3.6047617916714855e-05,2.2452786980975905e-05,0.005256670494601775,-0.0032741942371106647,0.0002358816166271983,-0.0002117958791051255,-0.0888060730589678,0.07973813552043184,-3.380256149070579e-05,5.4276724116996894e-05,0.017514280565124368,-0.02812265498288683,2207.932097651846,-2938.4067859946604,2573.1694418232532,-365.23734417140713,1820.6064530662532,-1440.950118066193,1630.778285566223,189.82816750003008,3135.188166181088,-3606.2043743004315,3370.69627024076,-235.50810405967172
685,3,8,-46.666666666666664,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0003409164001841484,-0.0003505551499134251,-0.05683834614599382,0.05844534009885531,-1.4362809859508616e-05,6.796596411692442e-06,0.0020944673510047856,-0.0009911186892738772,0.0001132203894971658,-0.00010835548307486226,-0.04262586599676012,0.04079429793587582,-2.8425868375368127e-05,3.9798057983203566e-05,0.014728429210028432,-0.020620755431702078,1270.1153506940157,-1329.2160822459182,1299.6657164699668,-29.550365775951263,750.994914634061,-583.5979105330103,667.2964125835357,83.69850205052535,1729.309364577997,-1798.5370690987334,1763.923216838365,-34.61385226036816
678,3,9,-40.0,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0006037742626281607,-0.0008841478138745316,-0.1006625979705427,0.14740710468044238,-1.668146689044341e-05,2.949123248049754e-05,0.002432587224272868,-0.004300580748160598,0.00024686799632770296,-0.00024717025223205204,-0.09294228872633185,0.09305608377449176,-2.8166015488355513e-05,5.692158393792621e-05,0.014593790408467554,-0.029493048672486876,2288.9979868087858,-3315.1389704118956,2802.0684786103407,-513.0704918015549,1990.1174235937906,-1745.7382979773304,1867.9278607855604,122.18956280823011,3114.958591410919,-4096.01698155665,3605.4877864837845,-490.5291950728654
623,3,10,-33.33333333333333,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0002647783444600425,-0.0003279451765799983,-0.04414443888957514,0.05467575468148366,5.536683247372961e-06,7.311304964275699e-06,-0.0008073909219650813,-0.0010661764439342486,9.516365271666914e-05,-0.00010039601117067668,-0.03582776147015903,0.037797669993686264,-3.79455519739785e-05,4.838511387758517e-05,0.019660907758528915,-0.025070007190446948,1039.7566305135133,-1238.3420266689727,1139.049328591243,-99.29269807772971,468.60546498006613,-407.8264326572377,438.2159488186519,30.389516161414207,1463.7310499234588,-1764.9328266561522,1614.3319382898055,-150.60088836634668
616,3,11,-26.666666666666657,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.000537317610462078,-0.0008419833561263149,-0.08958279600889053,0.14037735180479088,-4.153524879970883e-06,1.8218539564446922e-05,0.0006056908319318733,-0.002656731981692369,0.00024325712487285785,-0.000267104302239603,-0.09158284699106378,0.10056097002482438,-2.9679960895920973e-05,5.318320387459145e-05,0.015378218080780898,-0.027556064183713293,2075.0238033090404,-3194.495999885212,2634.7599015971264,-559.7360982880857,1925.0052373712103,-1951.7254709228866,1938.3653541470485,-13.36011677583815,2905.7760814863095,-4035.756898163787,3470.766489825048,-564.9904083387387
561,3,12,-20.0,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00026655918596529593,-0.00032893970402488796,-0.044441344775745684,0.05484156452557974,-4.676355739641413e-06,-7.912082670128696e-06,0.0006819330280194815,0.0011537852964101185,8.642207344003878e-05,-9.901331876095842e-05,-0.032536681228335376,0.037277105971312334,-1.707827778782459e-05,2.2416341443522907e-05,0.008848848594723641,-0.011614684685757748,1015.1599884353269,-1296.2887686735066,1155.7243785544167,-140.56439011908986,631.5783342124688,-703.9302795870119,667.7543068997404,-36.17597268727155,1286.7075874789082,-1526.7327713694824,1406.7201794241953,-120.01259194528711
554,3,13,-13.333333333333329,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005254809742870635,-0.0007089641016263658,-0.08760936550288889,0.11820008363210618,6.468700922154029e-06,-2.799445282009296e-05,-0.0009433030874454316,0.004082311749195191,0.00015803045442813868,-0.0001858397324406821,-0.05949621798492019,0.06996601554783174,-4.126414739221062e-05,5.8724388640807886e-05,0.021380387249840094,-0.0304271443734614,2049.6134325925727,-2823.873449103325,2436.743440847949,-387.1300082553762,1057.4048695164477,-1163.7549464573453,1110.5799079868966,-53.17503847044884,2494.1065277975486,-3201.0657004707605,2847.5861141341547,-353.47958633660596
499,3,14,-6.666666666666657,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.001106478246907645,-0.00035818755803040166,-0.18447453266190322,0.05971783228241081,0.00019452352138591466,-0.00033166660618998606,-0.028366536111703308,0.048365527698161256,0.0001354034949077762,-0.000157225138078318,-0.050977489611765896,0.05919302783546999,-1.5849546811441433e-05,2.0232503558994187e-06,0.008212200420432147,-0.0010483162465795208,4891.703775900987,-2484.2551348483757,3687.9794553746815,1203.7243205263057,1428.1947920385596,-1589.45520411463,1508.824998076595,-80.63020603803523,3261.885660911629,-1005.7187220624793,2133.802191487054,1128.083469424575
492,3,15,0.0,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0011496068092353203,-0.00023498371782371827,-0.19166502321335616,0.03917701197455638,0.0003819473728230726,-0.0006442749582215826,-0.05569775761184846,0.09395187141405516,0.00013265176587553288,-0.00016347403801967735,-0.04994150277663198,0.06154564976788449,-3.5865051325347865e-05,1.594127843391776e-05,0.018582928147839968,-0.00825972975850276,5668.774088661428,-3038.469349040761,4353.621718851095,1315.1523698103338,1266.4788438300227,-1574.8019426208036,1420.6403932254132,-154.16154939539047,3081.4574414005615,-104.3572302279859,1592.9073358142737,1488.5501055862878
437,3,16,6.666666666666671,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0028108175272314765,0.0004583464971467748,-0.46862579647008,-0.07641655504270305,0.0005194349845073893,-0.0011840894710102737,-0.07574699008496269,0.1726707212556801,0.00014288908169209,-0.00015238033438136724,-0.05379570654771157,0.05736902816470397,2.214666724896695e-05,1.3892422526207715e-06,-0.011474957123811722,-0.0007198146386632765,12489.161972498849,-2159.4045014450185,7324.283236971934,5164.878735526915,2631.185184722705,-1650.8882858692664,2141.0367352959856,490.14844942671925,6701.1361631268155,3112.9112209438686,1794.1124710914735,4907.023692035342
430,3,17,13.333333333333343,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0024248204897279815,-0.0007882416513510872,-0.4042715054559162,0.13141741436311824,0.0005755606952806995,-0.0011320513055915649,-0.08393156329288633,0.1650822173666924,6.782811916352826e-05,-8.813808427433041e-05,-0.025536321956825696,0.033182734895844924,6.368690928677897e-06,1.5924640162907854e-05,-0.0032998398594170607,-0.008251108892694523,11182.210372922913,-6746.81121924342,8964.510796083166,2217.6995768397464,1699.131724010288,-1315.9259841393134,1507.5288540748006,191.60286993548732,5295.46255324775,-29.002719563118543,2662.2326364054343,2633.229916842316
375,3,18,20.0,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0036672229111556413,-0.00019439731927380207,-0.6114076210654393,0.03241035666447646,0.0006811208146374963,-0.001561749630784036,-0.09932494562709647,0.22774329285960843,-8.217032944527533e-07,-4.475348425734104e-05,0.0003093596009870304,0.01684905016944219,5.1808358072780224e-05,-8.478818680049821e-05,-0.0268437088459876,0.043931703005419,16280.727410763408,-5896.121299047368,11088.424354905388,5192.303055858019,2087.6832710386657,-2098.912160346457,2093.2977156925613,-5.614444653895589,7582.208039082692,3503.0091119207395,2039.5994635809764,5542.608575501716
368,3,19,26.66666666666667,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.002971791553568372,-0.0010424194375677105,-0.4954637468429826,0.17379450442918482,0.0007540963083456298,-0.0014467510948196528,-0.10996665087072281,0.21097354645575325,-0.00011216377149787052,9.578913465694457e-05,0.042228064351245966,-0.036063246522701105,7.917954917206811e-05,-5.633848192871529e-05,-0.04102567314613015,0.029190923279113483,13846.576443755504,-8737.337809620329,11291.957126687917,2554.619317067588,1249.3189501712468,-787.902912228781,1018.610931200014,230.7080189712329,4812.616593562603,1546.117011670249,1633.2497909461772,3179.366802616426
313,3,20,33.33333333333334,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0028280541778653422,-0.001050436392469933,-0.47149952948672585,0.17513110911444846,0.0006079274064831503,-0.0015951589777482848,-0.08865146284847743,0.23261523554488212,-0.00028561224263935395,0.00021360699985983433,0.107528946295349,-0.08041999671996519,0.00010880826846341402,-7.761997433566669e-05,-0.05637734117272709,0.0402176032827101,12794.59171317889,-9241.08992266742,11017.840817923156,1776.7508952557355,-10.153680132262133,-86.14120569459112,37.99376278116449,-48.14744291342663,3642.66994822501,2644.6390699618696,499.01543913157025,3143.6545090934396
306,3,21,40.0,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.001978534495124487,-0.0014455561390230409,-0.32986570442175994,0.24100635862304373,0.0004729367330576377,-0.00114449490756736,-0.06896634824030017,0.16689681481121313,-0.0003868938286790902,0.0003219347142137866,0.14566002262923847,-0.12120384012745025,0.00010529219461135844,-7.64572016746963e-05,-0.054555541249383076,0.039615130401378575,9083.859771980868,-9255.727146859175,9169.793459420021,-85.9336874391538,-1259.4134820968732,922.8109101547082,-1091.1121961257907,-168.3012859710825,1239.1332202244478,1135.0236489591282,52.05478563265979,1187.078434591788
251,3,22,46.666666666666686,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.001062918465851673,-0.0009790929626756718,-0.17721214835781665,0.16323657263659563,0.0004646459506634333,-0.001239431595289334,-0.06775733877705434,0.1807410273846026,-0.0004684421340872816,0.0003825620254340836,0.17636179952675965,-0.14402916033079527,0.0001116964496536889,-9.56279974874634e-05,-0.05787380811069265,0.049548185226641867,5541.136666232804,-7776.397819063482,6658.767242648142,-1117.630576415339,-2191.3177462886338,1335.077446672362,-1763.1975964804979,-428.1201498081359,-1600.9783119703632,3031.409656814212,-2316.193984392288,715.2156724219245
244,3,23,53.33333333333334,-80.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.000723335792607682,-0.0006850936325898167,-0.1205961641558301,0.11422034554665843,0.0005051321477612872,-0.001221355912773095,-0.07366126835749513,0.17810512763742836,-0.0005018785576033352,0.00042016007647113226,0.1889501373211805,-0.15818429168445222,0.00011098121750696632,-7.93982715211224e-05,-0.05750322150617335,0.041139000788127135,4369.32989518894,-6583.402647619062,5476.366271404001,-1107.036376215061,-2581.6833905605195,1951.248768076031,-2266.466079318275,-315.21731124224425,-2747.6191566200487,3827.6664639038977,-3287.642810261973,540.0236536419245
