pixel,row,col,x_um,y_um,OFF_start_s,OFF_end_s,OFF_first_frame,OFF_last_frame,POS_time_requested_s,NEG_time_requested_s,POS_time_actual_s,NEG_time_actual_s,POS_frame,NEG_frame,dV_pos_d1_V,dV_neg_d1_V,deltaNu_pos_d1_MHz,deltaNu_neg_d1_MHz,dV_pos_d2_V,dV_neg_d2_V,deltaNu_pos_d2_MHz,deltaNu_neg_d2_MHz,dV_pos_d3_V,dV_neg_d3_V,deltaNu_pos_d3_MHz,deltaNu_neg_d3_MHz,dV_pos_d4_V,dV_neg_d4_V,deltaNu_pos_d4_MHz,deltaNu_neg_d4_MHz,Bx_pos_nT,Bx_neg_nT,Bx_odd_nT,Bx_even_nT,By_pos_nT,By_neg_nT,By_odd_nT,By_even_nT,Bz_pos_nT,Bz_neg_nT,Bz_odd_nT,Bz_even_nT
234,13,23,53.33333333333334,-13.333333333333329,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0004198092044256627,-0.00045562309875194786,-0.06999153124792844,0.07596250395987159,0.000661516204505907,-0.0014463735554251613,-0.09646608888169386,0.21091849149483577,-0.00046150250919146793,0.00042975949706102856,0.1737491294750978,-0.16179833697725438,0.00017930745931943697,-0.00016387205447640398,-0.09290541933645252,0.08490780024680185,3739.1465372073835,-6457.154537989832,5098.150537598607,-1359.004000391224,-1474.4113614759076,1033.4557210395749,-1253.9335412577411,-220.47782021816636,-4209.583859931936,5639.109347569779,-4924.346603750857,714.7627438189215
199,13,24,60.0,-13.333333333333329,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00011780559195191922,-0.0001670127001942879,-0.019640812262713275,0.027844731609545516,0.0006064711701035094,-0.0011889639018353964,-0.08843910610336017,0.1733815387292674,-0.000301629484672105,0.00030033191528950877,0.11355921006283771,-0.11307069364923335,0.00016200812585949242,-0.00013487459820237812,-0.0839420341240502,0.06988321150379027,2424.176808403039,-4521.944701456313,3473.060754929676,-1048.883946526637,-420.94773323718294,459.78729972076343,-440.3675164789732,19.419783241790242,-3902.448226186717,4900.826722763253,-4401.637474474985,499.1892482882681
172,13,25,66.66666666666669,-13.333333333333329,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-4.173286370154934e-05,-2.1160118474425936e-05,0.0069577965490981815,0.003527862366521557,0.0006795102316716077,-0.001287613575971897,-0.09909008117709439,0.18776720028764096,-0.00036070472483466326,0.00034986249867141557,0.13580019759237333,-0.1317182536810893,0.00014314233959777136,-0.00010754272283421826,-0.07416701533559825,0.05572161804879177,2041.3829191767293,-4275.721052172114,3158.5519856744213,-1117.1690664976923,-1169.6391462144015,1209.061327017407,-1189.3502366159041,19.7110904015027,-4650.234116097108,5557.365342460982,-5103.799729279045,453.5656131819369
137,13,26,73.33333333333334,-13.333333333333329,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-5.311370883388007e-05,1.0030957424760079e-05,0.008855236551151332,-0.0016723836986905687,0.0005375451811408619,-0.0009776120522361847,-0.07838792287876234,0.14256099923246676,-0.00021160963292253746,0.00025449696301669427,0.0796680164821856,-0.09581448615669691,0.00013271876019463948,-9.512123936887991e-05,-0.06876619699200912,0.04928561625328267,1552.5374130230805,-3150.3991938290665,2351.4683034260734,-798.930890402993,-70.96999676323237,674.432054835534,-372.7010257993832,301.7310290361508,-3495.0169926137646,4332.205789349409,-3913.6113909815867,418.59439836782235
110,13,27,80.0,-13.333333333333329,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.0001342173369660806,0.00011944334884842373,0.022377015166037448,-0.01991386276229684,0.0006098569208237535,-0.0010986985872613265,-0.08893283570164609,0.16021853259377897,-0.0002681845629193861,0.0002676886878795364,0.1009676728032065,-0.1007809829049148,0.0001222336298641076,-8.219231151346748e-05,-0.06333348697619201,0.042586689903331164,1469.3051486022116,-3125.32853074648,2297.316839674346,-828.0116910721341,-675.5062669426487,922.2122679378443,-798.8592674402465,123.3530004975978,-4087.8821482266358,4865.879570654291,-4476.880859440464,388.9987112138274
75,13,28,86.66666666666669,-13.333333333333329,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.0001154645546647798,0.00011628879795795165,0.01925050928052986,-0.019387928969287895,0.0004446398437441755,-0.0007753208978375863,-0.06483993346618781,0.11306174230228919,-0.00017956008646515328,0.00022296504708502332,0.0676018181709389,-0.08394316837468065,0.00011711035393425421,-5.976986987892369e-05,-0.06067893986227959,0.030968844496837213,1010.9921803542258,-2078.058733644163,1544.5254569991944,-533.5332766449687,-36.115464674767146,934.0951068525127,-485.1052857636399,448.98982108887276,-3156.8991294818616,3708.4241356473062,-3432.6616325645837,275.76250308272233
48,13,29,93.33333333333334,-13.333333333333329,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.0001938269898959563,0.00023033663616794817,0.032315270072638354,-0.038402240107973586,0.0005047903965714219,-0.000902446174795063,-0.07361143223793766,0.13159987966394227,-0.00018892793303634431,0.00021583112319477436,0.07112867914002075,-0.08125734751566964,0.00012930143318473484,-4.947213741655334e-05,-0.06699556123558267,0.02563323182203641,909.3245146672648,-2058.646735924259,1483.9856252957618,-574.661110628497,24.56407345507475,975.2768207760488,-475.356373660487,499.9204471155618,-3641.532301953533,4182.067508682344,-3911.7999053179383,270.26760336440543
13,13,30,100.0,-13.333333333333329,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.00028880163430537996,0.0002694550762669535,0.048149655602696816,-0.04492415409579462,0.0006313005395883852,-0.001074320927258087,-0.09205986723859712,0.15666364232717292,-0.0001633607594553539,0.00019501925808736932,0.06150300199989322,-0.07342197636785089,0.0001167854120090488,-5.268399474239677e-05,-0.06051057617046339,0.02729740660226539,963.3420748619684,-2477.3670962787664,1720.3545855703674,-757.0125107083991,122.3804267078509,698.3119863710682,-287.96577983160864,410.34620653945956,-3950.8925855309085,4595.447954093974,-4273.170269812441,322.27768428153263
944,14,0,-100.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00033943914708422043,-0.0003083468903038056,-0.05659205519902385,0.051408284478721866,-2.594835948362502e-05,4.077445936904738e-05,0.003783938677890941,-0.005945965638945156,4.907514822687675e-05,-4.511836923548651e-05,-0.018476095174909755,0.016986424172938698,3.186495781673976e-06,1.2048548287277234e-05,-0.0016510340837681296,-0.0062427711333013555,1221.8339111554471,-1050.9822295753668,1136.408070365407,85.42584079004018,559.8499828347625,-332.552455452654,446.2012191437083,113.64876369105426,1175.5596808162618,-1224.527703449852,1200.043692133057,-24.48401131679509
915,14,1,-93.33333333333333,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0003037778527912135,-0.00033081441927746406,-0.05064652430656686,0.05515412125325121,-2.1063622201603307e-06,2.418761621861119e-05,0.00030716182576176644,-0.0035271769914141417,6.315867218452814e-05,-5.162929618707659e-05,-0.023778341595781113,0.01943769554716516,-6.924830093575693e-06,1.9758472965241227e-05,0.0035879948671359916,-0.010237550759187572,1164.1646311507002,-1191.1727541305934,1177.668692640647,-13.504061489946594,562.3243112241388,-313.6472858333183,437.98579852872854,124.33851269541026,1178.6406024074895,-1337.7951669311915,1258.2178846693405,-79.577282261851
882,14,2,-86.66666666666667,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00044130523284023984,-0.0005614754629814357,-0.07357539727236108,0.09361044731254574,-3.410392935393665e-05,2.5425756139557714e-05,0.004973230675020425,-0.0037077296594341344,8.071561887545548e-05,-9.45208343735956e-05,-0.030388282263565724,0.035585749508587415,-8.982058513461674e-06,-4.598613750623288e-06,0.004653916328216314,0.0023827014251923025,1587.7006779982057,-2080.487418919128,1834.0940484586667,-246.39337046046103,721.1203436948548,-1040.6403669648043,880.8803553298296,-159.76001163497477,1717.8338880102913,-1979.0618568599152,1848.4478724351034,-130.61398442481197
853,14,3,-80.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00023403968173821803,-0.0002976946043581322,-0.039019620163036055,0.049632311496784806,-1.720384271890627e-05,1.3301904594648039e-05,0.0025087630650986945,-0.0019397600575507467,6.370679086688524e-05,-4.110319270607268e-05,-0.02398470048227001,0.015474767328652586,-1.2284061412116252e-05,2.3961138567175962e-05,0.0063647986591246234,-0.012415097703194192,846.8646316009283,-1097.8722643167764,972.3684479588524,-125.50381635792405,475.5635709889294,-168.04087248892364,321.8022217389265,153.7613492500029,1075.6089239439402,-1203.6615458040574,1139.6352348739988,-64.02631093005857
820,14,4,-73.33333333333333,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005129460030928639,-0.0007571914081504354,-0.08551950701769681,0.12624064824097614,-2.1710039537770912e-05,1.441238550977939e-05,0.003165882542877294,-0.0021016967568043914,0.00014277629543940783,-0.00016560408294430485,-0.05375324412804972,0.062347581380445535,-9.750255568722753e-06,9.885039289329612e-06,0.005051945890527568,-0.005121782015194302,1911.9825543821871,-2874.160475536101,2393.071514959144,-481.0889605769569,1275.4150811792717,-1553.677477037578,1414.5462791084249,-139.13119792915313,2205.7587205760874,-2945.2457480057815,2575.502234290934,-369.74351371484704
791,14,5,-66.66666666666666,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00026262461311652645,-0.0004005106209057979,-0.04378536397401778,0.06677402816025958,-1.3721420618211166e-05,8.360788945779342e-06,0.002000936291391552,-0.0012192182203110819,0.00011841774693781813,-9.533939625090858e-05,-0.044582597136676005,0.035893926410710444,1.1242042032406627e-06,2.1094552053115452e-05,-0.0005824892244767557,-0.010929819716635035,978.3336182546175,-1516.3812761642541,1247.3574472094358,-269.0238289548183,1113.0597985326683,-704.1639760966872,908.6118873146777,204.44791121799057,1325.166964083361,-1721.2900317233723,1523.2284979033666,-198.0615338200056
758,14,6,-60.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00063273621234679,-0.0011271777614332455,-0.10549119912402531,0.1879256021059798,-1.889876571947185e-05,1.9016027262150215e-05,0.002755926462920987,-0.0027730262139495573,0.00027091582585339727,-0.0003003908520259973,-0.10199595444350232,0.11309288249209994,-2.6762636043044045e-05,2.5890247725145875e-05,0.01386665079949822,-0.013414636127012334,2396.4738823581165,-4292.97276727309,3344.723324815603,-948.2494424574866,2222.028611228386,-2648.140716396422,2435.084663812404,-213.05605258401783,3310.3073382938037,-4745.436268764554,4027.871803529179,-717.5644652353753
729,14,7,-53.33333333333333,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00038779865398434174,-0.0006752881973496544,-0.06465466055081671,0.1125855614119221,-1.743959438852889e-05,2.2453901807439634e-05,0.0025431417263634013,-0.0032743568075027504,0.000246407157466327,-0.00021899695664758743,-0.09276878945081839,0.08244923877418761,-1.7765006792001176e-05,2.90294060244975e-05,0.009204666731602534,-0.01504114301786734,1461.639752300252,-2539.2940870073935,2000.4669196538227,-538.8271673535708,2035.5934634824273,-1761.1053216858802,1898.3493925841537,137.24407089827355,2472.3299417629923,-3175.574515238416,2823.952228500704,-351.6222867377119
696,14,8,-46.666666666666664,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0007965970551118415,-0.0016214610807108914,-0.13281044600045447,0.27033362465965666,-9.384563663948258e-06,-9.521528057998691e-07,0.001368510924382448,0.00013884838582578393,0.0003584098023970223,-0.00039965189731617714,-0.1349361919416748,0.15046325397755977,-4.2940967900033815e-05,4.5921429729976805e-05,0.022249206165810255,-0.023793486906712638,3065.5477315546864,-6262.074278078946,4663.811004816816,-1598.2632732621298,2845.6331871015905,-3441.262799980673,3143.447993541132,-297.81480643954137,4295.617410161058,-6658.072271278869,5476.844840719963,-1181.2274305589058
667,14,9,-40.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005735263397124299,-0.0011125461735202549,-0.09561959648409915,0.18548619098344393,-8.56375561675922e-06,2.770161748523905e-06,0.0012488159849454198,-0.0004039608820306522,0.00037774627984567624,-0.00036492786786741186,-0.14221610062452142,0.13739015086667822,-2.7489275546975245e-05,4.759828073875527e-05,0.014243147951794004,-0.024662321626286565,2220.105310902338,-4296.6315161704415,3258.3684135363897,-1038.2631026340518,3118.5097205645084,-2954.233670800322,3036.3716956824155,82.13802488209308,3695.623528667297,-5172.834745601457,4434.229137134377,-738.6056084670802
634,14,10,-33.33333333333333,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0009026265475338939,-0.002205712054503985,-0.15048792056229238,0.36774125616887227,2.834366652179424e-05,-2.9991107015652275e-05,-0.004133236095050305,0.004373475321278348,0.0004440762829630121,-0.0005135832082667968,-0.1671884032018325,0.1933567717881295,-6.171494628689091e-05,5.267690327033476e-05,0.031976656107182456,-0.027293732264409426,3605.2860107354913,-8609.749700954524,6107.517855845008,-2502.231845109516,3416.4597268150515,-4548.074626472128,3982.2671766435897,-565.8074498285384,5075.682663796498,-8759.225622705138,6917.454143250818,-1841.7714794543203
605,14,11,-26.666666666666657,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0008487093262273338,-0.001940212149440988,-0.14149872061122792,0.32347651707873804,3.5538142223040064e-05,-6.526628670274486e-05,-0.0051823758254548515,0.009517504440798442,0.0005195701749715711,-0.000551287938547833,-0.19561077958317566,0.20755206635955176,-6.651140448279891e-05,7.396699694662567e-05,0.03446186760765176,-0.038324868884244134,3433.3662622088973,-7711.8151395271025,5572.590700868,-2139.224438659103,3996.293342549074,-4553.766346642982,4275.029844596028,-278.736502046954,5349.521024579415,-8346.220480285781,6847.870752432598,-1498.3497278531831
572,14,12,-20.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.001130828968913506,-0.0032302658299291254,-0.1885343395985199,0.5385571573732246,0.00012897595714103993,-0.000180376100549404,-0.018808014165672637,0.02630347802398661,0.00045652139377840424,-0.0005639104104928583,-0.17187381038235644,0.21230424748228124,-0.00010278872196781656,5.866518628695011e-05,0.05325840516464696,-0.030396469578716452,4804.290500217763,-13031.505745949036,8917.8981230834,-4113.607622865637,3165.0616517181243,-5312.328446342538,4238.695049030332,-1073.6333973122069,5817.331752150305,-11389.794939485295,8603.5633458178,-2786.231593667495
543,14,13,-13.333333333333329,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0012828084684625473,-0.0033689481087543064,-0.21387270231089542,0.561678577650815,0.0001861000291394708,-0.0002841599373253841,-0.02713817413628256,0.041437832639521215,0.0005775937436946597,-0.0006457135926707775,-0.21745582777660277,0.2431019818577828,-0.00010601790383615896,6.298163570190175e-05,0.0549315563917666,-0.03263297186625512,5591.631821859171,-13915.053105418678,9753.342463638925,-4161.710641779753,4244.413970229339,-6056.466156954692,5150.440063592016,-906.0260933626769,6738.426820289528,-11972.156768952254,9355.29179462089,-2616.864974331363
510,14,14,-6.666666666666657,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0018283698365094082,-0.004830756283786787,-0.30482991605649346,0.8053945121340482,0.00035197803905079306,-0.0006431706657308989,-0.05132745738985888,0.09379083714636514,0.00044813608402619845,-0.0005311449139702571,-0.16871686054826496,0.19996850415643208,-9.433609903305831e-05,3.675090581492452e-05,0.048878807789126594,-0.019041920111350974,8206.562794615946,-20675.691781868718,14441.127288242333,-6234.564493626386,3514.911592066942,-6006.951483707383,4760.931537887162,-1246.0199458202205,7012.207183721642,-14154.031322663193,10583.119253192417,-3570.912069470776
481,14,15,0.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0023984980216324083,-0.005385766115149887,-0.39988296459303924,0.8979269948553426,0.000406713060690184,-0.000756178804178855,-0.05930923232816242,0.11027033236299057,0.0004997154926336229,-0.0005480704358160959,-0.18813577413138108,0.20634072235255496,-2.304778746657293e-05,-3.814952711123975e-06,0.011941858790964863,0.0019766594358146096,10588.080031059644,-23180.361044391662,16884.220537725654,-6296.140506666009,4996.295685407567,-6853.5093183612,5924.902501884384,-928.6068164768162,8095.2616078717465,-15117.535786477556,11606.39869717465,-3511.1370893029048
448,14,16,6.666666666666671,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0028591671213111483,-0.005566035038055622,-0.4766867491342354,0.9279818336191774,0.0005317631905684676,-0.0010943345194407395,-0.07754475983502963,0.1595821391820999,0.0002601136293152682,-0.00027204149642123755,-0.0979290811166226,0.10241975339874666,1.114915137363409e-05,-4.602793906520158e-05,-0.005776762369755902,0.0238486730907669,12730.849356050994,-24945.955235255355,18838.402295653173,-6107.55293960218,3534.1900520539107,-5169.623532835463,4351.906792444687,-817.7167403907763,7494.761925080922,-13044.834556550624,10269.798240815773,-2775.036315734851
419,14,17,13.333333333333343,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0036471378148774506,-0.006385393297726004,-0.6080589888083265,1.0645870786457254,0.0005162786377713919,-0.001142330142091469,-0.0752867134920354,0.16658113628756865,0.00010679139726873402,-0.00012046985424094502,-0.040205441880217,0.04535518634346591,3.141061558950311e-05,-4.683119696835417e-05,-0.01627493035724791,0.02426486889550898,15675.377569136079,-28216.187059225496,21945.78231418079,-6270.404745044709,2700.848763744508,-4163.062914077502,3431.955838911005,-731.107075166497,8627.09510792469,-14270.692318666275,11448.893713295482,-2821.7986053707928
386,14,18,20.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0029482094394268875,-0.004121622494102572,-0.49153208393177034,0.6871661377287096,0.0004904066325247168,-0.0012634253909642704,-0.07151390922711566,0.18423994035214872,-0.0001343841988195745,0.00019898533239141582,0.050593739134845,-0.0749151469228039,0.0001509347388583376,-7.47065993564754e-05,-0.07820452790583794,0.03870808256810392,12898.54574120636,-19906.28857575697,16402.417158481665,-3503.8714172753052,1769.9518109508303,-1044.4074419745978,1407.1796264627142,362.7721844881163,4693.565341891044,-6215.630300427476,5454.59782115926,-761.0324792682159
357,14,19,26.66666666666667,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0033362246521100847,-0.004505966342501345,-0.5562228496341134,0.7512448053509561,0.0004924531353892722,-0.0013536030210242749,-0.07181234201815559,0.1973901598286411,-0.00029160637130633846,0.0003271064011188554,0.10978565046728275,-0.12315090667590245,0.00016635756205738827,-9.715467704378449e-05,-0.08619562800896927,0.050339210903491804,14368.646036340911,-21657.53253754932,18013.089286945116,-3644.443250604204,723.1588553990956,-366.08558707732766,544.6222212382116,178.53663416088398,4760.597878070257,-6168.472958098607,5464.5354180844315,-703.9375400141748
324,14,20,33.33333333333334,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0017576156786318433,-0.0018442449424887195,-0.2930336243130013,0.3074766492974553,0.000462842661980335,-0.00118928579091297,-0.06749437287357651,0.1734284784416369,-0.0003299448590519087,0.0003327469328103278,0.12421954570840463,-0.12527448661675047,0.0002066039383291964,-0.00021092760122003035,-0.10704867270937828,0.10928891254918756,8230.89981641201,-10949.455446318814,9590.177631365412,-1359.2778149534024,329.21006762146226,-693.6114612362709,511.41076442886657,-182.2006968074043,209.8357093477695,1284.314012387086,-537.2391515196582,747.0748608674278
295,14,21,40.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0016705030488709536,-0.0017326991310685673,-0.27851001148192966,0.2888794816715806,0.0005216239348920679,-0.0013022080422201406,-0.07606619539078546,0.18989544910255168,-0.00046726172315360987,0.0004567776888745273,0.17591739160250444,-0.17197030184004783,0.000187492421122676,-0.00020131972410973483,-0.09714633218786972,0.10431073788064299,8066.387528501396,-10872.944143217863,9469.665835859629,-1403.2783073582332,-1078.3966441849238,474.27906704255423,-776.3378556137391,-302.0587885711848,-723.1279204130741,2408.8154083693007,-1565.9716643911875,842.8437439781133
262,14,22,46.666666666666686,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005945139221249249,-0.0005367603289169368,-0.09911869325176596,0.08948988478095783,0.0005707467153517545,-0.0012825587707753433,-0.08322956111586159,0.18703007958817963,-0.00035186475356000825,0.00036746444499069915,0.1324720741629968,-0.13834513606879498,0.00019043724258657892,-0.00019335307289265697,-0.09867214641787053,0.10018293932257348,4128.194265828571,-6243.9309398914775,5186.062602860024,-1057.8683370314534,-382.6336519740523,198.3783681088846,-290.50601004146847,-92.12764193258387,-3058.3697811911316,4950.901829197349,-4004.63580519424,946.2660240031087
233,14,23,53.33333333333334,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0003904676312156825,-0.00041853376222043695,-0.06509963841532772,0.06977888666553031,0.0006940746658600276,-0.001510366346281983,-0.10121395054471038,0.22025028746375325,-0.0004571000123391103,0.0004057076704336769,0.17209165203915902,-0.15274316640817182,0.00018043819072707023,-0.00016136344242192625,-0.09349129053211715,0.08360800125484508,3734.692479352292,-6528.734986216074,5131.713732784183,-1397.0212534318907,-1419.121950560846,840.3033603732401,-1129.712655467043,-289.40929509380294,-4346.596461712286,5738.243014274159,-5042.419737993223,695.8232762809362
200,14,24,60.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,9.157876380775958e-05,-0.00014387412405461432,-0.015268216706840834,0.02398701634785142,0.000574820518763827,-0.001108638880541391,-0.08382362650588338,0.16166808319969497,-0.000298158546940447,0.00031563228124228753,0.11225245138368253,-0.11883106377073752,0.00015233302464414699,-0.00014128045454485106,-0.07892902831299273,0.07320230805429284,2218.735879700285,-4168.207352468349,3193.4716160843172,-974.7357363840322,-525.3820759266483,559.1095689523689,-542.2458224395086,16.863746512860303,-3805.810789599539,4905.0530110226955,-4355.431900311118,549.6211107115782
171,14,25,66.66666666666669,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-4.3441754467733114e-05,-1.3928704918276562e-05,0.007242706646827655,0.0023222248946744004,0.0006751259604653166,-0.0012902794218156508,-0.09845074159178004,0.18815594922584802,-0.0003627380070783649,0.00033558835633493297,0.13656569943209088,-0.12634424215228407,0.00015441100896398152,-0.00011789984065617823,-0.08000570412637799,0.06108800033996024,2022.0081434673643,-4260.724890012019,3141.366516739692,-1119.3583732723275,-1058.884134456134,967.2577639227109,-1013.0709491894224,-45.81318526671157,-4741.357528875945,5586.990666558061,-5164.174097717003,422.81656884105814
138,14,26,73.33333333333334,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-3.7565968782441676e-05,1.8569958100552364e-05,0.006263082491228587,-0.0030960250250960915,0.0005091100305944058,-0.0009616402520200169,-0.07424134605827828,0.1402318996748765,-0.00022855769560852418,0.00027617778161441193,0.08604872098396303,-0.1039770059320728,0.00012585952240501565,-9.751971247447497e-05,-0.0652121877745891,0.05052834843234689,1514.868472556632,-3062.3190067491287,2288.5937396528802,-773.7252670962483,-303.49675832158294,842.926375029454,-573.2115666755185,269.7148083539355,-3425.121651204956,4449.209419477935,-3937.1655353414453,512.0438841364894
109,14,27,80.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.00015372865976844897,0.0001360204326428545,0.02562998662358014,-0.02267763131754985,0.0005823425259296441,-0.0010564289408411095,-0.0849205287539068,0.1540545301992858,-0.00025309306604128244,0.00026583376311045584,0.09528593891699094,-0.10008263011711699,0.00014343179366171238,-9.116477747654871e-05,-0.07431699153453135,0.047235635998189744,1310.0922736946368,-2924.7939669436705,2117.4431203191534,-807.3508466245169,-317.8353686606537,825.6505866911788,-571.7429776759162,253.90760901526252,-4158.633281870316,4870.667517653024,-4514.65039976167,356.01711789135425
76,14,28,86.66666666666669,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.00011233912406422265,0.00010904175349561451,0.01872943048750672,-0.018179685477736213,0.00043372628421019265,-0.0007660629238561115,-0.06324845559028729,0.11171169141180735,-0.0001863229480383272,0.0002256651185600462,0.0701479393462239,-0.08495970687439038,0.00010339753628217923,-7.387919994735692e-05,-0.05357385299592281,0.03827937821104791,983.7690776810138,-2077.3175376382187,1530.5433076596162,-546.7742299786025,-257.02484665379365,795.2765752050368,-526.1507109294153,269.12586427562155,-3054.113225594185,3790.204307592451,-3422.1587665933184,368.045540999133
47,14,29,93.33333333333334,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.00020101073801925807,0.00020848964092336157,0.033512960656714996,-0.034759860107214,0.00047207372086577185,-0.0008552782539143458,-0.06884049885030873,0.1247215827801305,-0.00017460135951006384,0.0002039571056049996,0.06573492801413144,-0.0767869488103412,0.00013856111139155724,-4.3043557862527306e-05,-0.07179332196450396,0.022302361586791313,778.0859647525962,-1988.032493911818,1383.059229332207,-604.9732645796109,239.00947683882717,960.5453644168736,-360.7679437890232,599.7774206278503,-3580.9291431383554,3905.4663662692656,-3743.1977547038105,162.2686115654551
14,14,30,100.0,-6.666666666666657,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.0002507523658515711,0.00024406118997110344,0.04180599630730576,-0.04069042847128403,0.0006448049785743654,-0.0010523633734939274,-0.09402916202328346,0.15346166583950688,-0.0001780062688732589,0.00019595177838793804,0.06701682795186571,-0.07377305699518168,0.00010561123460175105,-6.466705747906446e-05,-0.054720846943886944,0.03350624739846337,1149.2116292252042,-2504.2650047843817,1826.7383170047929,-677.5266877795888,-115.08609002572146,568.3980686017812,-341.74207931375133,226.6559892880299,-3873.9221358220702,4575.25510122297,-4224.58861852252,350.6664827004497
945,15,0,-100.0,0.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.000489724393283462,-0.0005192843797065799,-0.0816479481965282,0.08657625536943192,-3.1756241331837596e-05,3.105649433792678e-05,0.004630877336033892,-0.00452883621406362,6.072707465789581e-05,-6.81455781202286e-05,-0.02286287971838775,0.025655840737920498,-2.6784596730719216e-05,2.6742932426046814e-06,0.013878029394148563,-0.0013856441671520384,1774.673324126697,-1895.2619383954395,1834.9676312610682,-60.29430713437125,359.4101798898712,-712.9228760993857,536.1665279946285,-176.75634810475725,1870.2683504100453,-1800.04666078124,1835.1575055956428,35.11084481440264
914,15,1,-93.33333333333333,0.0,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0002993642633159919,-0.00029414566009461677,-0.049910680779521946,0.04904062355688643,-1.5556606989093277e-05,2.32869046910414e-05,0.0022685536987386854,-0.003395830067962416,6.161046928968619e-05,-4.3901996108588495e-05,-0.023195465230274697,0.016528476994524224,-2.103095756172255e-05,9.47472519078682e-06,0.01089686920295997,-0.00490918403667482,1100.4900243928341,-1054.3331252041587,1077.4115747984965,23.078449594337712,378.20116904209505,-354.73165169440875,366.4664103682519,11.734758673843146,1297.8636549719145,-1121.2654658276795,1209.5645603997968,88.2990945721175
