Frequency_Hz	Intensity_Averaged	Intensity_StdDev
2720000000.0	1.4787709999999998	0.0007538637144736816
2720500000.0	1.4777200000000001	0.0003911144333823958
2721000000.0	1.47660725	0.00038803245676094435
2721500000.0	1.47755825	0.000908611406212808
2722000000.0	1.4785485	0.0010106444726014994
2722500000.0	1.4786424999999999	0.0005675744444564173
2723000000.0	1.47693325	0.0002222435319644173
2723500000.0	1.4772557499999999	0.0005199285407630502
2724000000.0	1.4760892499999998	0.00011927567857701438
2724500000.0	1.4767395	0.0006160282055230724
2725000000.0	1.4776807499999998	0.0014752434333017194
2725500000.0	1.4774082500000003	0.0007061240595674132
2726000000.0	1.4777652499999998	0.0010822616076993686
2726500000.0	1.477357	0.0013551641966934671
2727000000.0	1.4770322500000002	0.0009077239048851692
2727500000.0	1.475328	0.001228095069609794
2728000000.0	1.47654125	0.0007066386541224017
2728500000.0	1.4768252499999999	0.0004714882686769876
2729000000.0	1.47592075	0.0011504871522533373
2729500000.0	1.477715	0.00044381809336706545
2730000000.0	1.4793607500000001	0.0008112725728754779
2730500000.0	1.4777500000000001	0.0006986225733541195
2731000000.0	1.4783837499999999	0.0011636673440034383
2731500000.0	1.4777027500000002	0.0003398789306503072
2732000000.0	1.4787515	0.00032761600998730935
2732500000.0	1.47755975	0.00024373897410959154
2733000000.0	1.47647225	0.0008024407688421032
2733500000.0	1.477384	0.0006003877913482084
2734000000.0	1.47724775	0.0010878144085735128
2734500000.0	1.47867375	0.0009430221033994603
2735000000.0	1.4782235	0.0009937666979729274
2735500000.0	1.4778215	0.0008029350845491395
2736000000.0	1.47814375	0.0005311432833990583
2736500000.0	1.4772045	0.0002550436237195727
2737000000.0	1.4784562499999998	0.0002229959360616695
2737500000.0	1.4780305	0.0006048944122737641
2738000000.0	1.4777204999999998	0.0007302398578549072
2738500000.0	1.4781434999999998	0.000822060977057061
2739000000.0	1.4772967499999998	0.00035765162868354284
2739500000.0	1.477142	0.000573426978786323
2740000000.0	1.4765072499999998	0.00029273825766371086
2740500000.0	1.4757412499999998	0.0008007972199627359
2741000000.0	1.4758390000000001	0.0003649136884250573
2741500000.0	1.47687825	0.0003011057746042072
2742000000.0	1.4768237499999999	0.0003644553299102231
2742500000.0	1.476405	0.0008351691445449704
2743000000.0	1.475871	0.0004075641053871359
2743500000.0	1.47666325	0.00022439627336473184
2744000000.0	1.47554475	0.0004183176872904135
