f_GHz,y_fit,y_model,residuals,baseline_raw
2.802,0.908092987209922,0.9133178489673612,-0.005224861757439192,0.0779895486269857
2.8022,0.9274811818451121,0.9282048907993201,-0.0007237089542080355,0.07798231875314787
2.8024,0.9417287534624814,0.9402254216895456,0.001503331772935823,0.07797510878946312
2.8026,0.9503388734585695,0.947276768157658,0.003062105300911444,0.07796791873593056
2.8028,0.9527637242660119,0.9495270751901883,0.00323664907582355,0.0779607485925502
2.803,0.950805662049641,0.9472344992067848,0.0035711628428561903,0.07795359835932247
2.8032,0.9459246541709193,0.940176593639991,0.005748060530928356,0.07794646803624738
2.8034,0.9339138841932082,0.9279986196046169,0.0059152645885912625,0.07793935762332493
2.8036,0.9153051524767528,0.9119463445175279,0.003358807959224941,0.07793226712055512
2.8038,0.8934646399209101,0.8981048756331713,-0.0046402357122612425,0.0779251965279375
2.804,0.8912321839307311,0.8957411629677241,-0.004508979036992988,0.07791814584547252
2.8042,0.9077232969589467,0.9058916708109984,0.0018316261479482954,0.07791111507315973
2.8044,0.9262766164005184,0.9206757515160934,0.005600864884425016,0.07790410421100002
2.8046,0.9374716893665457,0.9336113726017145,0.0038603167648312287,0.07789711325899251
2.8048,0.9494950065140763,0.9420309820862007,0.007464024427875526,0.07789014221713764
2.805,0.9495543173036296,0.9454237212565616,0.0041305960470680025,0.0778831910854354
2.8052,0.9504781721968577,0.9438138398951986,0.006664332301659082,0.07787625986388536
2.8054,0.9448646767038292,0.9369609632448753,0.00790371345895391,0.07786934855248795
2.8056,0.9308931982406596,0.9246771166582891,0.006216081582370525,0.07786245715124318
2.8058,0.9118816244109277,0.9088900979930227,0.0029915264179050105,0.07785558566015105
2.806,0.8935279993726378,0.896978343982236,-0.003450344609598144,0.07784873407921111
2.8062,0.8963036756937747,0.8983809588674878,-0.0020772831737131403,0.07784190240842381
2.8064,0.9147556081278837,0.912408121755774,0.002347486372109686,0.07783509064778915
2.8066,0.9365063418376633,0.9304225561586886,0.006083785678974718,0.07782829879730713
2.8068,0.9518466006124208,0.9464645333967494,0.00538206721567136,0.0778215268569773
2.807,0.9614237937330953,0.9586622617477104,0.0027615319853848685,0.0778147748268001
2.8072,0.9693731591948613,0.9672842717410537,0.002088887453807642,0.07780804270677555
2.8074,0.9726391772057565,0.9731859168841456,-0.0005467396783890299,0.07780133049690319
2.8076,0.9728119631804775,0.9771024510386142,-0.004290487858136682,0.07779463819718391
2.8078,0.9748815581226731,0.979503797682262,-0.004622239559588959,0.07778796580761682
2.808,0.9778807540941882,0.980646512182562,-0.002765758088373871,0.07778131332820237
2.8082,0.9811858258326484,0.9807298445892517,0.0004559812433966304,0.07777468075894012
2.8084,0.9820206210368216,0.9802493529589195,0.0017712680779021772,0.0777680680998305
2.8086,0.9800788431702638,0.9803538709407644,-0.000275027770500591,0.07776147535087352
2.8088,0.9801362176742874,0.9820483276388553,-0.0019121099645679207,0.07775490251206918
2.809,0.9801296597628292,0.984819258233382,-0.004689598470552836,0.07774834958341703
2.8092,0.9859574451158611,0.9875384884055501,-0.0015810432896889992,0.07774181656491752
2.8094,0.9844729901615298,0.9897112581709396,-0.005238268009409852,0.07773530345657065
2.8096,0.9844915225438665,0.9913415190415124,-0.006849996497645838,0.07772881025837641
2.8098,0.9846372306614235,0.9925624394853345,-0.007925208823911012,0.07772233697033437
2.81,0.983329946948161,0.9934952995509744,-0.010165352602813371,0.07771588359244541
2.8102,0.9840485854601589,0.9942264137024543,-0.010177828242295406,0.0777094501247082
2.8104,0.9858887077671941,0.9948136593266835,-0.008924951559489469,0.07770303656712407
2.8106,0.9878563477336814,0.9952957024741619,-0.007439354740480519,0.07769664291969258
2.8108,0.9872872568887904,0.9956988023846992,-0.008411545495908834,0.07769026918241284
2.811,0.9849202408863921,0.996041214468542,-0.011120973582149918,0.07768391535528618
2.8112,0.9874867684429524,0.9963359501279689,-0.008849181685016583,0.07767758143831216
2.8114,0.9885616099004922,0.9965925096401258,-0.008030899739633557,0.07767126743149033
2.8116,0.9871370008559031,0.996817986689995,-0.009680985834091937,0.07766497333482159
2.8118,0.9873187768443596,0.9970177868149861,-0.009699009970626449,0.07765869914830459
2.812,0.9886354308398055,0.9971961050886456,-0.008560674248840106,0.07765244487194067
2.8122,0.9877581870257646,0.9973562507664111,-0.009598063740646534,0.07764621050572895
2.8124,0.9878244931111569,0.9975008726245794,-0.009676379513422484,0.07763999604966987
2.8126,0.9895362115097895,0.9976321185086853,-0.00809590699889573,0.07763380150376342
2.8128,0.9907886597513472,0.997751750410097,-0.006963090658749782,0.07762762686800917
2.813,0.9873967614129098,0.9978612289003167,-0.010464467487406925,0.07762147214240755
2.8132,0.9880234886964872,0.9979617760677848,-0.00993828737129765,0.07761533732695858
2.8134,0.9865317261155527,0.9980544231163863,-0.011522697000833526,0.07760922242166224
2.8136,0.9874642668071012,0.9981400468469486,-0.010675780039847371,0.07760312742651854
2.8138,0.9868523704282274,0.9982193979628023,-0.01136702753457497,0.07759705234152658
2.814,0.9858316754443935,0.9982931232803958,-0.012461447836002226,0.07759099716668816
2.8142,0.9848488635521504,0.9983617833388363,-0.013512919786685895,0.07758496190200148
2.8144,0.9844401178712163,0.9984258664953732,-0.013985748624156913,0.07757894654746789
2.8146,0.9870823747039073,0.9984858003078373,-0.01140342560393004,0.07757295110308648
2.8148,0.9903631862719549,0.998541960801334,-0.008178774529379096,0.07756697556885728
2.815,0.9872469858929352,0.9985946800695107,-0.01134769417657544,0.07756101994478115
2.8152,0.9869777562625407,0.9986442525534411,-0.011666496290900441,0.07755508423085722
2.8154,0.9894284419379962,0.9986909402619789,-0.009262498323982737,0.07754916842708637
2.8156,0.9935906827081015,0.9987349771383673,-0.005144294430265872,0.07754327253346771
2.8158,0.9941513488997368,0.998776572733406,-0.004625223833669256,0.07753739655000125
2.816,0.9912245857866748,0.9988159153116414,-0.00759132952496655,0.07753154047668742
2.8162,0.9919379457105654,0.9988531744911199,-0.006915228780554505,0.07752570431352668
2.8164,0.9907986726005216,0.998888503497172,-0.008089830896650385,0.07751988806051768
2.8166,0.9906300048382194,0.9989220410950757,-0.008292036256856261,0.07751409171766177
2.8168,0.9914321603094368,0.998953913254175,-0.007521752944738225,0.07750831528495805
2.817,0.9886689458500586,0.9989842345863333,-0.010315288736274741,0.07750255876240697
2.8172,0.9892021952467503,0.9990131095938848,-0.009810914347134436,0.07749682215000853
2.8174,0.9895563421954162,0.9990406337560742,-0.009484291560657998,0.07749110544776228
2.8176,0.9895268436300421,0.9990668944780049,-0.009540050847962833,0.07748540865566911
2.8178,0.9917851330936727,0.9990919719220819,-0.007306838828409212,0.07747973177372769
2.818,0.9922027004275701,0.9991159397386701,-0.0069132393110999946,0.07747407480193935
2.8182,0.9916868236016523,0.9991388657099958,-0.007452042108343493,0.07746843774030365
2.8184,0.9947248953158848,0.9991608123191285,-0.004435917003243639,0.07746282058882015
2.8186,0.9959091669979341,0.999181837254051,-0.003272670256116883,0.07745722334748928
2.8188,0.993602497438069,0.9992019938553222,-0.0055994964172531025,0.0774516460163106
2.819,0.9910394820745783,0.9992213315145835,-0.008181849440005218,0.07744608859528501
2.8192,0.9933995522100277,0.9992398960301001,-0.005840343820072369,0.07744055108441161
2.8194,0.9913088667129513,0.9992577299246624,-0.007948863211711177,0.07743503348369041
2.8196,0.9928118071627015,0.9992748727304155,-0.0064630655677140325,0.07742953579312228
2.8198,0.990809813816397,0.9992913612445693,-0.008481547428172309,0.07742405801270635
2.82,0.9907005694286367,0.9993072297594056,-0.008606660330768845,0.0774186001424435
2.8202,0.9907957488691239,0.9993225102695465,-0.008526761400422633,0.07741316218233285
2.8204,0.9915304003552916,0.9993372326590629,-0.007806832303771327,0.07740774413237439
2.8206,0.9922521042877233,0.9993514248706766,-0.007099320582953372,0.07740234599256857
2.8208,0.9931911863405573,0.9993651130590171,-0.006173926718459843,0.07739696776291538
2.821,0.9923513687508713,0.9993783217296621,-0.007026952978790857,0.07739160944341483
