,x,y,z
pair_1,-8.053038589704482,17.1873587640862,-3.2162522910150186
pair_2,-8.899721630746987,-9.868535035396846,-3.683939931190759
pair_3,6.339774295188693,-9.031132920143879,8.35797906847514
pair_4,10.612985925262775,1.7123091914545272,-1.4577868462693637
