,x,y,z
pair_1,-2.980097797614988,4.925253539727823,5.071228024921332
pair_2,2.277402571292863,-2.4898209698303404,1.3735245977537396
pair_3,0.15802999860463096,3.19251619615245,-7.059244937298015
pair_4,0.5446652277174913,-5.627948766049933,0.6144923146229424
