rank,candidate_idx,perm,signs,alpha_deg,beta_deg,gamma_deg,chi2,chi2_data_only,rms_MHz_per_mm,surface_cosine_abs,success
128,98,"(1, 0, 2, 3)","(-1, -1, 1, -1)",4.196540545334086e-11,89.83846010571179,-7.35056080231989e-10,3.1593524442496557e-09,6.670523256414547e-22,4.825746709703271e-15,0.9999960254859138,True
129,237,"(2, 1, 0, 3)","(1, 1, -1, 1)",4.6313511114233405e-10,89.83846010566529,29.9999999997701,3.159352447956237e-09,6.670872356033758e-22,8.934364154602785e-15,0.9999960254859115,True
130,381,"(3, 2, 1, 0)","(1, 1, -1, 1)",30.000000000082107,89.83846010566026,-1.6780375319714782e-09,3.1593524483087447e-09,1.6675855247859823e-22,4.381280105217875e-15,0.9999960254859113,True
131,287,"(2, 3, 1, 0)","(1, 1, 1, 1)",-1.671369955485063e-10,89.83846010564363,29.999999999782485,3.159352449544124e-09,1.854349451705743e-23,2.2824918170493184e-15,0.9999960254859105,True
132,272,"(2, 3, 1, 0)","(-1, -1, -1, -1)",-9.185134234195941e-11,89.83846010563057,-3.7781441806075644e-11,3.1593524506034248e-09,2.9648242757167958e-22,3.132324617386636e-15,0.9999960254859098,True
133,207,"(2, 0, 1, 3)","(1, 1, 1, 1)",4.209359050031462e-10,89.83846010550255,7.975298335974244e-11,3.1593524606638683e-09,1.855617355590711e-23,3.980321157041057e-15,0.9999960254859035,True
134,175,"(1, 3, 0, 2)","(1, 1, 1, 1)",7.616277239241255e-10,89.83846010548375,30.000000000685876,3.159352462076177e-09,2.9646257718734325e-22,2.3393850751791097e-15,0.9999960254859026,True
135,260,"(2, 3, 0, 1)","(-1, 1, -1, -1)",30.00000000021954,89.83846010547761,4.871849872491475e-10,3.1593524626054664e-09,7.411605525124072e-23,3.161050162967915e-15,0.9999960254859023,True
136,95,"(0, 3, 2, 1)","(1, 1, 1, 1)",2.172078744109907e-10,89.83846010547755,2.25503831342408e-10,3.1593524626058556e-09,4.6321985595522695e-22,3.372350028828006e-15,0.9999960254859023,True
137,158,"(1, 2, 3, 0)","(1, 1, 1, -1)",-1.3496616098513124e-09,89.83846010543286,1.053937998620802e-09,3.1593524661356362e-09,1.667663932721037e-22,4.946829556801353e-15,0.9999960254859,True
138,221,"(2, 0, 3, 1)","(1, 1, -1, 1)",30.000000001167617,89.83846010538704,-2.059832503293987e-09,3.1593524696664554e-09,9.078983026755508e-22,4.22079480385403e-15,0.9999960254858978,True
139,29,"(0, 1, 3, 2)","(1, 1, -1, 1)",-1.7660479767868965e-09,89.83846010536185,-1.8912432245862885e-09,3.159352471608276e-09,1.1858306173089536e-21,5.0828333285666705e-15,0.9999960254858966,True
140,93,"(0, 3, 2, 1)","(1, 1, -1, 1)",1.4874378053076545e-11,89.8384601053468,30.00000000031911,3.1593524728426176e-09,4.2376862042566856e-26,4.381280105217875e-15,0.9999960254858958,True
141,109,"(1, 0, 2, 3)","(1, 1, -1, 1)",30.000000000089035,89.83846010523672,-6.303480687664157e-10,3.159352481493161e-09,1.8529549201243405e-21,5.3306122716015025e-15,0.9999960254858904,True
142,368,"(3, 2, 1, 0)","(-1, -1, -1, -1)",4.903683175193359e-11,89.8384601051384,3.1055155801017764e-10,3.1593524890821604e-09,1.1858499557670363e-21,3.461332835490415e-15,0.9999960254858856,True
143,256,"(2, 3, 0, 1)","(-1, -1, -1, -1)",30.0000000002153,89.83846010513783,-1.4377451211231741e-11,3.1593524890824755e-09,1.50088874762547e-21,4.946829556801353e-15,0.9999960254858856,True
144,271,"(2, 3, 0, 1)","(1, 1, 1, 1)",-3.36445872249463e-11,89.8384601049674,29.999999999788656,3.159352502495344e-09,7.411648218922435e-23,2.6178672835167827e-15,0.9999960254858772,True
145,210,"(2, 0, 3, 1)","(-1, -1, 1, -1)",29.999999998187636,89.83846010492815,2.3356094000516897e-10,3.159352505497022e-09,1.1858248975682294e-21,5.391920926518925e-15,0.9999960254858753,True
146,352,"(3, 2, 0, 1)","(-1, -1, -1, -1)",29.999999999723546,89.83846010491226,-5.346940545838548e-10,3.1593525067315295e-09,1.6676309185853995e-22,2.0511601988091347e-15,0.9999960254858745,True
147,34,"(0, 2, 1, 3)","(-1, -1, 1, -1)",30.000000000230383,89.83846010483337,5.137688239616831e-10,3.1593525129090177e-09,1.8536463143007634e-23,3.582656041547046e-15,0.9999960254858706,True
148,141,"(1, 2, 0, 3)","(1, 1, -1, 1)",-6.917217854438403e-10,89.83846010478952,29.999999999017074,3.1593525164397442e-09,6.670284939673319e-22,4.450134339712209e-15,0.9999960254858684,True
149,350,"(3, 1, 2, 0)","(1, 1, 1, -1)",29.999999999530186,89.83846010477382,-1.8620491984540137e-09,3.1593525176746777e-09,7.412991393920643e-23,3.4967619351230766e-15,0.9999960254858676,True
150,112,"(1, 0, 3, 2)","(-1, -1, -1, -1)",29.999999999492566,89.83846010476816,6.779253925893391e-12,3.1593525180276113e-09,6.73397247415268e-27,1.88411095042053e-15,0.9999960254858674,True
151,224,"(2, 1, 0, 3)","(-1, -1, -1, -1)",29.9999999988272,89.83846010476704,-1.027071182108851e-09,3.1593525182041896e-09,7.412072376176944e-23,2.160422880492996e-15,0.9999960254858673,True
152,32,"(0, 2, 1, 3)","(-1, -1, -1, -1)",-8.150096117353498e-10,89.83846010474848,29.999999999440742,3.1593525196161654e-09,1.8530512791239306e-23,5.045512738619311e-15,0.9999960254858664,True
153,240,"(2, 1, 3, 0)","(-1, -1, -1, -1)",30.00000000003501,89.83846010467605,1.9099202797056784e-10,3.1593525252642894e-09,1.8530218906432626e-23,2.2932668186396043e-15,0.9999960254858629,True
154,270,"(2, 3, 0, 1)","(1, 1, 1, -1)",1.625395428170512e-09,89.83846010467039,30.000000002728953,3.159352525794246e-09,4.632393653743058e-22,4.965068306494546e-15,0.9999960254858625,True
155,319,"(3, 0, 2, 1)","(1, 1, 1, 1)",5.427918377350009e-10,89.83846010459483,5.217640297906491e-10,3.159352531618707e-09,2.964628789996515e-22,2.462593796972316e-15,0.9999960254858589,True
156,159,"(1, 2, 3, 0)","(1, 1, 1, 1)",3.139185302057417e-10,89.83846010455022,1.7910897549776943e-10,3.1593525351485625e-09,7.412088687115917e-23,2.3638453302438168e-15,0.9999960254858566,True
157,77,"(0, 3, 1, 2)","(1, 1, -1, 1)",29.999999999356074,89.83846010453702,-3.3444176046569055e-10,3.1593525362090126e-09,1.500850846507585e-21,5.768888059150692e-15,0.999996025485856,True
158,263,"(2, 3, 0, 1)","(-1, 1, 1, 1)",-3.777444930974741e-09,89.83846010451472,-1.5322289796836787e-09,3.1593525379737367e-09,1.1858677740235632e-21,5.618796206575976e-15,0.9999960254858549,True
159,264,"(2, 3, 0, 1)","(1, -1, -1, -1)",-3.777444930974741e-09,89.83846010451472,-1.5322289796836787e-09,3.1593525379737367e-09,1.1858677740235632e-21,5.618796206575976e-15,0.9999960254858549,True
160,177,"(1, 3, 2, 0)","(-1, -1, -1, 1)",29.999999995793996,89.83846010445878,-6.212794962264109e-09,3.1593525422088105e-09,1.6675770756592634e-22,3.079409921534359e-15,0.9999960254858522,True
161,191,"(1, 3, 2, 0)","(1, 1, 1, 1)",-1.655256955127161e-09,89.83846010435275,30.000000000069015,3.1593525505043447e-09,1.8535222703841628e-23,2.296847253011292e-15,0.999996025485847,True
162,47,"(0, 2, 1, 3)","(1, 1, 1, 1)",2.0433384360607716e-10,89.8384601042868,29.999999999567176,3.1593525557996096e-09,1.6676333706283776e-22,3.423137648849436e-15,0.9999960254858437,True
163,4,"(0, 1, 2, 3)","(-1, 1, -1, -1)",2.4834606970166485e-10,89.83846010425349,30.00000000043413,3.159352558270664e-09,1.6676167437094091e-22,5.267030330297353e-15,0.9999960254858421,True
164,11,"(0, 1, 2, 3)","(1, -1, 1, 1)",2.4834606970166485e-10,89.83846010425349,30.00000000043413,3.159352558270664e-09,1.6676167437094091e-22,5.267030330297353e-15,0.9999960254858421,True
165,296,"(3, 0, 1, 2)","(1, -1, -1, -1)",29.999999990070638,89.83846010411465,-8.679800483797359e-10,3.1593525692159804e-09,2.2420283319741835e-21,5.744621937233613e-15,0.9999960254858352,True
166,315,"(3, 0, 2, 1)","(1, -1, 1, 1)",-4.614301326095107e-10,89.83846010402866,-4.504210712554175e-10,3.1593525759209046e-09,1.855524350388977e-23,4.261482772730095e-15,0.999996025485831,True
167,18,"(0, 1, 3, 2)","(-1, -1, 1, -1)",-1.7660479550424164e-09,89.8384601039705,-1.8912432326586423e-09,3.1593525805102833e-09,2.9645652307247397e-22,3.335599748779024e-15,0.9999960254858281,True
168,212,"(2, 0, 3, 1)","(-1, 1, -1, -1)",2.2533887293492116e-10,89.83846010372892,30.00000000109574,3.159352599396366e-09,4.632192471865169e-22,4.134245551462635e-15,0.9999960254858162,True
169,219,"(2, 0, 3, 1)","(1, -1, 1, 1)",2.2533887293492116e-10,89.83846010372892,30.00000000109574,3.159352599396366e-09,4.632192471865169e-22,4.134245551462635e-15,0.9999960254858162,True
170,359,"(3, 2, 0, 1)","(-1, 1, 1, 1)",29.999999997864624,89.83846010365667,2.487871900664556e-09,3.1593526050452126e-09,1.1858388640503676e-21,6.290828409564787e-15,0.9999960254858127,True
171,360,"(3, 2, 0, 1)","(1, -1, -1, -1)",29.999999997864624,89.83846010365667,2.487871900664556e-09,3.1593526050452126e-09,1.1858388640503676e-21,6.290828409564787e-15,0.9999960254858127,True
172,226,"(2, 1, 0, 3)","(-1, -1, 1, -1)",-5.392606570437742e-10,89.83846010330893,29.99999999966882,3.1593526322257927e-09,1.6678401768444422e-22,4.150116034200179e-15,0.9999960254857956,True
173,258,"(2, 3, 0, 1)","(-1, -1, 1, -1)",-8.585879306473345e-10,89.83846010277317,30.0000000004381,3.159352674234737e-09,1.1858236095597527e-21,3.215177254652327e-15,0.9999960254857692,True
174,337,"(3, 1, 2, 0)","(-1, -1, -1, 1)",-5.060775057868833e-09,89.83846010151393,29.999999996632873,3.159352772723907e-09,1.1858408980507886e-21,6.007527479243128e-15,0.9999960254857072,True
175,232,"(2, 1, 0, 3)","(1, -1, -1, -1)",30.000000001094897,89.83846010050512,-3.2314443914885856e-09,3.1593528516206287e-09,6.670679221571808e-22,5.700106010750188e-15,0.9999960254856576,True
176,2,"(0, 1, 2, 3)","(-1, -1, 1, -1)",6.671863298035035e-10,89.83845990413917,29.99999999938718,3.1593682134789555e-09,4.632391542523022e-22,4.345498581144397e-15,0.9999960254759949,True
177,1,"(0, 1, 2, 3)","(-1, -1, -1, 1)",29.999999996179778,89.8384599040816,1.505367429682094e-09,3.159368217891767e-09,6.670532978956326e-22,4.343607177972689e-15,0.9999960254759921,True
178,228,"(2, 1, 0, 3)","(-1, 1, -1, -1)",-1.117433946336633e-09,89.83845990376702,-1.4001039970879336e-09,3.1593682426020017e-09,2.964575917659711e-22,4.84444134347038e-15,0.9999960254759765,True
179,235,"(2, 1, 0, 3)","(1, -1, 1, 1)",-1.117433946336633e-09,89.83845990376702,-1.4001039970879336e-09,3.1593682426020017e-09,2.964575917659711e-22,4.84444134347038e-15,0.9999960254759765,True
180,111,"(1, 0, 2, 3)","(1, 1, 1, 1)",9.840551483753241e-11,89.83845990339559,30.000000000143586,3.1593682715487108e-09,2.9645765816975617e-22,2.6645352591003757e-15,0.9999960254759583,True
181,143,"(1, 2, 0, 3)","(1, 1, 1, 1)",4.1792880858599395e-11,89.83845990278286,-4.706079912233641e-11,3.1593683195576093e-09,1.8536182449218408e-23,3.820199830714189e-15,0.9999960254759281,True
182,167,"(1, 3, 0, 2)","(-1, 1, 1, 1)",-1.8021540874634265e-09,89.83845990271577,3.097272532904722e-10,3.1593683248542217e-09,1.5009758363660064e-21,8.848414820926143e-15,0.9999960254759248,True
183,231,"(2, 1, 0, 3)","(-1, 1, 1, 1)",3.77200330280772e-10,89.8384599022848,8.425141559317912e-10,3.1593683585669e-09,1.8528788340253652e-21,8.265509138134083e-15,0.9999960254759036,True
184,215,"(2, 0, 3, 1)","(-1, 1, 1, 1)",29.999999997590606,89.83845990101698,-1.845917637765263e-10,3.1593684577641107e-09,3.631591672228927e-21,6.3428626160647376e-15,0.9999960254758412,True
185,216,"(2, 0, 3, 1)","(1, -1, -1, -1)",29.999999997590606,89.83845990101698,-1.845917637765263e-10,3.1593684577641107e-09,3.631591672228927e-21,6.3428626160647376e-15,0.9999960254758412,True
186,132,"(1, 2, 0, 3)","(-1, 1, -1, -1)",5.474817574750105e-09,89.83845988017167,30.00000000479403,3.1593700884846512e-09,4.632394848286664e-22,3.854462398527502e-15,0.9999960254748155,True
187,39,"(0, 2, 1, 3)","(-1, 1, 1, 1)",1.1481439799044262e-09,89.83845987623579,4.731027843575779e-10,3.1593703963084924e-09,6.671323320760043e-22,5.93597398072733e-15,0.9999960254746219,True
188,40,"(0, 2, 1, 3)","(1, -1, -1, -1)",1.1481439799044262e-09,89.83845987623579,4.731027843575779e-10,3.1593703963084924e-09,6.671324173766244e-22,5.924889052322839e-15,0.9999960254746219,True
189,295,"(3, 0, 1, 2)","(-1, 1, 1, 1)",6.748835484969987e-09,89.83845987597304,7.76466779437588e-09,3.159370416965527e-09,6.688787242925642e-21,7.436560789533785e-15,0.9999960254746089,True
190,247,"(2, 1, 3, 0)","(-1, 1, 1, 1)",2.577301822875187e-09,89.83845987576296,-4.2884088426047887e-10,3.159370433375988e-09,2.241951899410392e-21,1.0051862229311439e-14,0.9999960254745985,True
191,248,"(2, 1, 3, 0)","(1, -1, -1, -1)",2.577301822875187e-09,89.83845987576296,-4.2884088426047887e-10,3.159370433375988e-09,2.241951899410392e-21,1.0051862229311439e-14,0.9999960254745985,True
192,305,"(3, 0, 2, 1)","(-1, -1, -1, 1)",5.215868483391776e-09,89.83845987466016,30.000000006252307,3.15937051950796e-09,7.411859138568774e-23,4.6594108528621865e-15,0.9999960254745444,True
193,349,"(3, 1, 2, 0)","(1, 1, -1, 1)",6.763017044582909e-11,89.83845987443827,30.000000008725188,3.159370536982117e-09,2.964712544828592e-22,2.8894251874013007e-15,0.9999960254745334,True
194,81,"(0, 3, 2, 1)","(-1, -1, -1, 1)",30.000000002640146,89.83845987288304,2.566571011059382e-09,3.159370658594846e-09,1.5008264527681747e-21,8.26849110292527e-15,0.9999960254744569,True
195,206,"(2, 0, 1, 3)","(1, 1, 1, -1)",3.5582273350595945e-09,89.83845987282562,30.000000004026212,3.1593706631847013e-09,2.2419891995006933e-21,4.911822067014366e-15,0.999996025474454,True
196,382,"(3, 2, 1, 0)","(1, 1, 1, -1)",2.1476420348635366e-09,89.83845987221316,30.00000000128459,3.1593707110158163e-09,6.672259990018048e-22,6.641571522133014e-15,0.9999960254744239,True
197,190,"(1, 3, 2, 0)","(1, 1, 1, -1)",2.7099085752976657e-09,89.83845987220619,2.453304481225507e-09,3.1593707115451255e-09,4.632413686955792e-22,6.591895645102709e-15,0.9999960254744236,True
198,48,"(0, 2, 3, 1)","(-1, -1, -1, -1)",30.00000000095594,89.83845987188947,1.5086347503305762e-09,3.1593707362555734e-09,2.964626871561084e-22,2.485841995025279e-15,0.999996025474408,True
199,59,"(0, 2, 3, 1)","(1, -1, 1, 1)",7.598530648475633e-10,89.83845987152695,30.000000001611845,3.1593707646725585e-09,7.422177094116555e-23,6.5430985557633164e-15,0.9999960254743901,True
200,7,"(0, 1, 2, 3)","(-1, 1, 1, 1)",4.5017286229420204e-09,89.83845987096159,4.8905713077214725e-09,3.1593708089769402e-09,1.853088297713634e-21,8.343678738167853e-15,0.9999960254743623,True
201,8,"(0, 1, 2, 3)","(1, -1, -1, -1)",4.5017286229420204e-09,89.83845987096159,4.8905713077214725e-09,3.1593708089769402e-09,1.853088297713634e-21,8.343678738167853e-15,0.9999960254743623,True
202,13,"(0, 1, 2, 3)","(1, 1, -1, 1)",-8.968646684578929e-10,89.83845987084668,3.572422617396388e-11,3.1593708179777195e-09,9.079384397829924e-22,4.144171725538061e-15,0.9999960254743566,True
203,267,"(2, 3, 0, 1)","(1, -1, 1, 1)",1.554868132920013e-10,89.83845987070204,3.1895395947177516e-10,3.159370829273389e-09,2.964573186524744e-22,4.673498294993458e-15,0.9999960254743495,True
204,64,"(0, 3, 1, 2)","(-1, -1, -1, -1)",29.99999999891361,89.83845987064093,1.1347079639971982e-10,3.159370834039008e-09,2.964561995281232e-22,2.4759052117669906e-15,0.9999960254743465,True
205,336,"(3, 1, 2, 0)","(-1, -1, -1, -1)",30.000000000788877,89.83845987063846,1.4333201129757323e-10,3.159370834215883e-09,6.670323186988911e-22,2.5414166642833352e-15,0.9999960254743464,True
206,152,"(1, 2, 3, 0)","(1, -1, -1, -1)",2.0196444724040327e-09,89.83845987062524,7.021825246818628e-09,3.159370835281654e-09,7.411477915160805e-21,8.785037956327925e-15,0.9999960254743457,True
207,16,"(0, 1, 3, 2)","(-1, -1, -1, -1)",1.9824807720551368e-10,89.83845987056294,2.1513031187994728e-10,3.159370840040528e-09,6.670324979691172e-22,3.5341615223415233e-15,0.9999960254743427,True
208,173,"(1, 3, 0, 2)","(1, 1, -1, 1)",29.99999999994249,89.8384598705229,-6.946665560371984e-10,3.159370843217848e-09,9.07904817073624e-22,8.485280914831837e-15,0.9999960254743407,True
209,367,"(3, 2, 0, 1)","(1, 1, 1, 1)",-4.869246158047307e-10,89.83845987038282,29.999999999915765,3.1593708541602866e-09,7.415538550945871e-23,3.489704890724912e-15,0.9999960254743339,True
210,43,"(0, 2, 1, 3)","(1, -1, 1, 1)",9.780023222313912e-10,89.83845987028937,30.000000001981952,3.159370861573471e-09,7.41165982966494e-23,6.721511840805983e-15,0.9999960254743292,True
211,279,"(2, 3, 1, 0)","(-1, 1, 1, 1)",-2.816705713933725e-09,89.8384598701522,-9.543274477566493e-10,3.159370872163958e-09,2.9649813324949257e-22,5.487093148100849e-15,0.9999960254743225,True
212,280,"(2, 3, 1, 0)","(1, -1, -1, -1)",-2.816705713933725e-09,89.8384598701522,-9.543274477566493e-10,3.159370872163958e-09,2.9649813324949257e-22,5.487093148100849e-15,0.9999960254743225,True
213,353,"(3, 2, 0, 1)","(-1, -1, -1, 1)",1.2196537865434399e-09,89.8384598701375,30.00000000053262,3.1593708733993583e-09,1.6677163251767445e-22,3.2431690370603295e-15,0.9999960254743218,True
214,366,"(3, 2, 0, 1)","(1, 1, 1, -1)",1.2196537865434399e-09,89.8384598701375,30.00000000053262,3.1593708733993583e-09,1.6677163251767445e-22,3.2431690370603295e-15,0.9999960254743218,True
215,144,"(1, 2, 3, 0)","(-1, -1, -1, -1)",8.512861861567568e-10,89.83845987000457,9.878546861141705e-10,3.1593708838131176e-09,1.6678297404019085e-22,2.592634238871867e-15,0.9999960254743152,True
216,340,"(3, 1, 2, 0)","(-1, 1, -1, -1)",29.99999999939718,89.83845986992377,8.066803620317526e-10,3.1593708901671836e-09,7.414131050836311e-23,3.374785818259932e-15,0.9999960254743112,True
217,327,"(3, 1, 0, 2)","(-1, 1, 1, 1)",29.99999999918158,89.83845986981675,3.7481016585133556e-10,3.159370898465947e-09,3.131481773176471e-21,7.192783028893941e-15,0.999996025474306,True
218,328,"(3, 1, 0, 2)","(1, -1, -1, -1)",29.99999999918158,89.83845986981675,3.7481016585133556e-10,3.159370898465947e-09,3.131481773176471e-21,7.192783028893941e-15,0.999996025474306,True
219,79,"(0, 3, 1, 2)","(1, 1, 1, 1)",5.1857919295463e-11,89.83845986975257,-1.2063494239046204e-09,3.1593709035817403e-09,2.964562162250776e-22,2.846446711376743e-15,0.9999960254743028,True
220,288,"(3, 0, 1, 2)","(-1, -1, -1, -1)",30.000000000315477,89.83845986964802,-2.4509953850144303e-11,3.159370911700943e-09,2.9645907757045435e-22,3.1191801002388134e-15,0.9999960254742977,True
221,303,"(3, 0, 1, 2)","(1, 1, 1, 1)",30.000000000315477,89.83845986964802,-2.4509953850144303e-11,3.159370911700943e-09,2.9645907757045435e-22,3.1191801002388134e-15,0.9999960254742977,True
222,269,"(2, 3, 0, 1)","(1, 1, -1, 1)",29.99999999858438,89.83845986961748,-6.797156780259923e-10,3.1593709141717813e-09,7.411590025877095e-23,4.214950174042971e-15,0.9999960254742961,True
223,317,"(3, 0, 2, 1)","(1, 1, -1, 1)",30.00000000014605,89.83845986952872,-1.02253528994605e-09,3.1593709210555457e-09,1.6679875169730068e-22,3.845925372767128e-15,0.9999960254742918,True
224,383,"(3, 2, 1, 0)","(1, 1, 1, 1)",5.161756695641821e-10,89.83845986951377,30.000000000425747,3.1593709221144796e-09,7.41289187343455e-23,1.9526463347386344e-15,0.9999960254742911,True
225,257,"(2, 3, 0, 1)","(-1, -1, -1, 1)",-2.5852337739355606e-09,89.83845986948826,-5.377123425077772e-10,3.1593709242329214e-09,4.632156925176041e-22,4.812104995599651e-15,0.9999960254742898,True
226,24,"(0, 1, 3, 2)","(1, -1, -1, -1)",4.1528671796534377e-10,89.83845986937477,30.00000000172579,3.1593709330588637e-09,1.1858734882110174e-21,1.5585886404099554e-14,0.9999960254742842,True
227,139,"(1, 2, 0, 3)","(1, -1, 1, 1)",30.00000000030225,89.83845986925276,-1.841075713492946e-09,3.1593709425889898e-09,7.422017429438029e-23,5.299691985984321e-15,0.9999960254742782,True
228,65,"(0, 3, 1, 2)","(-1, -1, -1, 1)",-2.1016099120294793e-09,89.8384598691826,29.99999999899823,3.1593709480605707e-09,1.8530606651456886e-23,3.9968028886505635e-15,0.9999960254742748,True
229,209,"(2, 0, 3, 1)","(-1, -1, -1, 1)",-5.506669030444763e-09,89.83845986911506,1.061181295723985e-09,3.159370953355758e-09,7.411653313875856e-23,3.3820826609804605e-15,0.9999960254742715,True
230,222,"(2, 0, 3, 1)","(1, 1, 1, -1)",-5.506669030444763e-09,89.83845986911506,1.061181295723985e-09,3.159370953355758e-09,7.411653313875856e-23,3.3820826609804605e-15,0.9999960254742715,True
231,119,"(1, 0, 3, 2)","(-1, 1, 1, 1)",-1.1987209248274481e-09,89.83845986900049,29.999999995807627,3.1593709623574087e-09,2.048742730523107e-27,4.398127644817382e-15,0.9999960254742658,True
232,120,"(1, 0, 3, 2)","(1, -1, -1, -1)",-1.1987209248274481e-09,89.83845986900049,29.999999995807627,3.1593709623574087e-09,2.048742730523107e-27,4.398127644817382e-15,0.9999960254742658,True
233,33,"(0, 2, 1, 3)","(-1, -1, -1, 1)",30.000000000518078,89.83845986877803,2.507885272050618e-10,3.1593709798331972e-09,1.852857222111164e-21,7.229248575812844e-15,0.9999960254742548,True
234,46,"(0, 2, 1, 3)","(1, 1, 1, -1)",30.000000000518078,89.83845986877803,2.507885272050618e-10,3.1593709798331972e-09,1.852857222111164e-21,7.229248575812844e-15,0.9999960254742548,True
235,302,"(3, 0, 1, 2)","(1, 1, 1, -1)",1.7534251392270327e-09,89.83845986783403,30.000000002528232,3.159371053612426e-09,2.241974837366436e-21,5.571800744901529e-15,0.9999960254742084,True
236,66,"(0, 3, 1, 2)","(-1, -1, 1, -1)",29.999999999865366,89.8384598672815,-5.315942901360411e-10,3.159371096854059e-09,2.964578289391714e-22,2.704329487227188e-15,0.9999960254741812,True
237,292,"(3, 0, 1, 2)","(-1, 1, -1, -1)",1.0327078352327765e-09,89.83845986675068,29.999999999444277,3.159371138332964e-09,6.670679053484239e-22,5.267030330297353e-15,0.9999960254741551,True
238,168,"(1, 3, 0, 2)","(1, -1, -1, -1)",1.022677896027432e-09,89.83845986671808,-2.7357867701619165e-09,3.1593711409825315e-09,2.668162539888825e-21,5.880340382340778e-15,0.9999960254741534,True
239,148,"(1, 2, 3, 0)","(-1, 1, -1, -1)",30.000000000606,89.83845986543135,-1.2968248397047972e-09,3.1593712415880418e-09,6.6722672577973185e-22,7.242875823676482e-15,0.9999960254740902,True
240,23,"(0, 1, 3, 2)","(-1, 1, 1, 1)",29.99999999767949,89.83845986441526,-5.48553976113348e-09,3.159371321017026e-09,2.668129636723566e-21,5.21056262042368e-15,0.9999960254740402,True
241,300,"(3, 0, 1, 2)","(1, 1, -1, -1)",18.412287611094964,89.55074287954272,-42.75462623236204,558701280.8199755,558701280.8199753,5.824288570291575,0.9999692593920131,True
242,364,"(3, 2, 0, 1)","(1, 1, -1, -1)",-105.97305800451359,-630.2321444611462,-75.97256890483936,558701280.8199756,558701280.8199756,5.824288570291575,0.9999917919348004,True
243,156,"(1, 2, 3, 0)","(1, 1, -1, -1)",72.25742708037056,270.44736005553307,-84.51476537532344,558701280.8199759,558701280.8199756,5.824288570291575,0.9999695184574982,True
244,76,"(0, 3, 1, 2)","(1, 1, -1, -1)",6.901407693244218,89.64484905145332,22.418436648094062,558701280.8199761,558701280.819976,5.824288570291575,0.9999807890294232,True
245,51,"(0, 2, 3, 1)","(-1, -1, 1, 1)",-25.4195767906509,89.8461282657143,25.714278227970873,558701280.8199766,558701280.8199766,5.824288570291575,0.9999963938633812,True
246,124,"(1, 0, 3, 2)","(1, 1, -1, -1)",-271.9757387712665,-89.90621154623467,-235.14568219073908,558701280.8199766,558701280.8199766,5.824288570291575,0.9999986602511453,True
247,323,"(3, 1, 0, 2)","(-1, -1, 1, 1)",-30.390479659032593,90.78079135422682,-91.17105575782887,558701280.8199773,558701280.8199756,5.824288570291575,0.9999071486954281,True
248,28,"(0, 1, 3, 2)","(1, 1, -1, -1)",70.57219146159446,89.95317039780001,15.22510485353562,558701280.8199784,558701280.8199784,5.824288570291575,0.9999996659852446,True
249,179,"(1, 3, 2, 0)","(-1, -1, 1, 1)",83.2404007843328,88.9436581250475,-84.15239215223525,558701280.8199797,558701280.8199756,5.824288570291575,0.9998300498977749,False
250,35,"(0, 2, 1, 3)","(-1, -1, 1, 1)",-59.7565208615463,90.74405078677458,82.05289343609238,558701280.8199798,558701280.8199784,5.824288570291575,0.9999156813204553,True
251,83,"(0, 3, 2, 1)","(-1, -1, 1, 1)",75.53896743686175,-89.73637442101685,-13.142317513710658,558701280.8199799,558701280.8199799,5.824288570291576,0.9999894148000408,True
252,60,"(0, 2, 3, 1)","(1, 1, -1, -1)",-11.177581505634816,89.09541976515442,2.4170882215454017,558701280.8199812,558701280.8199781,5.824288570291575,0.9998753736410894,True
253,188,"(1, 3, 2, 0)","(1, 1, -1, -1)",83.24040078488423,88.94365813188426,-84.15239216284539,558701280.8199813,558701280.8199756,5.824288570291575,0.9998300498999747,True
254,291,"(3, 0, 1, 2)","(-1, -1, 1, 1)",-1204.3211491493612,4408.910060482973,1011.2444818316056,558701280.8199859,558701280.8199753,5.824288570291575,0.9998190675599153,False
255,268,"(2, 3, 0, 1)","(1, 1, -1, -1)",-6.2413967560756936,91.27398298066691,5.087361129952137,558701280.8199888,558701280.8199766,5.824288570291575,0.9997528081778815,True
256,12,"(0, 1, 2, 3)","(1, 1, -1, -1)",-9.003136136336348,91.22782428862409,10.134599489922094,558701280.8199888,558701280.8199784,5.824288570291575,0.9997703954130216,True
257,108,"(1, 0, 2, 3)","(1, 1, -1, -1)",2.6613033262384387,88.66084388752824,24.36725472627374,558701280.8199915,558701280.8199766,5.824288570291575,0.9997268712703797,True
258,220,"(2, 0, 3, 1)","(1, 1, -1, -1)",-10.171526222685912,88.61407481572932,-46.71001742711266,558701280.8199934,558701280.8199762,5.824288570291575,0.9997074614281077,True
259,243,"(2, 1, 3, 0)","(-1, -1, 1, 1)",-31.206898758096994,88.4383991678284,14.819488180362066,558701280.8200041,558701280.8199766,5.824288570291575,0.9996286034042728,True
260,332,"(3, 1, 0, 2)","(1, 1, -1, -1)",-3.773432410430711e-06,268.3648602916722,-158.9099098282381,558701280.8200097,558701280.8199766,5.824288570291575,0.9995928026023169,True
261,44,"(0, 2, 1, 3)","(1, 1, -1, -1)",-39.0300461053465,91.71908603554832,37.654094379765255,558701280.8200165,558701280.819976,5.824288570291575,0.9995499224154427,True
