,lab_x,lab_y,lab_z
pair_1,-0.31574817798373694,0.7529739402971507,-0.5773502691896258
pair_2,0.7529739402971507,0.31574817798373694,0.5773502691896258
pair_3,0.31574817798373694,-0.7529739402971507,-0.5773502691896258
pair_4,-0.7529739402971507,-0.31574817798373694,0.5773502691896258
