nv_axis,x,y,z
d3,0.0537049631865876,0.16977498290233306,3.6767597570631705
d2,0.049239864030900755,0.02314087313173134,0.16476006846269098
d4,0.11574474642528607,0.09599824826557224,2.4567979438100247
d1,0.05755211352500343,0.12307527500050247,0.1125647830450704
