,disp_x,disp_y,disp_z
lab_x,-11.113734387005918,10.647223765274722,1.8397430683480342
lab_y,11.114423141078777,-21.80405152079965,0.5059345530172439
lab_z,11.350937153217087,5.641542125465334,3.1308328282895097
