nv_axis,x,y,z
d3,7.3452948594854215,-0.9009868536927569,-0.6100883168961186
d2,4.899925483619426,4.487571742072304,3.734428116841628
d4,-1.895182594341804,-2.4874485707136955,-0.0904803189359882
d1,-4.326350391659161,2.661309439964952,2.6628522236387657
