dip_id,dip_side,center_GHz,center_err_MHz,x0_GHz,x1_GHz,x2_GHz,x0_MHz,x1_MHz,x2_MHz,contrast,contrast_err,hf01_MHz,hf12_MHz,delta_hf_MHz,delta_hf_err_MHz,lorentz_fwhm_MHz,lorentz_fwhm_err_MHz,w_m1,w_0,w_p1,global_fit_rms
1,left,2.809268793565025,0.07748557731104876,2.8070804575681527,2.809268793565025,2.8114571295618975,2807.0804575681527,2809.268793565025,2811.4571295618975,0.013163440924391798,0.0007559268654532126,2.1883359968724037,2.1883359968724037,2.188335996872224,0.02012794147963482,1.4828334750302523,0.041520398518255654,0.3026515744327266,0.3172688583435299,0.38007956722374325,0.0007191444896695236
2,left,2.819939146946853,0.03524641049965515,2.8177508109499807,2.819939146946853,2.8221274829437255,2817.750810949981,2819.9391469468533,2822.1274829437257,0.029105070117505887,0.0009274264640966159,2.1883359968724037,2.1883359968724037,2.188335996872224,0.02012794147963482,1.4828334750302523,0.041520398518255654,0.3026515744327266,0.3172688583435299,0.38007956722374325,0.0007191444896695236
3,left,2.834803576171867,0.06863692009236858,2.8326152401749947,2.834803576171867,2.8369919121687395,2832.6152401749946,2834.803576171867,2836.9919121687394,0.014908090325580523,0.0007730953958484692,2.1883359968724037,2.1883359968724037,2.188335996872224,0.02012794147963482,1.4828334750302523,0.041520398518255654,0.3026515744327266,0.3172688583435299,0.38007956722374325,0.0007191444896695236
4,left,2.8452493086049646,0.03982781291791852,2.843060972608092,2.8452493086049646,2.847437644601837,2843.060972608092,2845.2493086049644,2847.437644601837,0.025772522987958752,0.0008815219010911291,2.1883359968724037,2.1883359968724037,2.188335996872224,0.02012794147963482,1.4828334750302523,0.041520398518255654,0.3026515744327266,0.3172688583435299,0.38007956722374325,0.0007191444896695236
5,right,2.8993074244066714,0.0466319149150354,2.897119088409799,2.8993074244066714,2.901495760403544,2897.119088409799,2899.3074244066715,2901.495760403544,0.021958327323056318,0.0008337448916152826,2.1883359968724037,2.1883359968724037,2.188335996872224,0.02012794147963482,1.4828334750302523,0.041520398518255654,0.3026515744327266,0.3172688583435299,0.38007956722374325,0.0007191444896695236
6,right,2.9090241050653893,0.08430881455665712,2.906835769068517,2.9090241050653893,2.9112124410622617,2906.835769068517,2909.0241050653894,2911.212441062262,0.011929623190045851,0.0007496817211774948,2.1883359968724037,2.1883359968724037,2.188335996872224,0.02012794147963482,1.4828334750302523,0.041520398518255654,0.3026515744327266,0.3172688583435299,0.38007956722374325,0.0007191444896695236
7,right,2.9226394359395838,0.05017333151233983,2.9204510999427113,2.9226394359395838,2.924827771936456,2920.451099942711,2922.6394359395836,2924.827771936456,0.02021962404308546,0.0008201335386996023,2.1883359968724037,2.1883359968724037,2.188335996872224,0.02012794147963482,1.4828334750302523,0.041520398518255654,0.3026515744327266,0.3172688583435299,0.38007956722374325,0.0007191444896695236
8,right,2.932083732867021,0.0897960545894891,2.9298953968701484,2.932083732867021,2.9342720688638932,2929.8953968701485,2932.083732867021,2934.2720688638933,0.011190494373450714,0.0007384686583203079,2.1883359968724037,2.1883359968724037,2.188335996872224,0.02012794147963482,1.4828334750302523,0.041520398518255654,0.3026515744327266,0.3172688583435299,0.38007956722374325,0.0007191444896695236
