Frequency	Pixel(95-95)
2720000000.000000	1.480558
2720500000.000000	1.480338
2721000000.000000	1.480274
2721500000.000000	1.479386
2722000000.000000	1.479060
2722500000.000000	1.478979
2723000000.000000	1.479616
2723500000.000000	1.479311
2724000000.000000	1.479502
2724500000.000000	1.480258
2725000000.000000	1.480296
2725500000.000000	1.480335
2726000000.000000	1.479865
2726500000.000000	1.479974
2727000000.000000	1.480111
2727500000.000000	1.480167
2728000000.000000	1.479591
2728500000.000000	1.479277
2729000000.000000	1.480384
2729500000.000000	1.479775
2730000000.000000	1.479999
2730500000.000000	1.478692
2731000000.000000	1.479479
2731500000.000000	1.479926
2732000000.000000	1.480476
2732500000.000000	1.478826
2733000000.000000	1.479091
2733500000.000000	1.478983
2734000000.000000	1.480437
2734500000.000000	1.480265
2735000000.000000	1.479404
2735500000.000000	1.480530
2736000000.000000	1.480204
2736500000.000000	1.479776
2737000000.000000	1.478997
2737500000.000000	1.479353
2738000000.000000	1.480446
2738500000.000000	1.479666
2739000000.000000	1.479797
2739500000.000000	1.479637
2740000000.000000	1.479534
2740500000.000000	1.478985
2741000000.000000	1.479055
2741500000.000000	1.479145
2742000000.000000	1.479821
2742500000.000000	1.480230
2743000000.000000	1.479851
2743500000.000000	1.479766
2744000000.000000	1.479535
2744500000.000000	1.479812
2745000000.000000	1.479669
2745500000.000000	1.479407
2746000000.000000	1.479329
2746500000.000000	1.479238
2747000000.000000	1.478946
2747500000.000000	1.479451
2748000000.000000	1.480081
2748500000.000000	1.480421
2749000000.000000	1.480221
2749500000.000000	1.479877
2750000000.000000	1.479151
2750500000.000000	1.480551
2751000000.000000	1.479823
2751500000.000000	1.479772
2752000000.000000	1.479062
2752500000.000000	1.480626
2753000000.000000	1.479656
2753500000.000000	1.480399
2754000000.000000	1.480636
2754500000.000000	1.479926
2755000000.000000	1.479729
2755500000.000000	1.480023
2756000000.000000	1.480157
2756500000.000000	1.480650
2757000000.000000	1.479953
2757500000.000000	1.479182
2758000000.000000	1.479053
2758500000.000000	1.480069
2759000000.000000	1.479726
2759500000.000000	1.479779
2760000000.000000	1.480102
2760500000.000000	1.480166
2761000000.000000	1.480336
2761500000.000000	1.480606
2762000000.000000	1.480199
2762500000.000000	1.480371
2763000000.000000	1.479702
2763500000.000000	1.480241
2764000000.000000	1.480028
2764500000.000000	1.479633
2765000000.000000	1.479808
2765500000.000000	1.479675
2766000000.000000	1.480028
2766500000.000000	1.481389
2767000000.000000	1.480327
2767500000.000000	1.480704
2768000000.000000	1.480494
2768500000.000000	1.480298
2769000000.000000	1.480167
2769500000.000000	1.480114
2770000000.000000	1.480400
2770500000.000000	1.480473
2771000000.000000	1.478869
2771500000.000000	1.479168
2772000000.000000	1.479207
2772500000.000000	1.479014
2773000000.000000	1.479394
2773500000.000000	1.479778
2774000000.000000	1.478903
2774500000.000000	1.479076
2775000000.000000	1.479470
2775500000.000000	1.479967
2776000000.000000	1.479875
2776500000.000000	1.479072
2777000000.000000	1.479520
2777500000.000000	1.479460
2778000000.000000	1.479984
2778500000.000000	1.479058
2779000000.000000	1.478685
2779500000.000000	1.479413
2780000000.000000	1.479036
2780500000.000000	1.479690
2781000000.000000	1.479109
2781500000.000000	1.479361
2782000000.000000	1.479334
2782500000.000000	1.479060
2783000000.000000	1.479151
2783500000.000000	1.478828
2784000000.000000	1.478570
2784500000.000000	1.478889
2785000000.000000	1.479625
2785500000.000000	1.479143
2786000000.000000	1.478861
2786500000.000000	1.479291
2787000000.000000	1.478771
2787500000.000000	1.477882
2788000000.000000	1.478898
2788500000.000000	1.479880
2789000000.000000	1.480364
2789500000.000000	1.479939
2790000000.000000	1.479467
2790500000.000000	1.479959
2791000000.000000	1.479189
2791500000.000000	1.479187
2792000000.000000	1.479913
2792500000.000000	1.478940
2793000000.000000	1.479699
2793500000.000000	1.479543
2794000000.000000	1.480096
2794500000.000000	1.479656
2795000000.000000	1.479424
2795500000.000000	1.479592
2796000000.000000	1.479548
2796500000.000000	1.479924
2797000000.000000	1.479253
2797500000.000000	1.479460
2798000000.000000	1.479563
2798500000.000000	1.479825
2799000000.000000	1.479491
2799500000.000000	1.479874
2800000000.000000	1.480060
2800500000.000000	1.480424
2801000000.000000	1.480059
2801500000.000000	1.479769
2802000000.000000	1.479803
2802500000.000000	1.480779
2803000000.000000	1.480834
2803500000.000000	1.479432
2804000000.000000	1.479817
2804500000.000000	1.479414
2805000000.000000	1.479051
2805500000.000000	1.479710
2806000000.000000	1.479949
2806500000.000000	1.479621
2807000000.000000	1.479389
2807500000.000000	1.478257
2808000000.000000	1.477322
2808500000.000000	1.474049
2809000000.000000	1.474189
2809500000.000000	1.475785
2810000000.000000	1.475105
2810500000.000000	1.473680
2811000000.000000	1.473304
2811500000.000000	1.475750
2812000000.000000	1.475365
2812500000.000000	1.473830
2813000000.000000	1.470909
2813500000.000000	1.474131
2814000000.000000	1.475626
2814500000.000000	1.476369
2815000000.000000	1.477229
2815500000.000000	1.477466
2816000000.000000	1.477228
2816500000.000000	1.475998
2817000000.000000	1.472215
2817500000.000000	1.465317
2818000000.000000	1.464504
2818500000.000000	1.469551
2819000000.000000	1.470958
2819500000.000000	1.467395
2820000000.000000	1.462990
2820500000.000000	1.468148
2821000000.000000	1.470312
2821500000.000000	1.467809
2822000000.000000	1.462151
2822500000.000000	1.465921
