,x0_MHz,x1_MHz,x2_MHz,gamma_MHz,A
Pair1_left,2842.372115643179,2842.3721027308247,2842.3721516323258,14.187938361052787,0.22713741401154858
Pair1_right,2819.9632928482624,2843.440847744965,2902.676333737864,8.911003872800014,0.755767263364923
Pair2_left,2818.2471161325357,2820.6195647540108,2843.312012750692,10.00659926738771,0.45479165340923794
Pair2_right,2903.509133824781,2903.507621898345,2903.508976657117,15.864950557109694,0.18443713898144143
Pair3_left,2820.9439153508865,2843.267617052425,2816.2649676135693,10.855059535831412,0.45500498238851006
Pair3_right,2907.500346211883,2923.869389292271,2900.449446008958,7.631789371203099,0.45792292189779177
Pair4_left,2818.712784090532,2843.283330860522,2918.997010515171,11.381446006025588,0.6961010191094386
Pair4_right,2900.453013178385,2907.4308951331345,2924.27274583317,8.471630436960522,0.43059220502153467
