Frequency	Pixel(95-95)
2720000000.000000	1.484574
2720500000.000000	1.484548
2721000000.000000	1.484601
2721500000.000000	1.484061
2722000000.000000	1.483375
2722500000.000000	1.483795
2723000000.000000	1.483899
2723500000.000000	1.483450
2724000000.000000	1.484507
2724500000.000000	1.484066
2725000000.000000	1.483456
2725500000.000000	1.483850
2726000000.000000	1.482988
2726500000.000000	1.482871
2727000000.000000	1.482954
2727500000.000000	1.483906
2728000000.000000	1.484002
2728500000.000000	1.482632
2729000000.000000	1.483158
2729500000.000000	1.481664
2730000000.000000	1.483127
2730500000.000000	1.481457
2731000000.000000	1.482952
2731500000.000000	1.483660
2732000000.000000	1.481558
2732500000.000000	1.483229
2733000000.000000	1.484402
2733500000.000000	1.483285
2734000000.000000	1.483750
2734500000.000000	1.483376
2735000000.000000	1.482841
2735500000.000000	1.483429
2736000000.000000	1.482942
2736500000.000000	1.483926
2737000000.000000	1.483887
2737500000.000000	1.483798
2738000000.000000	1.483871
2738500000.000000	1.483000
2739000000.000000	1.483244
2739500000.000000	1.482581
2740000000.000000	1.482235
2740500000.000000	1.484114
2741000000.000000	1.482367
2741500000.000000	1.482225
2742000000.000000	1.482180
2742500000.000000	1.483142
2743000000.000000	1.482782
2743500000.000000	1.481849
2744000000.000000	1.482547
2744500000.000000	1.484296
2745000000.000000	1.485587
2745500000.000000	1.483320
2746000000.000000	1.482904
2746500000.000000	1.482887
2747000000.000000	1.482700
2747500000.000000	1.481832
2748000000.000000	1.482491
2748500000.000000	1.483403
2749000000.000000	1.481785
2749500000.000000	1.482152
2750000000.000000	1.482337
2750500000.000000	1.483246
2751000000.000000	1.483455
2751500000.000000	1.483628
2752000000.000000	1.483743
2752500000.000000	1.482488
2753000000.000000	1.483006
2753500000.000000	1.482402
2754000000.000000	1.483320
2754500000.000000	1.483391
2755000000.000000	1.482916
2755500000.000000	1.483217
2756000000.000000	1.484409
2756500000.000000	1.483500
2757000000.000000	1.483204
2757500000.000000	1.483805
2758000000.000000	1.483178
2758500000.000000	1.482398
2759000000.000000	1.482122
2759500000.000000	1.483003
2760000000.000000	1.483408
2760500000.000000	1.482524
2761000000.000000	1.482735
2761500000.000000	1.484152
2762000000.000000	1.482716
2762500000.000000	1.481116
2763000000.000000	1.483575
2763500000.000000	1.483169
2764000000.000000	1.482762
2764500000.000000	1.484410
2765000000.000000	1.483741
2765500000.000000	1.483556
2766000000.000000	1.484076
2766500000.000000	1.483637
2767000000.000000	1.483899
2767500000.000000	1.484287
2768000000.000000	1.484433
2768500000.000000	1.483833
2769000000.000000	1.483256
2769500000.000000	1.483702
2770000000.000000	1.483570
2770500000.000000	1.484211
2771000000.000000	1.484469
2771500000.000000	1.484008
2772000000.000000	1.484451
2772500000.000000	1.484208
2773000000.000000	1.484799
2773500000.000000	1.484068
2774000000.000000	1.483806
2774500000.000000	1.483993
2775000000.000000	1.484088
2775500000.000000	1.484419
2776000000.000000	1.484535
2776500000.000000	1.484043
2777000000.000000	1.485315
2777500000.000000	1.483480
2778000000.000000	1.483007
2778500000.000000	1.483007
2779000000.000000	1.483029
2779500000.000000	1.482994
2780000000.000000	1.482536
2780500000.000000	1.482411
2781000000.000000	1.483245
2781500000.000000	1.483179
2782000000.000000	1.483589
2782500000.000000	1.484327
2783000000.000000	1.484758
2783500000.000000	1.484256
2784000000.000000	1.484198
2784500000.000000	1.484018
2785000000.000000	1.484009
2785500000.000000	1.484034
2786000000.000000	1.484352
2786500000.000000	1.484429
2787000000.000000	1.484511
2787500000.000000	1.484564
2788000000.000000	1.483708
2788500000.000000	1.484007
2789000000.000000	1.483630
2789500000.000000	1.483679
2790000000.000000	1.483966
2790500000.000000	1.483537
2791000000.000000	1.483247
2791500000.000000	1.483391
2792000000.000000	1.483573
2792500000.000000	1.483515
2793000000.000000	1.483002
2793500000.000000	1.482909
2794000000.000000	1.483446
2794500000.000000	1.483753
2795000000.000000	1.482603
2795500000.000000	1.483322
2796000000.000000	1.484401
2796500000.000000	1.485348
2797000000.000000	1.484739
2797500000.000000	1.484499
2798000000.000000	1.483716
2798500000.000000	1.484526
2799000000.000000	1.483324
2799500000.000000	1.483953
2800000000.000000	1.484047
2800500000.000000	1.483791
2801000000.000000	1.483624
2801500000.000000	1.483428
2802000000.000000	1.483258
2802500000.000000	1.484380
2803000000.000000	1.483625
2803500000.000000	1.482950
2804000000.000000	1.483353
2804500000.000000	1.484263
2805000000.000000	1.483006
2805500000.000000	1.480924
2806000000.000000	1.478131
2806500000.000000	1.477983
2807000000.000000	1.480941
2807500000.000000	1.480331
2808000000.000000	1.479731
2808500000.000000	1.476847
2809000000.000000	1.478178
2809500000.000000	1.479159
2810000000.000000	1.477789
2810500000.000000	1.475878
2811000000.000000	1.478083
2811500000.000000	1.479917
2812000000.000000	1.479648
2812500000.000000	1.482282
2813000000.000000	1.480856
2813500000.000000	1.481618
2814000000.000000	1.481237
2814500000.000000	1.480759
2815000000.000000	1.480519
2815500000.000000	1.481670
2816000000.000000	1.480046
2816500000.000000	1.475219
2817000000.000000	1.468553
2817500000.000000	1.470619
2818000000.000000	1.474411
2818500000.000000	1.473668
2819000000.000000	1.467734
2819500000.000000	1.467053
2820000000.000000	1.471728
2820500000.000000	1.473865
2821000000.000000	1.470592
2821500000.000000	1.466936
2822000000.000000	1.472494
2822500000.000000	1.476030
2823000000.000000	1.477928
2823500000.000000	1.478421
2824000000.000000	1.479726
2824500000.000000	1.480809
2825000000.000000	1.481972
2825500000.000000	1.481763
2826000000.000000	1.481664
2826500000.000000	1.482974
2827000000.000000	1.483240
2827500000.000000	1.482936
2828000000.000000	1.482206
2828500000.000000	1.481344
2829000000.000000	1.480374
2829500000.000000	1.480338
2830000000.000000	1.479566
2830500000.000000	1.476831
2831000000.000000	1.476758
2831500000.000000	1.478967
2832000000.000000	1.478252
2832500000.000000	1.476519
2833000000.000000	1.476032
2833500000.000000	1.478036
2834000000.000000	1.478988
2834500000.000000	1.477133
2835000000.000000	1.475129
2835500000.000000	1.477904
2836000000.000000	1.480384
2836500000.000000	1.480163
2837000000.000000	1.481141
2837500000.000000	1.480470
2838000000.000000	1.481307
2838500000.000000	1.481838
2839000000.000000	1.482205
2839500000.000000	1.482320
2840000000.000000	1.480122
2840500000.000000	1.477394
2841000000.000000	1.471393
2841500000.000000	1.471042
2842000000.000000	1.476037
2842500000.000000	1.475006
2843000000.000000	1.471679
2843500000.000000	1.468348
2844000000.000000	1.473010
2844500000.000000	1.474308
2845000000.000000	1.473911
2845500000.000000	1.469271
2846000000.000000	1.473117
2846500000.000000	1.478075
2847000000.000000	1.479434
2847500000.000000	1.479657
2848000000.000000	1.479613
2848500000.000000	1.480058
2849000000.000000	1.481664
2849500000.000000	1.481938
2850000000.000000	1.482188
2850500000.000000	1.483116
2851000000.000000	1.483652
2851500000.000000	1.483429
2852000000.000000	1.483035
2852500000.000000	1.483494
2853000000.000000	1.483744
2853500000.000000	1.483407
2854000000.000000	1.483722
2854500000.000000	1.483584
2855000000.000000	1.483967
2855500000.000000	1.484590
2856000000.000000	1.484225
2856500000.000000	1.484196
2857000000.000000	1.483743
2857500000.000000	1.482449
2858000000.000000	1.483313
2858500000.000000	1.484111
2859000000.000000	1.482780
2859500000.000000	1.483466
2860000000.000000	1.484955
2860500000.000000	1.483655
2861000000.000000	1.482512
2861500000.000000	1.483383
2862000000.000000	1.483573
2862500000.000000	1.484612
2863000000.000000	1.483976
2863500000.000000	1.484263
2864000000.000000	1.484452
2864500000.000000	1.483743
2865000000.000000	1.484181
2865500000.000000	1.484899
2866000000.000000	1.484292
2866500000.000000	1.484620
2867000000.000000	1.484253
2867500000.000000	1.484281
2868000000.000000	1.483602
2868500000.000000	1.484232
2869000000.000000	1.484592
2869500000.000000	1.484233
2870000000.000000	1.485198
2870500000.000000	1.485201
2871000000.000000	1.484310
2871500000.000000	1.484401
2872000000.000000	1.484772
2872500000.000000	1.484851
2873000000.000000	1.484904
2873500000.000000	1.484798
2874000000.000000	1.484847
2874500000.000000	1.484464
2875000000.000000	1.483052
2875500000.000000	1.482914
2876000000.000000	1.482644
2876500000.000000	1.482582
2877000000.000000	1.482898
2877500000.000000	1.483098
2878000000.000000	1.484461
2878500000.000000	1.484249
2879000000.000000	1.484746
2879500000.000000	1.484866
2880000000.000000	1.484696
2880500000.000000	1.484897
2881000000.000000	1.484458
2881500000.000000	1.484375
2882000000.000000	1.483223
2882500000.000000	1.483676
2883000000.000000	1.483820
2883500000.000000	1.484982
2884000000.000000	1.484368
2884500000.000000	1.483032
2885000000.000000	1.483577
2885500000.000000	1.483471
2886000000.000000	1.484258
2886500000.000000	1.484142
2887000000.000000	1.483210
2887500000.000000	1.483007
2888000000.000000	1.483343
2888500000.000000	1.483298
2889000000.000000	1.482719
2889500000.000000	1.483726
2890000000.000000	1.484268
2890500000.000000	1.483264
2891000000.000000	1.484233
2891500000.000000	1.484626
2892000000.000000	1.483776
2892500000.000000	1.483108
